Pulling team: Portland Stags
Period: 1
Clock before point: 10:00:00
Clock after point: 5:25:00
Offense	Defense
	73P
'00pu	
	7PU
	73
	7
00PU	
21	
6	
'00	
1	
'00	
77	
1	
21	
'00	
6	
'00	
	73PU
	88
	42
	4
	73
	88
1HB	
1PU	
21	
	7PU
	4
	42
	22
	88
	22
	88
	4
	88
	73
00PU	
1	
'00	
77	
1	
6	
'00	
6	
21	
'00	
TO	
00PU	
1	
21	
99	
'00	
1	
77	
1	
99	
5	
21LG	
