point	Offense	Defense
1		43p
1	2pu	
1	99	
1	2	
1	8	
1	90	
1	88GL	
2		81p
2	13pu	
2	4	
2	77	
2	4	
2	77	
2		42d
2		42pu
2		12
2		61
2		12
2		32
2		12
2		7G
3		21p
3	4PU	
3	13L	
3		27pu
3		1
3		17
3		1L
3	4pu	
3	1	
3	4	
3	21	
3	13	
3	7	
3		31D
3		31SO
3		99SI
3		27pu
3	13f	17
3		27
3		4
3		17
3		27
3		21
3		4
3		17g
4		81p
4	'00pu	
4	13	
4	?VP	
4	77	
4	1	
4	21	
4	7	
4	1	
4		32pu
4		32VST
4	7pu	
4	1	
4	77	
4	1	
4	7	
4	77g	32f
5		11p
5	2pu	
5	99	
5	2	
5	90	
5	99	
5	8	
5	99	
5	90	
5	8	8f
5	88	
5	8	
5	99	
5	45	
5	9	
5	8	
5	2G	
6		21p
6	13pu	
6	4	
6	64	
6	21	
6	'00	
6	13	
6	4	
6	'00	
6	1td	
6		27pu
6		1
6		20
6		27
6		4
6		27
6		1
6		4G
7		61p
7	8pu	
7	7	
7	18	
7	77	
7	12	
7	7	
7	77L	?F
7	12	
7	7	
7	12	
7	17g	
8		43p
8	14pu	
8	99	
8	14	
8	90	
8	14	
8	99	
8	8	
8		14pu
8		10
8		88
8		11
8		88
8		11
8	99pu	
8	14	
8	8	
8	99	10f
8	90	
8		88pu
8		10
8		29
8		11
8		29
8	99f	88
8		10
9		21p
9	4pu	
9	13	
9	3	
9	13	
9	7	
9	77	
9	4	
9	13	
9	17g	
10		18p
10	88pu	
10	99	
10	8	
10	99	
10	88	
10	9	
10	90	
10	9	
10	8	
10	99	
10	8	
10	88	
10	9	
10	99	
10	90g	
11		81p
11	7pu	
11	4	
11		42d
11		42pu
11		12
11		12f
11		19
11		12
11		61
11		42
11		7g
12		4p
12	7pu	
12	13	
12	21	
12	7vst	
12		27pu
12		4
12		1g
13		81p
13	14pu	
13	10	
13	12	
13	43	
13	27	
13	14	
13	10	
13	12	
13	43	
13	25	
13	12	
13	10	
13	27g	
14		18p
14	2pu	
14	99	
14	2	
14	90	
14	2	
14	9	
14	8	
14	88	
14	9	
14	99	
14		18D
14		to
14		13pu
14		'00
14		21
14		13
14		17
14	31d	
14	to	
14	99pu	
14		12pu
14		88
14		10
14		12
14		6
14		11
14		12
14	88d	
14	88pu	
14	8	
14	45	
14	8	
14	90	
14		43d
14		43pu
14		88
14		10
14		88
14		10
14		6
14		12
14	90D	
14	to	
14	2pu	
14	8	
14	2	
14	45	
14	9	
14	88L	
14	14G	
15		81p
15	13pu	
15	4	
15	21	
15	4	
15	13	
15	17	
15	4l	
15	21g	
16		11p
16	14pu	
16	99	
16	2	
16	14	
16	2	
16	99	
16	9	
16	45g	
17		21obp
17	7pu	
17	13	
17	4	
17	1l	
17	77g	
18		18p
18	14pu	
18	99	
18	14	
18	8	
18	99	
18	9	
18	14	
18	80	
18	8	
18	99	
18	8g	
19		12p
19	4pu	
19	13	
19		61pu
19		19
19		42g
20		45p
20	21PU	
20	18	
21		18obp
21	99pu	
21	2	
21	88	
21	9	
21	2	
21		8pu
21		18
21		14
21		8
21		18
21		27
21		11
21		?VP
21		8
21		25
21		8
21		29
21	99f	14L
21		27
21		8
21		29g
22		43p
22	14PU	
22	2	
22	8	
22	9	
22	45	
22	99	
22	14	
22	99	
22	14	
22	45	
22	8	
22	2g	
23		21p
23	13pu	4f
23	7	
23	21	
23	1	
23	3g	
24		18p
24	99pu	
24	2	
