point	Offense	Defense
1		8P
1	11PU	
1	24	
1	10	
1	2	
1	11	
1	7	
1	13	
1	11	
1	10TD	
1		24PU
1		45
1		31G
2		8P
2	10PU	
2	24	
2	10	
2	2	
2	13	
2	24	
2	7	
2	24	
2	10	
2	24	
2	11	
2	2	
2	7	
2	24	
2	7	
2	24	
2	7	
2	13	
2	6	
2	7	
2	24	
2	6	
2		17PU
2		11
2		18
2		8
2		11
2		7
2		4G
3		33P
3	11pu	
3	7	
3	73	
3	7	
3	6	
3	7	
3	16	
3	7	
3	8	
3	11	
3	8	
3	7	
3	8	
3	16	
3	8	
3	11	
3	88	
3		13d
3		45PU
3		31
3		13
3	7PU	
3	11	
3	6	
3	11	
3	7	
3		33PU
3		31
3		45
3		TO
3		89PU
3		22
3		21
3		98
3		89
3		19
3		89
3		5
3	17D	
3	21pu	
3	16	
3		19pu
3		98
3		89
3		22
3		5
3	88d	
3	88	
3	8	
3	88	
3	5l	
3		89d
3		89
3		98
3		19
3		21f
3	88pu	
3	21	
3	88	
3	8	
3	22	
3	8	
3		19d
3		19PU
3		89
3		22
3		72
3		22
3		98
3		22
3		5
3		72
3		22G
4		8P
4	24PU	
4	2	
4	11	
4	24	
4		24PU
4		11
4		8
4		81L
4		6
4	10D	
4	7PU	
4	24	
4		11d
4		45PU
4		11
4		8
4	11D	
4	11pu	
4		45d
4		45
4	13d	
4	13	
4		24d
4		24
5		88P
5	5PU	
5	22	
5	89	22F
5	8	
5	98	
5	10G	
6		8P
6	10PU	
6	24	
6	7	
6	11	
6	6	
6	10	
6	7	
6	2	
6	24	
6	10	
6	11	
6	10	
6	24	
6	10	
6	24	
6	6	
6	24	
6	10	
6	7	
6	10	
6	2LG	
7		88P
7	89PU	
7	5	
7	89	
7	10	
7		88d
7		88
7		16
7		21
7		8LG
8		88P
8	19PU	
8	89	
8	19	
8	98	
8	89	
8	98	
8	89	
8		8d
8		8
8		4
8		88
8		25L
8		4G
9		88P
9	19PU	
9	5	
9	8	
9		21PU
9		5G
10		88P
10	89PU	
10	5	
10	89	
10	22	
10	21	
10		7PU
10		88
10		8
10		?TO
10		24PU
10		2TD
10	24PU	
10	11	
10	8	
10	7	
10	24	
10	7	
10	24	
10	8	
10	81	
10	4G	
11		8P
11	24PU	
11	10	
11	11	
11	10	
11	11	
11	6	
11	11	
11	6	
11	7	
11		45PU
11		8G
12		8OBP
12	88PU	
12	73	
12	6	
12	73	
12	88	
12	9	
12	16	8F
12	9	
12	88	
12	73	
12	9	
12	73	
12		45PU
12		81
12		45
12		37
12		33
12		8
