point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	11	P		
1	2			19	PU
1	3			6	
1	4			2	
1	5			47	TD
1	6	8	PU		
1	7	29			
1	8	6	G		
2	1	11	P		
2	2			6	PU
2	3			19	
2	4			33	
2	5			6	
2	6			47	
2	7			2	
2	8			81	TD
2	9	14	PU		
2	10	8			
2	11	6			
2	12	29	G		
3	1	13	P		
3	2			15	PU
3	3			6	
3	4			38	
3	5			82	
3	6			10	
3	7			38	
3	8	13	D		
3	9	13	PU		
3	10			15	PU
3	11	1	D		
3	12	1	PU		
3	13	10			
3	14	8			
3	15	13	G		
4	1	11	P		
4	2			26	PU
4	3			19	
4	4			4	
4	5			45	
4	6			19	
4	7			4	
4	8			45	
4	9			33	
4	10	25	HB		
4	11	7	PU		
4	12	11	L		
4	13	21			
4	14	11	G		
5	1	13	P		
5	2			9	PU
5	3			4	
5	4			6	
5	5	5	F		
5	6			10	PU
5	7			6	
5	8	3	D		
5	9	28	PU		
5	10	10			
5	11	28			
5	12	13			
5	13	5			
5	14	13			
5	15	3			
5	16	1			
5	17	28			
5	18	10			
5	19	13			
5	20	5			
5	21	10			
5	22			4	PU
5	23			6	
5	24			38	TD
5	25	10	PU		
5	26	13			
5	27	3	G		
6	1	11	OBP		
6	2			19	PU
6	3			33	
6	4			2	
6	5			19	
6	6			6	
6	7			26	
6	8			6	TD
6	9	4	PU		
6	10	7			
6	11	25			
6	12	29			
6	13	7			
6	14	37			
6	15	4			
6	16	11			
6	17	7			
6	18	21			
6	19	4			
6	20	11			
6	21	7			
6	22	4			
6	23			19	PU
6	24			26	
6	25			33	
6	26			81	TD
6	27	7	PU		
6	28	29			
6	29	7			
6	30	21			
6	31	4	G		
7	1	13	P		
7	2			4	PU
7	3			19	
7	4			10	
7	5			38	
7	6			9	
7	7			10	
7	8	1	D		
7	9	13	PU		
7	10	14			
7	11	8			
7	12			19	D
7	13			19	PU
7	14			38	
7	15			19	
7	16			9	G
8	1	6	P		
8	2			7	PU
8	3			4	
8	4			21	
8	5			7	
8	6			4	
8	7			7	
8	8			29	LG
9	1	13	P		
9	2			15	PU
9	3			19	
9	4	14	D		
10	1	82	P		
10	2			4	PU
10	3			13	
10	4			1	
10	5			64	
10	6			7	
10	7	82	D		
10	8	82	PU		
10	9	47			
10	10	10	TD		
10	11			7	PU
10	12			13	
10	13			21	G
11	1	11	P		
11	2			26	PU
11	3			19	
11	4			6	
11	5			4	
11	6			2	
11	7			26	
11	8	8	D		
11	9	8	PU		
11	10	28			
11	11	10			
11	12	6	LG		
12	1	7	OBP		
12	2			82	PU
12	3			38	
12	4			9	
12	5			45	
12	6			10	
12	7			8	
12	8			47	
12	9			10	
12	10			82	
12	11			10	G
13	1	6	P		
13	2			14	PU
13	3			13	
13	4			64	
13	5	4	SO		
13	6	10	SI		
13	7			1	
13	8			5	
13	9			3	
13	10			8	
13	11			14	
13	12	19	PU		
13	13	6			
13	14	2			
13	15	19	TD		
13	16			8	PU
13	17			13	G
14	1	11	OBP		
14	2			15	PU
14	3			38	
14	4			45	
14	5			10	
14	6			47	
14	7			10	
14	8			38	
14	9			45	LG
15	1	6	P		
15	2			8	PU
15	3			13	
15	4			5	
15	5			1	
15	6			5	
15	7			28	
15	8			3	
15	9			13	
15	10			5	G
16	1	11	P		
16	2			15	PU
16	3			47	
16	4			9	
16	5			8	
16	6			47	
16	7			15	
16	8			10	
16	9			38	
16	10			10	
16	11			15	
16	12			8	TD
16	13	7	PU		
16	14	27			
16	15	10			
16	16	4			
16	17			45	D
16	18			15	PU
16	19			10	
16	20			38	
16	21	11	D		
16	22	11	PU		
16	23	7			
16	24		TO		
16	25	13	PU		
16	26	7			
16	27	13			
16	28	7			
16	29	21	G		
17	1	10	P		
17	2			26	PU
17	3			82	
17	4			4	
17	5			82	
17	6			2	
17	7			82	
17	8			26	
17	9			2	
17	10	10	PU		
17	11	8			
17	12	28			
17	13	29			
17	14	25			
17	15			81	D
17	16			82	PU
17	17			4	
17	18			2	
17	19			81	L
17	20			81	VST
17	21	10	PU		
17	22	8			
17	23	10			
17	24	28			
17	25	10			
17	26	5			
17	27	29			
17	28			82	PU
17	29			6	
17	30			4	
17	31			2	
17	32	29	D		
17	33	10	PU		
17	34	8			
17	35		TO		
17	36	13	PU		
17	37	17			
17	38	1			
17	39	17	TD		
17	40			47	PU
17	41			15	
17	42			8	TD
17	43	13	PU		
17	44	1			
17	45			9	D
17	46			47	PU
17	47			10	
17	48			47	
17	49			10	
17	50			38	PU
17	51	7	F		
17	52			10	
17	53			45	G
18	1	6	P		
18	2			10	PU
18	3			21	
18	4			11	
18	5			29	LG
19	1	11	P		
19	2			19	PU
19	3			6	
19	4			19	
19	5			82	TD
19	6	11	PU		
19	7	10			
19	8	11	TD		
19	9			19	PU
19	10			6	
19	11			19	
19	12			26	
19	13			81	
19	14			19	
19	15	11	F		
19	16			33	
19	17			6	
19	18			4	
19	19			82	
19	20	10	PU		
19	21	14			
19	22	11			
19	23	25	L		
19	24	6			
19	25	28	TD		
19	26			6	PU
19	27			81	
19	28			82	LG
20	1	19	P		
20	2			4	PU
20	3			7	
20	4			4	
20	5			7	
20	6			4	
20	7			7	
20	8			17	
20	9			21	
20	10			7	
20	11			1	
20	12			13	
20	13			4	
20	14			7	TD
20	15	15	PU		
20	16	47			
20	17			17	D
20	18			7	PU
20	19			4	
20	20			13	
20	21			17	G
21	1	11	P		
21	2			6	PU
21	3			19	
21	4			4	
21	5			6	
21	6			4	
21	7			82	
21	8			4	
21	9			19	
21	10	10	D		
21	11	10	SO		
21	12	?	SI		
21	13	13	PU		
21	14	8			
21	15	13			
21	16	37			
21	17	13			
21	18	6			
21	19	37			
21	20	8			
21	21	11	G		
22	1	7	P		
22	2			45	PU
22	3			47	
22	4			10	
22	5			38	
22	6			45	
22	7			15	
22	8	14	PU		
22	9	28			
22	10	14			
22	11	7			
22	12	4			
22	13	7			
22	14	4			
22	15	7			
22	16	4			
22	17	14			
22	18	7			
22	19	4			
22	20	7			
22	21			38	D
22	22			47	PU
22	23			45	
22	24			15	
22	25			8	
22	26			45	
22	27			15	G
23	1	6	P		
23	2			8	PU
23	3			13	
23	4			8	
23	5			64	
23	6			1	
23	7			6	TD
23	8	19	PU		
23	9	26			
23	10			64	D
23	11			13	PU
23	12			1	
23	13			3	
23	14			64	
23	15	6	F		
23	16			8	
23	17			1	
23	18			5	G
24	1	11	P		
24	2			9	PU
24	3			47	
24	4			9	
24	5			38	
24	6			15	
24	7	29	D		
24	8	4	PU		
24	9	10			
24	10	21			
24	11	4			
24	12	11			
24	13	4			
24	14	27			
24	15	10			
24	16	21			
24	17	10			
24	18	4			
24	19	11			
24	20	29	TD		
24	21			47	PU
24	22			10	
24	23			8	
24	24			38	
24	25			10	
24	26			47	
24	27			45	
24	28			47	
24	29			8	
24	30			10	
24	31			15	
24	32			38	F
24	33	4	PU		
24	34	10			
24	35			15	D
24	36			15	PU
25	1	6	P		
25	2			13	PU
25	3			4	
25	4			7	
25	5			4	
25	6			17	
25	7			4	
