point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	12	P		
1	2			41	PU
1	3			19	
1	4			41	
1	5			14	
1	6			47	
1	7			41	
1	8			18	
1	9			4	
1	10			19	
1	11			14	
1	12			19	
1	13			18	
1	14			19	
1	15			47	
1	16	25	PU		
1	17			19	PU
1	18			4	
1	19			19	
1	20			18	TD
1	21	12	PU		
1	22	5			
1	23	31			
1	24	3			
1	25	12			
1	26	4			
1	27	5			
1	28	12			
1	29	3			
1	30	5	TD		
1	31			19	PU
1	32			4	
1	33			47	
1	34			33	
1	35			19	
1	36			47	
1	37			19	
1	38			41	
1	39			33	
1	40			14	
1	41			41	
1	42	3	PU		
1	43	5			
1	44	31			
1	45	5			
1	46	25			
1	47	4			
1	48	25	VTT		
1	49			19	PU
1	50			41	
1	51			4	
1	52			41	
1	53			18	
1	54			41	VTT
1	55	5	PU		
1	56	4			
1	57	3			
1	58	12	LG		
2	1	22	P		
2	2			26	PU
2	3			41	
2	4			14	
2	5			4	
2	6			1	
2	7			81	
2	8			14	
2	9			4	
2	10	1	F		
2	11			26	
2	12			4	
2	13			26	
2	14			47	
2	15	22	D		
2	16	22	PU		
2	17	1			
2	18	27			
2	19	22			
2	20	24			
2	21	22			
2	22	27			
2	23	21			
2	24	24	G		
3	1	12	P		
3	2			13	PU
3	3			10	
3	4			21	
3	5			13	
3	6			10	
3	7			24	
3	8			10	
3	9			5	
3	10			13	G
4	1	13	P		
4	2			8	PU
4	3			88	
4	4			45	
4	5			8	
4	6			2	
4	7			99	
4	8			88	
4	9			9	
4	10			99	
4	11			9	
4	12			8	G
5	1	22	P		
5	2			26	PU
5	3			19	
5	4			4	
5	5			26	
5	6			41	
5	7			14	
5	8			4	
5	9			14	
5	10			4	
5	11			19	
5	12			41	LG
6	1	13	P		
6	2			2	PU
6	3			99	
6	4			8	
6	5			45	
6	6			88	
6	7	82	D		
6	8	82	PU		
6	9	21			
6	10	10			
6	11	21			
6	12	82	G		
7	1	27	P		
7	2			14	PU
7	3			2	
7	4			14	
7	5			8	
7	6			45	
7	7			90	
7	8			14	LG
8	1	12	P		
8	2			4	PU
8	3			19	
8	4			4	
8	5			1	
8	6			33	
8	7			41	
8	8			4	
8	9	3	F		
8	10			41	TD
8	11	12	PU		
8	12	3			
8	13	12			
8	14	5			
8	15	3			
8	16	12			
8	17	7			
8	18	42			
8	19	25			
8	20	12			
8	21	3			
8	22	5			
8	23	31			
9	1	21	P		
9	2			14	PU
9	3			99	
9	4			9	L
9	5			99	
9	6			14	
9	7			99	G
10	1	21	P		
10	2			4	PU
10	3			19	
10	4	17	D		
