poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	wdcCT-88		O-CTH	wdcCT-99	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-8	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	wdcCT-8		O-CTH	wdcCT-99	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-8	TRUE	compl
1	1	1	6	7	ao	0	O-CTH	wdcCT-8		O-CTH	wdcCT-88	TRUE	compl
1	1	1	7	8	ao	0	O-CTH	wdcCT-88		O-CTH	wdcCT-9	TRUE	compl
1	1	1	8	9	ao	0	O-CTH	wdcCT-9		O-CTH	wdcCT-45	TRUE	compl
1	1	1	9	10	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-8	TRUE	compl
1	1	1	10	11	ao	0	O-CTH	wdcCT-8		O-TD	wdcCT-88	TRUE	drop
2	2	1	12	13	ao	0	O-PU	bosWC-18		O-CTH	bosWC-12	TRUE	compl
2	2	1	13	14	ao	0	O-CTH	bosWC-12		O-CTH	bosWC-5	TRUE	compl
2	2	1	14	15	ao	0	O-CTH	bosWC-5		O-CTH	bosWC-18	TRUE	compl
2	2	1	15	16	ao	0	O-CTH	bosWC-18		D-D	wdcCT-8	TRUE	defd
3	3	1	17	18	ao	0	O-PU	wdcCT-99		O-CTH	wdcCT-90	TRUE	compl
3	3	1	18	19	ao	0	O-CTH	wdcCT-90		O-CTH	wdcCT-99	TRUE	compl
3	3	1	19	20	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-88	TRUE	compl
3	3	1	20	21	ao	0	O-CTH	wdcCT-88		O-CTH	wdcCT-2	TRUE	compl
3	3	1	21	22	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-45	TRUE	compl
3	3	1	22	23	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-99	TRUE	compl
3	3	1	23	24	ao	0	O-CTH	wdcCT-99		D-D	bosWC-25	TRUE	defd
4	4	1	25	26	ao	0	O-PU	bosWC-12		D-D	wdcCT-99	TRUE	defd
5	5	1	27	28	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-90	TRUE	compl
5	5	1	28	29	ao	0	O-CTH	wdcCT-90		O-CTH	wdcCT-2	TRUE	compl
5	5	1	29	30	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-45	TRUE	compl
5	5	1	30	31	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-2	TRUE	compl
5	5	1	31	33	ao	1	O-CTH	wdcCT-2	D-F	D-D	bosWC-12	TRUE	defd
6	6	1	34	35	ao	0	O-PU	bosWC-12		O-OV	bosWC-12	TRUE	nopass
7	7	1	36	37	ao	0	O-PU	wdcCT-99		O-G	wdcCT-90	TRUE	compl
8	1	2	2	3	ao	0	O-PU	bosWC-7		O-CTH	bosWC-21	TRUE	compl
8	1	2	3	4	ao	0	O-CTH	bosWC-21		O-CTH	bosWC-77	TRUE	compl
8	1	2	4	5	ao	0	O-CTH	bosWC-77		O-CTH	bosWC-1	TRUE	compl
8	1	2	5	6	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-17	TRUE	compl
8	1	2	6	7	ao	0	O-CTH	bosWC-17		O-TD	bosWC-7	TRUE	drop
9	2	2	8	9	ao	0	O-PU	wdcCT-12		O-CTH	wdcCT-32	TRUE	compl
9	2	2	9	10	ao	0	O-CTH	wdcCT-32		O-CTH	wdcCT-22	TRUE	compl
9	2	2	10	11	ao	0	O-CTH	wdcCT-22		O-G	wdcCT-19	TRUE	compl
10	1	3	2	3	ao	0	O-PU	bosWC-13		O-CTH	bosWC-7	TRUE	compl
10	1	3	3	4	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-21	TRUE	compl
10	1	3	4	5	ao	0	O-CTH	bosWC-21		O-CTH	bosWC-7	TRUE	compl
10	1	3	5	6	ao	0	O-CTH	bosWC-7		O-G	bosWC-64	TRUE	compl
11	1	4	2	3	ao	0	O-PU	wdcCT-14		O-CTH	wdcCT-2	TRUE	compl
11	1	4	3	4	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-45	TRUE	compl
11	1	4	4	5	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-2	TRUE	compl
11	1	4	5	6	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-14	TRUE	compl
11	1	4	6	7	ao	0	O-CTH	wdcCT-14		O-CTH	wdcCT-9	TRUE	compl
11	1	4	7	8	ao	0	O-CTH	wdcCT-9		O-CTH	wdcCT-2	TRUE	compl
11	1	4	8	9	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-14	TRUE	compl
11	1	4	9	10	ao	0	O-CTH	wdcCT-14		O-CTH	wdcCT-8	TRUE	compl
11	1	4	10	11	ao	0	O-CTH	wdcCT-8		O-CTH	wdcCT-45	TRUE	compl
11	1	4	11	12	ao	0	O-CTH	wdcCT-45		O-G	wdcCT-2	TRUE	compl
12	1	5	2	3	ao	0	O-PU	bosWC-5		O-CTH	bosWC-1	TRUE	compl
12	1	5	3	4	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-13	TRUE	compl
12	1	5	4	5	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-77	TRUE	compl
12	1	5	5	6	ao	0	O-CTH	bosWC-77		O-CTH	bosWC-1	TRUE	compl
12	1	5	6	7	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-7	TRUE	compl
12	1	5	7	8	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-1	TRUE	compl
12	1	5	8	9	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-7	TRUE	compl
12	1	5	9	10	ao	0	O-CTH	bosWC-7		O-G	bosWC-13	TRUE	compl
13	1	6	2	3	ao	0	O-PU	wdcCT-2		O-CTH	wdcCT-99	TRUE	compl
13	1	6	3	4	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-14	TRUE	compl
13	1	6	4	4	an	-1	O-CTH	wdcCT-14		NA	wdcCT-14	TRUE	taway
14	2	6	5	6	ao	0	O-PU	bosWC-12		O-CTH	bosWC-88	TRUE	compl
14	2	6	6	7	ao	0	O-CTH	bosWC-88		O-CTH	bosWC-29	TRUE	compl
14	2	6	7	8	ao	0	O-CTH	bosWC-29		O-CTH	bosWC-6	TRUE	compl
14	2	6	8	9	ao	0	O-CTH	bosWC-6		D-D	wdcCT-2	TRUE	defd
15	3	6	10	11	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-14	TRUE	compl
15	3	6	11	12	ao	0	O-CTH	wdcCT-14		O-CTH	wdcCT-99	TRUE	compl
15	3	6	12	13	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-88	TRUE	compl
15	3	6	13	14	ao	0	O-CTH	wdcCT-88		O-CTH	wdcCT-45	TRUE	compl
15	3	6	14	15	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-99	TRUE	compl
