poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	nykRM-19		O-CTH	nykRM-6	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-19	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-22	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-19	TRUE	compl
1	1	1	6	7	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-44	TRUE	compl
1	1	1	7	8	ao	0	O-CTH	nykRM-44		O-CTH	nykRM-6	TRUE	compl
1	1	1	8	9	ao	0	O-CTH	nykRM-6		O-G	nykRM-22	TRUE	compl
2	1	2	2	3	ao	0	O-PU	bosWC-00		O-CTH	bosWC-13	TRUE	compl
2	1	2	3	4	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-77	TRUE	compl
2	1	2	4	5	ao	0	O-CTH	bosWC-77		O-CTH	bosWC-21	TRUE	compl
2	1	2	5	6	ao	0	O-CTH	bosWC-21		O-CTH	bosWC-00	TRUE	compl
2	1	2	6	7	ao	0	O-CTH	bosWC-00		O-CTH	bosWC-7	TRUE	compl
2	1	2	7	8	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-77	TRUE	compl
2	1	2	8	9	ao	0	O-CTH	bosWC-77		D-D	nykRM-21	TRUE	defd
3	2	2	10	11	ao	0	O-PU	nykRM-21		O-CTH	nykRM-5	TRUE	compl
3	2	2	11	12	ao	0	O-CTH	nykRM-5		O-CTH	nykRM-81	TRUE	compl
3	2	2	12	13	ao	0	O-CTH	nykRM-81		O-CTH	nykRM-21	TRUE	compl
3	2	2	13	14	ao	0	O-CTH	nykRM-21		O-CTH	nykRM-5	TRUE	compl
3	2	2	14	15	ao	0	O-CTH	nykRM-5		O-CTH	nykRM-13	TRUE	compl
3	2	2	15	15	an	-1	O-CTH	nykRM-13		NA	nykRM-13	TRUE	taway
4	3	2	16	17	ao	0	O-PU	bosWC-13		O-CTH	bosWC-3	TRUE	compl
4	3	2	17	18	ao	0	O-CTH	bosWC-3		O-CTH	bosWC-21	TRUE	compl
4	3	2	18	19	ao	0	O-CTH	bosWC-21		O-CTH	bosWC-00	TRUE	compl
4	3	2	19	20	ao	0	O-CTH	bosWC-00		O-CTH	bosWC-13	TRUE	compl
4	3	2	20	21	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-77	TRUE	compl
