point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	1	P		
1	2			00	PU
1	3			13	
1	4			1	
1	5			64	
1	6			13	
1	7			9	
1	8			1	
1	9			9	G
2	1	43	P		
2	2			13	PU
2	3			7	
2	4			42	
2	5			7	
2	6			13	
2	7			7	
2	8			13	
2	9			27	
2	10	12	PU		
2	11	14			
2	12	27			
2	13	29			
2	14	43			
2	15	29			
2	16	27	G		
3	1	18	P		
3	2			4	PU
3	3			38	
3	4			20	
3	5			42	
3	6			25	
3	7			38	
3	8			20	
3	9			3	
3	10			42	
3	11			4	G
4	1	1	P		
4	2			44	PU
4	3			13	
4	4			21	LG
5	1	43	P		
5	2			7	PU
5	3			13	
5	4			23	
5	5			27	
5	6			25	
5	7			14	
5	8			25	
5	9				TO
5	10			7	PU
5	11			25	
5	12			13	G
6	1	20	P		
6	2			00	PU
6	3			13	
6	4			1	
6	5			21	
6	6			13	
6	7			1	
6	8			9	G
7	1	18	P		
7	2			7	PU
7	3			13	
7	4			27	
7	5			13	
7	6			25	
7	7			7	
7	8			25	
7	9			23	
7	10			7	
7	11	12	D		
7	12	12	PU		
7	13	6	G		
8	1	43	P		
8	2			33	PU
8	3			38	
8	4			33	
8	5			42	
8	6			38	
8	7			33	
8	8			23	
8	9			38	
8	10			42	
8	11			3	G
9	1	6	P		
9	2			44	PU
9	3			13	
9	4			00	
9	5			21	
9	6			00	
9	7			13	
9	8			00	
9	9			21	
9	10			1	
9	11			13	
9	12	21	F		
9	13			21	G
10	1	43	P		
10	2			7	PU
10	3			13	
10	4			7	
10	5	25	F		
10	6			25	
10	7			13	
10	8			27	LG
11	1	20	P		
11	2			00	PU
11	3			13	
11	4			1	
11	5			21	
11	6			00	
11	7			44	
11	8			21	
11	9			13	
11	10			00	
11	11			44	
11	12			1	G
12	1	18	P		
12	2			13	PU
12	3			7	
12	4			25	
12	5			27	
12	6			42	
12	7			27	
12	8			23	TD
12	9	12	PU		
12	10	11			
12	11	18			
12	12			25	PU
12	13			13	
12	14			7	
12	15			27	
12	16			23	L
12	17			14	G
13	1	1	P		
13	2			00	PU
13	3			13	
13	4			1	L
13	5			44	
13	6			1	
13	7			44	G
14	1	43	P		
14	2			20	PU
14	3			7	
14	4			25	
14	5			27	
14	6			14	
14	7			27	
14	8			7	
14	9			20	
14	10			7	
14	11			20	
14	12			23	
14	13			20	
14	14			7	
14	15			14	
14	16			27	
14	17			20	
14	18			25	G
15	1	3	P		
15	2			00	PU
15	3			13	
15	4			1	
15	5		TO		
15	6	13	PU		
15	7	25			
15	8				TO
15	9			13	PU
15	10			1	
15	11			00	
15	12	31	D		
16	1	18	P		
16	2			7	PU
16	3			13	
16	4			27	
16	5			7	
16	6			14	
16	7			42	
16	8			8	
16	9			7	
16	10			13	
16	11			42	
