game	player	points	goals	assists	Ds
2014-06-14_nykRM-at-wdcCT	nykRM-6-mazur	4	3	1	1
2014-06-14_nykRM-at-wdcCT	nykRM-1-kuzmowycz	4	1	3	2
2014-06-14_nykRM-at-wdcCT	nykRM-81-murray	3	2	1	1
2014-06-14_nykRM-at-wdcCT	nykRM-18-yz	3	2	1	0
2014-06-14_nykRM-at-wdcCT	nykRM-33-herman	3	2	1	0
2014-06-14_nykRM-at-wdcCT	nykRM-14-vuckovich	3	1	2	1
2014-06-14_nykRM-at-wdcCT	nykRM-82-brownlee	2	1	1	1
2014-06-14_nykRM-at-wdcCT	nykRM-19-saul	2	0	2	0
2014-06-14_nykRM-at-wdcCT	nykRM-21-anderson	2	0	2	0
2014-06-14_nykRM-at-wdcCT	nykRM-26-bosco	1	1	0	0
2014-06-14_nykRM-at-wdcCT	nykRM-4-hennessy	1	1	0	0
2014-06-14_nykRM-at-wdcCT	nykRM-47-murphy	1	1	0	0
2014-06-14_nykRM-at-wdcCT	nykRM-15-baum	1	0	1	0
2014-06-14_nykRM-at-wdcCT	nykRM-27-wilson	0	0	0	2
2014-06-14_nykRM-at-wdcCT	nykRM-24-glatt	0	0	0	1
2014-06-14_nykRM-at-wdcCT	nykRM-89-mieser	0	0	0	1
2014-06-14_nykRM-at-wdcCT	nykRM-9-walter	0	0	0	1
2014-06-14_nykRM-at-wdcCT	wdcCT-45-wodatch	5	1	4	0
2014-06-14_nykRM-at-wdcCT	wdcCT-9-doi	4	3	1	0
2014-06-14_nykRM-at-wdcCT	wdcCT-14-blake	4	1	3	0
2014-06-14_nykRM-at-wdcCT	wdcCT-90-shofner	3	2	1	1
2014-06-14_nykRM-at-wdcCT	wdcCT-32-peters	3	1	2	0
2014-06-14_nykRM-at-wdcCT	wdcCT-4-johnson	2	2	0	3
2014-06-14_nykRM-at-wdcCT	wdcCT-8-prial	2	2	0	2
2014-06-14_nykRM-at-wdcCT	wdcCT-1-kantor	2	1	1	2
2014-06-14_nykRM-at-wdcCT	wdcCT-2-keegan	2	1	1	0
2014-06-14_nykRM-at-wdcCT	wdcCT-6-gordon	2	1	1	0
2014-06-14_nykRM-at-wdcCT	wdcCT-20-poole	2	0	2	0
2014-06-14_nykRM-at-wdcCT	wdcCT-99-kolick	2	0	2	0
2014-06-14_nykRM-at-wdcCT	wdcCT-31-cobb	1	1	0	1
2014-06-14_nykRM-at-wdcCT	wdcCT-17-miner	1	1	0	0
2014-06-14_nykRM-at-wdcCT	wdcCT-21-dulabon	1	1	0	0
2014-06-14_nykRM-at-wdcCT	wdcCT-27-johnston	1	1	0	0
2014-06-14_nykRM-at-wdcCT	wdcCT-80-grabowski	1	1	0	0
2014-06-14_nykRM-at-wdcCT	wdcCT-88-oung	1	1	0	0
2014-06-14_nykRM-at-wdcCT	wdcCT-3-fickley	1	0	1	2
2014-06-14_nykRM-at-wdcCT	wdcCT-7-boylan-kolchin	1	0	1	1
2014-06-14_nykRM-at-wdcCT	wdcCT-22-marshall	1	0	1	0
2014-06-14_nykRM-at-wdcCT	wdcCT-61-salmi	0	0	0	1
