game	player	points	goals	assists	Ds
2014-06-21_wdcCT-at-phlSP	phlSP-3-earles	8	4	4	0
2014-06-21_wdcCT-at-phlSP	phlSP-42-ranii-dropcho	6	2	4	1
2014-06-21_wdcCT-at-phlSP	phlSP-11-esser	5	4	1	1
2014-06-21_wdcCT-at-phlSP	phlSP-76-dillon	3	0	3	0
2014-06-21_wdcCT-at-phlSP	phlSP-16-shull	2	2	0	1
2014-06-21_wdcCT-at-phlSP	phlSP-2-colton	2	1	1	1
2014-06-21_wdcCT-at-phlSP	phlSP-22-paparone	2	1	1	0
2014-06-21_wdcCT-at-phlSP	phlSP-23-thorne	2	1	1	0
2014-06-21_wdcCT-at-phlSP	phlSP-25-katzenbach	2	1	1	0
2014-06-21_wdcCT-at-phlSP	phlSP-13-brandolph	2	0	2	0
2014-06-21_wdcCT-at-phlSP	phlSP-10-casey	1	1	0	0
2014-06-21_wdcCT-at-phlSP	phlSP-31-lindsey	1	1	0	0
2014-06-21_wdcCT-at-phlSP	phlSP-7-hirannet	1	1	0	0
2014-06-21_wdcCT-at-phlSP	phlSP-64-brasz	1	0	1	0
2014-06-21_wdcCT-at-phlSP	phlSP-6-chou	0	0	0	2
2014-06-21_wdcCT-at-phlSP	phlSP-1-peters	0	0	0	1
2014-06-21_wdcCT-at-phlSP	wdcCT-99-kolick	5	3	2	2
2014-06-21_wdcCT-at-phlSP	wdcCT-90-shofner	5	1	4	2
2014-06-21_wdcCT-at-phlSP	wdcCT-5-cranston	4	2	2	0
2014-06-21_wdcCT-at-phlSP	wdcCT-61-salmi	3	1	2	0
2014-06-21_wdcCT-at-phlSP	wdcCT-42-gibson	2	2	0	1
2014-06-21_wdcCT-at-phlSP	wdcCT-1-kantor	2	2	0	0
2014-06-21_wdcCT-at-phlSP	wdcCT-19-maloney	2	1	1	1
2014-06-21_wdcCT-at-phlSP	wdcCT-2-keegan	2	1	1	0
2014-06-21_wdcCT-at-phlSP	wdcCT-20-poole	2	1	1	0
2014-06-21_wdcCT-at-phlSP	wdcCT-31-cobb	2	1	1	0
2014-06-21_wdcCT-at-phlSP	wdcCT-9-doi	2	1	1	0
2014-06-21_wdcCT-at-phlSP	wdcCT-14-blake	2	0	2	1
2014-06-21_wdcCT-at-phlSP	wdcCT-3-fickley	2	0	2	0
2014-06-21_wdcCT-at-phlSP	wdcCT-4-johnson	1	1	0	1
2014-06-21_wdcCT-at-phlSP	wdcCT-45-wodatch	1	1	0	1
2014-06-21_wdcCT-at-phlSP	wdcCT-17-miner	1	1	0	0
2014-06-21_wdcCT-at-phlSP	wdcCT-7-boylan-kolchin	1	1	0	0
2014-06-21_wdcCT-at-phlSP	wdcCT-80-grabowski	1	1	0	0
2014-06-21_wdcCT-at-phlSP	wdcCT-88-oung	1	0	1	3
2014-06-21_wdcCT-at-phlSP	wdcCT-12-bellinger	1	0	1	0
2014-06-21_wdcCT-at-phlSP	wdcCT-23-tsai	0	0	0	1
