point	pullTeam	recvTeam	event	pullNum	pullCode	recvNum	recvCode	scorTeam
1	vanNH	sfoDF	1	8	P			vanNH
1	vanNH	sfoDF	2			34	PU	vanNH
1	vanNH	sfoDF	3			83		vanNH
1	vanNH	sfoDF	4			34		vanNH
1	vanNH	sfoDF	5	27	D			vanNH
1	vanNH	sfoDF	6	45	PU			vanNH
1	vanNH	sfoDF	7	8				vanNH
1	vanNH	sfoDF	8			34	HB	vanNH
1	vanNH	sfoDF	9			83	PU	vanNH
1	vanNH	sfoDF	10			24		vanNH
1	vanNH	sfoDF	11			23	TD	vanNH
1	vanNH	sfoDF	12	81	PU			vanNH
1	vanNH	sfoDF	13	27				vanNH
1	vanNH	sfoDF	14	24				vanNH
1	vanNH	sfoDF	15	81				vanNH
1	vanNH	sfoDF	16	45				vanNH
1	vanNH	sfoDF	17	27				vanNH
1	vanNH	sfoDF	18	24				vanNH
1	vanNH	sfoDF	19	39	A			vanNH
1	vanNH	sfoDF	20	81	G			vanNH
2	vanNH	sfoDF	1	33	P			sfoDF
2	vanNH	sfoDF	2			5	PU	sfoDF
2	vanNH	sfoDF	3			8		sfoDF
2	vanNH	sfoDF	4			34	A	sfoDF
2	vanNH	sfoDF	5			3	G	sfoDF
3	sfoDF	vanNH	1	46	P			vanNH
3	sfoDF	vanNH	2			89	PU	vanNH
3	sfoDF	vanNH	3			5		vanNH
3	sfoDF	vanNH	4			22		vanNH
3	sfoDF	vanNH	5			21		vanNH
3	sfoDF	vanNH	6			98		vanNH
3	sfoDF	vanNH	7	16	PU			vanNH
3	sfoDF	vanNH	8	85				vanNH
3	sfoDF	vanNH	9	17	TD			vanNH
3	sfoDF	vanNH	10			5	PU	vanNH
3	sfoDF	vanNH	11			22	A	vanNH
3	sfoDF	vanNH	12			91	G	vanNH
4	vanNH	sfoDF	1	8	P			vanNH
4	vanNH	sfoDF	2			88	PU	vanNH
4	vanNH	sfoDF	3			1		vanNH
4	vanNH	sfoDF	4	8	D			vanNH
4	vanNH	sfoDF	5	8				vanNH
4	vanNH	sfoDF	6			13	PU	vanNH
4	vanNH	sfoDF	7			11	TD	vanNH
4	vanNH	sfoDF	8	24	PU			vanNH
4	vanNH	sfoDF	9	81				vanNH
4	vanNH	sfoDF	10	8				vanNH
4	vanNH	sfoDF	11	27				vanNH
4	vanNH	sfoDF	12	45				vanNH
4	vanNH	sfoDF	13	39	TD			vanNH
4	vanNH	sfoDF	14			34	PU	vanNH
4	vanNH	sfoDF	15			13		vanNH
4	vanNH	sfoDF	16			34		vanNH
4	vanNH	sfoDF	17			88		vanNH
4	vanNH	sfoDF	18			34		vanNH
4	vanNH	sfoDF	19	27	D			vanNH
4	vanNH	sfoDF	20	24	PU			vanNH
4	vanNH	sfoDF	21	8	VTT			vanNH
4	vanNH	sfoDF	22			34	PU	vanNH
4	vanNH	sfoDF	23			88		vanNH
4	vanNH	sfoDF	24	8	TO			vanNH
4	vanNH	sfoDF	25	91	PU			vanNH
4	vanNH	sfoDF	26	98	L			vanNH
4	vanNH	sfoDF	27	19				vanNH
4	vanNH	sfoDF	28	89				vanNH
4	vanNH	sfoDF	29	72				vanNH
4	vanNH	sfoDF	30	89				vanNH
4	vanNH	sfoDF	31	21	A			vanNH
4	vanNH	sfoDF	32	72	G			vanNH
5	vanNH	sfoDF	1	8	P			vanNH
5	vanNH	sfoDF	2			5	PU	vanNH
5	vanNH	sfoDF	3			34		vanNH
5	vanNH	sfoDF	4	75	PU			vanNH
5	vanNH	sfoDF	5	8				vanNH
5	vanNH	sfoDF	6	24				vanNH
5	vanNH	sfoDF	7	4	L			vanNH
5	vanNH	sfoDF	8	8	A			vanNH
5	vanNH	sfoDF	9	14	G			vanNH
6	vanNH	sfoDF	1	33	P			sfoDF
6	vanNH	sfoDF	2			25	PU	sfoDF
6	vanNH	sfoDF	3			46		sfoDF
6	vanNH	sfoDF	4			25		sfoDF
6	vanNH	sfoDF	5			85		sfoDF
6	vanNH	sfoDF	6			2		sfoDF
6	vanNH	sfoDF	7			25		sfoDF
6	vanNH	sfoDF	8			46		sfoDF
6	vanNH	sfoDF	9			25		sfoDF
6	vanNH	sfoDF	10			17		sfoDF
6	vanNH	sfoDF	11			85	A	sfoDF
6	vanNH	sfoDF	12			1	G	sfoDF
7	sfoDF	vanNH	1	16	P			sfoDF
7	sfoDF	vanNH	2			5	PU	sfoDF
7	sfoDF	vanNH	3			89		sfoDF
7	sfoDF	vanNH	4			22		sfoDF
7	sfoDF	vanNH	5			21		sfoDF
7	sfoDF	vanNH	6			72	TD	sfoDF
7	sfoDF	vanNH	7	16	PU			sfoDF
7	sfoDF	vanNH	8	85				sfoDF
7	sfoDF	vanNH	9	1				sfoDF
7	sfoDF	vanNH	10	7				sfoDF
7	sfoDF	vanNH	11			22	D	sfoDF
7	sfoDF	vanNH	12			21	PU	sfoDF
7	sfoDF	vanNH	13			21		sfoDF
