game	player	points	goals	assists	Ds
2014-04-26_vanNH-at-seaRM	seaRM-6-trytiak	6	2	4	0
2014-04-26_vanNH-at-seaRM	seaRM-99-el-salaam	5	4	1	1
2014-04-26_vanNH-at-seaRM	seaRM-21-phan	5	0	5	0
2014-04-26_vanNH-at-seaRM	seaRM-48-clark	4	4	0	0
2014-04-26_vanNH-at-seaRM	seaRM-3-o'brien	4	0	4	2
2014-04-26_vanNH-at-seaRM	seaRM-9-harkness	3	3	0	3
2014-04-26_vanNH-at-seaRM	seaRM-23-sliva	2	2	0	0
2014-04-26_vanNH-at-seaRM	seaRM-35-koss	2	1	1	2
2014-04-26_vanNH-at-seaRM	seaRM-17-zemel	2	0	2	1
2014-04-26_vanNH-at-seaRM	seaRM-2-bubernak	1	1	0	1
2014-04-26_vanNH-at-seaRM	seaRM-24-duffel	1	1	0	0
2014-04-26_vanNH-at-seaRM	seaRM-25-rosatto	1	1	0	0
2014-04-26_vanNH-at-seaRM	seaRM-51-entz	1	1	0	0
2014-04-26_vanNH-at-seaRM	seaRM-20-simon	1	0	1	1
2014-04-26_vanNH-at-seaRM	seaRM-29-feeley	1	0	1	1
2014-04-26_vanNH-at-seaRM	seaRM-4-schneider	1	0	1	0
2014-04-26_vanNH-at-seaRM	seaRM-00-rupp	0	0	0	1
2014-04-26_vanNH-at-seaRM	seaRM-13-sewell	0	0	0	1
2014-04-26_vanNH-at-seaRM	vanNH-98-wong	6	4	2	0
2014-04-26_vanNH-at-seaRM	vanNH-13-tessarolo	3	1	2	0
2014-04-26_vanNH-at-seaRM	vanNH-8-hibbert	3	1	2	0
2014-04-26_vanNH-at-seaRM	vanNH-91-savage	3	0	3	0
2014-04-26_vanNH-at-seaRM	vanNH-22-berezan	2	2	0	0
2014-04-26_vanNH-at-seaRM	vanNH-45-cowan	2	1	1	1
2014-04-26_vanNH-at-seaRM	vanNH-89-underhill	2	1	1	1
2014-04-26_vanNH-at-seaRM	vanNH-21-loach	2	1	1	0
2014-04-26_vanNH-at-seaRM	vanNH-5-norris	2	1	1	0
2014-04-26_vanNH-at-seaRM	vanNH-72-leduc	2	1	1	0
2014-04-26_vanNH-at-seaRM	vanNH-10-chatha	1	1	0	0
2014-04-26_vanNH-at-seaRM	vanNH-81-tejpar	1	1	0	0
2014-04-26_vanNH-at-seaRM	vanNH-18-menzies	1	0	1	1
2014-04-26_vanNH-at-seaRM	vanNH-14-eyrich	0	0	0	1
2014-04-26_vanNH-at-seaRM	vanNH-27-davis	0	0	0	1
2014-04-26_vanNH-at-seaRM	vanNH-33-collins	0	0	0	1
