point	Pulling.team	Period	Clock.before.point	Clock.after.point
1	Philadelphia Spinners	1	10:00:00	9:34:00
2	Boston Whitecaps	1	9:34:00	9:05:00
3	Philadelphia Spinners	1	9:05:00	8:17:00
4	Boston Whitecaps	1	8:17:00	8:03:00
5	Philadelphia Spinners	1	8:03:00	7:41:00
6	Boston Whitecaps	1	7:41:00	7:12:00
7	Philadelphia Spinners	1	7:12:00	6:49:00
8	Boston Whitecaps	1	6:49:00	5:49:00
9	Philadelphia Spinners	1	5:49:00	5:18:00
10	Boston Whitecaps	1	5:18:00	4:20:00
11	Boston Whitecaps	1	4:20:00	4:06:00
12	Boston Whitecaps	1	4:06:00	2:56:00
13	Philadelphia Spinners	1	2:56:00	2:29:00
14	Boston Whitecaps	1	2:29:00	2:06:00
15	Philadelphia Spinners	1	2:06:00	1:37:00
16	Boston Whitecaps	1	1:37:00	1:03:00
17	Philadelphia Spinners	1	1:03:00	0:18:00
18	Boston Whitecaps	1	0:18:00	0:06:00
19	Philadelphia Spinners	1	0:06:00	0:00:00
20	Boston Whitecaps	2	10:00:00	8:42:00
21	Philadelphia Spinners	2	8:42:00	8:15:00
22	Boston Whitecaps	2	8:15:00	7:42:00
23	Philadelphia Spinners	2	7:42:00	7:10:00
24	Philadelphia Spinners	2	7:10:00	4:42:00
25	Boston Whitecaps	2	4:42:00	3:25:00
26	Philadelphia Spinners	2	3:25:00	2:08:00
27	Philadelphia Spinners	2	2:08:00	1:12:00
28	Boston Whitecaps	2	1:12:00	0:00:00
29	Philadelphia Spinners	3	10:00:00	9:26:00
30	Philadelphia Spinners	3	9:26:00	9:04:00
31	Boston Whitecaps	3	9:04:00	7:23:00
32	Boston Whitecaps	3	7:23:00	6:33:00
33	Philadelphia Spinners	3	6:33:00	6:19:00
34	Boston Whitecaps	3	6:19:00	5:51:00
35	Philadelphia Spinners	3	5:51:00	4:50:00
36	Philadelphia Spinners	3	4:50:00	4:24:00
37	Boston Whitecaps	3	4:24:00	3:17:00
38	Boston Whitecaps	3	3:17:00	2:37:00
39	Philadelphia Spinners	3	2:37:00	2:08:00
40	Boston Whitecaps	3	2:08:00	1:47:00
41	Philadelphia Spinners	3	1:47:00	0:17:00
42	Philadelphia Spinners	3	0:17:00	0:00:00
43	Boston Whitecaps	4	10:00:00	7:50:00
44	Philadelphia Spinners	4	7:50:00	7:20:00
45	Boston Whitecaps	4	7:20:00	7:01:00
46	Philadelphia Spinners	4	7:01:00	5:01:00
47	Boston Whitecaps	4	5:01:00	4:23:00
48	Philadelphia Spinners	4	4:23:00	3:55:00
49	Boston Whitecaps	4	3:55:00	2:51:00
50	Philadelphia Spinners	4	2:51:00	2:25:00
51	Boston Whitecaps	4	2:25:00	1:49:00
52	Philadelphia Spinners	4	1:49:00	1:41:00
53	Boston Whitecaps	4	1:41:00	0:30:00
54	Philadelphia Spinners	4	0:30:00	0:16:00
55	Boston Whitecaps	4	0:16:00	0:00:00
