game	player	points	goals	assists	Ds
2014-06-28_vanNH-at-pdxST	pdxST-8-Davis	3	1	2	2
2014-06-28_vanNH-at-pdxST	pdxST-88-Suppnick	3	1	2	2
2014-06-28_vanNH-at-pdxST	pdxST-10-Strout	3	1	2	1
2014-06-28_vanNH-at-pdxST	pdxST-21-McGinn	3	1	2	0
2014-06-28_vanNH-at-pdxST	pdxST-16-Burton	3	0	3	0
2014-06-28_vanNH-at-pdxST	pdxST-13-Perston	2	2	0	1
2014-06-28_vanNH-at-pdxST	pdxST-4-Blackman	2	2	0	0
2014-06-28_vanNH-at-pdxST	pdxST-5-Woodside	2	2	0	0
2014-06-28_vanNH-at-pdxST	pdxST-6-Bjorklund	2	2	0	0
2014-06-28_vanNH-at-pdxST	pdxST-2-Allison-Hall	1	1	0	0
2014-06-28_vanNH-at-pdxST	pdxST-25-Meinershagen	1	0	1	0
2014-06-28_vanNH-at-pdxST	pdxST-7-Friedman	1	0	1	0
2014-06-28_vanNH-at-pdxST	pdxST-11-Kenton	0	0	0	1
2014-06-28_vanNH-at-pdxST	pdxST-17-Hayes	0	0	0	1
2014-06-28_vanNH-at-pdxST	pdxST-22-Cole	0	0	0	1
2014-06-28_vanNH-at-pdxST	vanNH-10-chatha	4	2	2	0
2014-06-28_vanNH-at-pdxST	vanNH-4-doyle	3	3	0	0
2014-06-28_vanNH-at-pdxST	vanNH-98-wong	3	2	1	0
2014-06-28_vanNH-at-pdxST	vanNH-11-greer	2	2	0	2
2014-06-28_vanNH-at-pdxST	vanNH-22-berezan	2	2	0	0
2014-06-28_vanNH-at-pdxST	vanNH-8-hibbert	2	1	1	1
2014-06-28_vanNH-at-pdxST	vanNH-45-cowan	2	0	2	1
2014-06-28_vanNH-at-pdxST	vanNH-5-norris	2	0	2	0
2014-06-28_vanNH-at-pdxST	vanNH-89-underhill	1	1	0	1
2014-06-28_vanNH-at-pdxST	vanNH-31-saito	1	1	0	0
2014-06-28_vanNH-at-pdxST	vanNH-24-yu	1	0	1	2
2014-06-28_vanNH-at-pdxST	vanNH-19-knapp	1	0	1	1
2014-06-28_vanNH-at-pdxST	vanNH-27-davis	1	0	1	0
2014-06-28_vanNH-at-pdxST	vanNH-7-dandurand	1	0	1	0
2014-06-28_vanNH-at-pdxST	vanNH-72-leduc	1	0	1	0
2014-06-28_vanNH-at-pdxST	vanNH-81-tejpar	1	0	1	0
2014-06-28_vanNH-at-pdxST	vanNH-13-tessarolo	0	0	0	2
