point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	18	P		
1	2			88	PU
1	3			99	
1	4			8	
1	5			99	
1	6			8	
1	7			88	
1	8			9	
1	9			45	
1	10			8	
1	11			88	TD
1	12	18	PU		
1	13	12			
1	14	5			
1	15	18			
1	16			8	D
1	17			99	PU
1	18			90	
1	19			99	
1	20			88	
1	21			2	
1	22			45	
1	23			99	
1	24	25	D		
1	25	12	PU		
1	26			99	D
1	27			99	
1	28			90	
1	29			2	
1	30			45	
1	31			2	
1	32	5	F		
1	33	12	D		
1	34	12	PU		
1	35	12	VST		
1	36			99	PU
1	37			90	G
2	1	22	P		
2	2			7	PU
2	3			21	
2	4			77	
2	5			1	
2	6			17	
2	7			7	TD
2	8	12	PU		
2	9	32			
2	10	22			
2	11	19	G		
3	1	21	P		
3	2			13	PU
3	3			7	
3	4			21	
3	5			7	
3	6			64	LG
4	1	18	P		
4	2			14	PU
4	3			2	
4	4			45	
4	5			2	
4	6			14	
4	7			9	
4	8			2	
4	9			14	
4	10			8	
4	11			45	L
4	12			2	G
5	1	22	P		
5	2			5	PU
5	3			1	
5	4			13	
5	5			77	
5	6			1	
5	7			7	
5	8			1	
5	9			7	
5	10			13	G
6	1	18	P		
6	2			2	PU
6	3			99	
6	4			14	
6	5	12	PU		
6	6	88			
6	7	29			
6	8	6			
6	9			2	D
6	10			2	
6	11			14	
6	12			99	
6	13			88	
6	14			45	
6	15			99	
6	16			14	G
7	1	4	P		
7	2			00	PU
7	3			13	
7	4			64	
7	5	1	HB		
7	6	27	PU		
7	7			64	D
7	8			64	
7	9			1	
7	10			00	
7	11			1	
7	12			13	
7	13			00	
7	14			64	
7	15			13	
7	16			77	LG
8	1	18	P		
8	2			2	PU
8	3			99	
8	4			8	
8	5			99	
8	6			8	
8	7			88	
8	8			8	
8	9	11	D		
8	10	12	PU		
8	11	8			
8	12	25			
8	13	11			
8	14	8			
8	15	11			
8	16		TO		
8	17	13	PU		
8	18	7			
8	19	21			
8	20	13			
8	21	7			
8	22	13			
8	23	35			
8	24	21			
8	25	7			
8	26	35			
8	27	9			
8	28	1			
8	29	13	G		
9	1	43	P		
9	2			2	PU
9	3			90	
10	1	21	P		
10	2			7	PU
10	3			21	
10	4			13	
10	5			21	
10	6			77	
10	7			21	
10	8			77	
10	9			7	
10	10			13	
10	11			21	
10	12			1	
10	13			77	
10	14			7	
10	15			9	G
11	1	43	P		
11	2			88	PU
11	3			99	
11	4			2	
11	5			99	
11	6	5	D		
11	7	5			
11	8	8			
11	9	27			
11	10	43	G		
12	1	18	P		
12	2			90	PU
12	3			99	
12	4			9	
12	5			90	
12	6			99	
12	7			14	
12	8			45	
12	9			90	
12	10			5	
12	11			90	
12	12			14	
12	13			9	
12	14			99	
12	15			80	G
13	1	61	P		
13	2			00	PU
13	3			13	
13	4			77	
13	5			1	
13	6			21	
13	7			3	
13	8			21	
13	9			35	
13	10			21	
13	11			13	
13	12			21	
13	13			35	
13	14			1	
13	15			00	
13	16			35	
13	17	32	PU		
13	18	12			
13	19	7			
13	20	19			
13	21	42			
13	22	7			
13	23	32			
13	24	12			
13	25	32			
13	26	7			
13	27	32	G		
14	1	21	P		
14	2			8	PU
14	3			21	
14	4			7	
14	5			8	
14	6			1	
14	7			7	
14	8	1	D		
14	9	1			
14	10	4			
14	11	17			
14	12	1			
