point	Offense	Defense
1		1p
1	00pu	
1	13	
1	1	
1	64	
1	13	
1	9	
1	1	
1	9g	
2		43p
2	13pu	
2	7	
2	42	
2	7	
2	13	
2	7	
2	13	
2	27	
2		12pu
2		14
2		27
2		29
2		43
2		29
2		27g
3		18p
3	4pu	
3	38	
3	20	
3	42	
3	25	
3	38	
3	20	
3	3	
3	42	
3	4g	
4		1p
4	44pu	
4	13	
4	21lg	
5		43p
5	7pu	
5	13	
5	23	
5	27	
5	25	
5	14	
5	25	
5	to	
5	7pu	
5	25	
5	13g	
6		20p
6	00pu	
6	13	
6	1	
6	21	
6	13	
6	1	
6	9g	
7		18p
7	7pu	
7	13	
7	27	
7	13	
7	25	
7	7	
7	25	
7	23	
7	7	
7		12d
7		12pu
7		6g
8		43p
8	33pu	
8	38	
8	33	
8	42	
8	38	
8	33	
8	23	
8	38	
8	42	
8	3g	
9		6p
9	44pu	
9	13	
9	'00	
9	21	
9	'00	
9	13	
9	'00	
9	21	
9	1	
9	13	21f
9	21g	
10		43p
10	7pu	
10	13	
10	7	25f
10	25	
10	13	
10	27lg	
11		20p
11	00pu	
11	13	
11	1	
11	21	
11	'00	
11	44	
11	21	
11	13	
11	'00	
11	44	
11	1g	
12		18p
12	13pu	
12	7	
12	25	
12	27	
12	42	
12	27	
12	23td	
12		12pu
12		11
12		18
12	25pu	
12	13	
12	7	
12	27	
12	23l	
12	14g	
13		1p
13	00pu	
13	13	
13	1l	
13	44	
13	1	
13	44g	
14		43p
14	20pu	
14	7	
14	25	
14	27	
14	14	
14	27	
14	7	
14	20	
14	7	
14	20	
14	23	
14	20	
14	7	
14	14	
14	27	
14	20	
14	25g	
15		3p
15	00pu	
15	13	
15	1	
15		to
15		13pu
15		25
15	to	
15	13pu	
15	1	
15	'00	
15		31d
16		18p
16	7pu	
16	13	
16	27	
16	7	
16	14	
16	42	
16	8	
16	7	
16	13	
16	42	
16	13	88f
16	7	
16	7so	
16	20si	
16	20pu	
16	14	
16	20	
16	25	
16	23	
16	25	
16	20	
16	42	
16	20	
16	14	
16	42	
16	20	
16	13g	
17		1p
17	'00pu	
17	13	
17	21	
17	9	
17	3	31f
17	'00	
17	9g	
18		43p
18	20pu	
18	13	
18	20	
18	13	
18	20	
18	25	
18	20	
18	27	
18	4	
18		14pu
18		12
18		5
18		27
18		12
18		43g
19		18p
19	38pu	
19	23	
19	20	
19	16	
19	33	
19	23	
19	20	
19	38	
19	20	
19	3	
19	16	
19	20	
19	38	
19	33g	
20		1p
20	00PU	
20	13	
20	21	
20	9	
20	1	
20		76d
20		1pu
20		76
20		22
20		11lg
21		3p
21	'00pu	
21	13	
21	1	
21	64	
21	13vtt	
21		10pu
21		3
21		21
21	21d	
21	13pu	
21	'00	
21	21td	
21		38pu
21		28
21		16
21		38
21		28
21		3
21		28
21		3
21		10
21		38
21		16
21		28
21		21
21		3g
22		1p
22	12pu	
22	8	
22	12	
22	8	
22	44	
22	8	
22	9td	
22		1pu
22		6
22		22
22		6
22		2
22		11
22		31
22		76td
22	12pu	
22	18l	
22		1pu
22		6
22		76l
22		22
22		76g
23		20p
23	'00pu	
23	13	
23		10pu
23		21
23		10
23	'00d	
23	'00PU	
23	3g	
24		43p
24	20pu	
24	13	
24	27	
24	42	
24	14	
24	13	
24	23	
24	42	
24	25g	
25		1p
25	44pu	
25	13	
25		1pu
25		25
26		1p
26	'00pu	
26	13	
26	44	
26	21	
26	1lg	
27		27p
27	20pu	
27	13	
27	25	
27	13	
27	20	
27	13	
27	20	
27	14	
27	23	
27	20	
27	27	
27	20	
27	13	
27	20	
27	42	
27	14g	
28		1p
28	'00pu	
28	13	
28	64	
28	13	
28	9	
28	13	
28		16d
28		2pu
28		31
28		22
28		2
28	13f	6
28		76
28		31
28		76
28		6
28	13f	1
28		6g
29		3p
29	12pu	
29	14	
29	11	
29		21pu
29		3
29		10lg
30		1obp
30	8pu	
30		16d
30		2pu
30		76
30		28
30	8pu	
30	44	
30	64	
30	18	
30	3	
30		76d
30		2pu
30		76lg
31		3p
31	12pu	
31	13	
31	12	
31	21	
31	14	
31	11	
