poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	nykRM-41		O-CTH	nykRM-19	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-41	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-14	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-47	TRUE	compl
1	1	1	6	7	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-41	TRUE	compl
1	1	1	7	8	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-18	TRUE	compl
1	1	1	8	9	ao	0	O-CTH	nykRM-18		O-CTH	nykRM-4	TRUE	compl
1	1	1	9	10	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-19	TRUE	compl
1	1	1	10	11	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-14	TRUE	compl
1	1	1	11	12	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-19	TRUE	compl
1	1	1	12	13	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-18	TRUE	compl
1	1	1	13	14	ao	0	O-CTH	nykRM-18		O-CTH	nykRM-19	TRUE	compl
1	1	1	14	15	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-47	TRUE	compl
1	1	1	15	15	an	-1	O-CTH	nykRM-47		NA	nykRM-47	TRUE	taway
2	2	1	16	16	an	-1	O-PU	wdcCT-25		NA	wdcCT-25	TRUE	taway
3	3	1	17	18	ao	0	O-PU	nykRM-19		O-CTH	nykRM-4	TRUE	compl
3	3	1	18	19	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-19	TRUE	compl
3	3	1	19	20	ao	0	O-CTH	nykRM-19		O-TD	nykRM-18	TRUE	drop
4	4	1	21	22	ao	0	O-PU	wdcCT-12		O-CTH	wdcCT-5	TRUE	compl
4	4	1	22	23	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-31	TRUE	compl
4	4	1	23	24	ao	0	O-CTH	wdcCT-31		O-CTH	wdcCT-3	TRUE	compl
4	4	1	24	25	ao	0	O-CTH	wdcCT-3		O-CTH	wdcCT-12	TRUE	compl
4	4	1	25	26	ao	0	O-CTH	wdcCT-12		O-CTH	wdcCT-4	TRUE	compl
4	4	1	26	27	ao	0	O-CTH	wdcCT-4		O-CTH	wdcCT-5	TRUE	compl
4	4	1	27	28	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-12	TRUE	compl
4	4	1	28	29	ao	0	O-CTH	wdcCT-12		O-CTH	wdcCT-3	TRUE	compl
4	4	1	29	30	ao	0	O-CTH	wdcCT-3		O-TD	wdcCT-5	TRUE	drop
5	5	1	31	32	ao	0	O-PU	nykRM-19		O-CTH	nykRM-4	TRUE	compl
5	5	1	32	33	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-47	TRUE	compl
5	5	1	33	34	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-33	TRUE	compl
5	5	1	34	35	ao	0	O-CTH	nykRM-33		O-CTH	nykRM-19	TRUE	compl
5	5	1	35	36	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-47	TRUE	compl
5	5	1	36	37	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-19	TRUE	compl
5	5	1	37	38	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-41	TRUE	compl
5	5	1	38	39	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-33	TRUE	compl
5	5	1	39	40	ao	0	O-CTH	nykRM-33		O-CTH	nykRM-14	TRUE	compl
5	5	1	40	41	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-41	TRUE	compl
5	5	1	41	41	an	-1	O-CTH	nykRM-41		NA	nykRM-41	TRUE	taway
6	6	1	42	43	ao	0	O-PU	wdcCT-3		O-CTH	wdcCT-5	TRUE	compl
6	6	1	43	44	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-31	TRUE	compl
6	6	1	44	45	ao	0	O-CTH	wdcCT-31		O-CTH	wdcCT-5	TRUE	compl
6	6	1	45	46	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-25	TRUE	compl
6	6	1	46	47	ao	0	O-CTH	wdcCT-25		O-CTH	wdcCT-4	TRUE	compl
6	6	1	47	48	ao	0	O-CTH	wdcCT-4		O-OV	wdcCT-25	TRUE	compl
7	7	1	49	50	ao	0	O-PU	nykRM-19		O-CTH	nykRM-41	TRUE	compl
7	7	1	50	51	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-4	TRUE	compl
7	7	1	51	52	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-41	TRUE	compl
7	7	1	52	53	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-18	TRUE	compl
7	7	1	53	54	ao	0	O-CTH	nykRM-18		O-OV	nykRM-41	TRUE	compl
8	8	1	55	56	ao	0	O-PU	wdcCT-5		O-CTH	wdcCT-4	TRUE	compl
8	8	1	56	57	ao	0	O-CTH	wdcCT-4		O-CTH	wdcCT-3	TRUE	compl
8	8	1	57	58	ao	0	O-CTH	wdcCT-3		O-G	wdcCT-12	TRUE	compl
9	1	2	2	3	ao	0	O-PU	nykRM-26		O-CTH	nykRM-41	TRUE	compl
9	1	2	3	4	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-14	TRUE	compl
9	1	2	4	5	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-4	TRUE	compl
9	1	2	5	6	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-1	TRUE	compl
9	1	2	6	7	ao	0	O-CTH	nykRM-1		O-CTH	nykRM-81	TRUE	compl
9	1	2	7	8	ao	0	O-CTH	nykRM-81		O-CTH	nykRM-14	TRUE	compl
9	1	2	8	9	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-4	TRUE	compl
9	1	2	9	11	ao	1	O-CTH	nykRM-4	D-F	O-CTH	nykRM-26	TRUE	compl
9	1	2	11	12	ao	0	O-CTH	nykRM-26		O-CTH	nykRM-4	TRUE	compl
