Pulling team: San Francisco Dogfish
Period: 1
Clock before point: 4:30:00
Clock after point: 1:42:00
Offense	Defense
	12P
88PU	
24	
22	
7	
42	
6	
42	
88	
11	
	12PU
88D	
24PU	
42	
24	
42	
24	
11	
42	
16	
7	
11	
7	
24	
	17PU
	85TO
	16PU
8F	6
3F	19
	19
	8
	16
	6TD
8PU	
8TO	
10PU	
7	
10	
	11HB
	10PU
	5G
