game	player	points	goals	assists	Ds
2014-04-12_vanNH-at-pdxST	pdxST-13-Perston	10	9	1	0
2014-04-12_vanNH-at-pdxST	pdxST-7-Friedman	6	2	4	0
2014-04-12_vanNH-at-pdxST	pdxST-42-Lohre	5	3	2	0
2014-04-12_vanNH-at-pdxST	pdxST-16-Burton	5	1	4	0
2014-04-12_vanNH-at-pdxST	pdxST-6-Bjorklund	4	2	2	0
2014-04-12_vanNH-at-pdxST	pdxST-10-Strout	3	1	2	0
2014-04-12_vanNH-at-pdxST	pdxST-3-Ferrea	2	2	0	1
2014-04-12_vanNH-at-pdxST	pdxST-11-Kenton	2	0	2	0
2014-04-12_vanNH-at-pdxST	pdxST-24-Norden	2	0	2	0
2014-04-12_vanNH-at-pdxST	pdxST-88-Suppnick	2	0	2	0
2014-04-12_vanNH-at-pdxST	pdxST-17-Hayes	1	1	0	0
2014-04-12_vanNH-at-pdxST	pdxST-2-Allison-Hall	1	1	0	0
2014-04-12_vanNH-at-pdxST	pdxST-4-Blackman	1	1	0	0
2014-04-12_vanNH-at-pdxST	pdxST-21-McGinn	1	0	1	2
2014-04-12_vanNH-at-pdxST	pdxST-8-Davis	1	0	1	1
2014-04-12_vanNH-at-pdxST	pdxST-22-Cole	0	0	0	1
2014-04-12_vanNH-at-pdxST	vanNH-22-berezan	8	3	5	1
2014-04-12_vanNH-at-pdxST	vanNH-98-wong	7	5	2	0
2014-04-12_vanNH-at-pdxST	vanNH-21-loach	4	2	2	0
2014-04-12_vanNH-at-pdxST	vanNH-10-chatha	3	2	1	0
2014-04-12_vanNH-at-pdxST	vanNH-8-hibbert	3	0	3	2
2014-04-12_vanNH-at-pdxST	vanNH-91-savage	3	0	3	1
2014-04-12_vanNH-at-pdxST	vanNH-72-leduc	2	2	0	0
2014-04-12_vanNH-at-pdxST	vanNH-81-tejpar	2	1	1	2
2014-04-12_vanNH-at-pdxST	vanNH-13-tessarolo	2	1	1	0
2014-04-12_vanNH-at-pdxST	vanNH-75-bellavance	2	1	1	0
2014-04-12_vanNH-at-pdxST	vanNH-31-saito	1	1	0	1
2014-04-12_vanNH-at-pdxST	vanNH-33-collins	1	1	0	1
2014-04-12_vanNH-at-pdxST	vanNH-18-menzies	1	1	0	0
2014-04-12_vanNH-at-pdxST	vanNH-45-cowan	1	1	0	0
2014-04-12_vanNH-at-pdxST	vanNH-89-underhill	1	0	1	1
2014-04-12_vanNH-at-pdxST	vanNH-5-norris	1	0	1	0
