point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	8	P		
1	2			34	PU
1	3			83	
1	4			34	
1	5	27	D		
1	6	45	PU		
1	7	8			
1	8			34	HB
1	9			83	PU
1	10			24	
1	11			23	TD
1	12	81	PU		
1	13	27			
1	14	24			
1	15	81			
1	16	45			
1	17	27			
1	18	24			
1	19	39			
1	20	81	G		
2	1	33	P		
2	2			5	PU
2	3			8	
2	4			34	
2	5			3	G
3	1	46	P		
3	2			89	PU
3	3			5	
3	4			22	
3	5			21	
3	6			98	
3	7	16	PU		
3	8	85			
3	9	17	TD		
3	10			5	PU
3	11			22	
3	12			91	G
4	1	8	P		
4	2			88	PU
4	3			1	
4	4	8	D		
4	5	8			
4	6			13	PU
4	7			11	TD
4	8	24	PU		
4	9	81			
4	10	8			
4	11	27			
4	12	45			
4	13	39	TD		
4	14			34	PU
4	15			13	
4	16			34	
4	17			88	
4	18			34	
4	19	27	D		
4	20	24	PU		
4	21	8	VTT		
4	22			34	PU
4	23			88	
4	24	8	TO		
4	25	91	PU		
4	26	98	L		
4	27	19			
4	28	89			
4	29	72			
4	30	89			
4	31	21			
4	32	72	G		
5	1	8	P		
5	2			5	PU
5	3			34	
5	4	75	PU		
5	5	8			
5	6	24			
5	7	4	L		
5	8	8			
5	9	14	G		
6	1	33	P		
6	2			25	PU
6	3			46	
6	4			25	
6	5			85	
6	6			2	
6	7			25	
6	8			46	
6	9			25	
6	10			17	
6	11			85	
6	12			1	G
7	1	16	P		
7	2			5	PU
7	3			89	
7	4			22	
7	5			21	
7	6			72	TD
7	7	16	PU		
7	8	85			
7	9	1			
7	10	7			
7	11			22	D
7	12			21	PU
7	13			21	
7	14	16	PU		
7	15	25			
7	16	16	TO		
7	17	83	PU		
7	18	88			
7	19	34			
7	20	8			
7	21			39	F
7	22	24			
7	23	8			
7	24	24	G		
8	1	16	P		
8	2			91	PU
8	3			5	
8	4			91	
8	5			22	
8	6			10	TD
8	7	16	PU		
8	8	85			
8	9			10	D
8	10			91	PU
8	11			5	
8	12			98	
8	13			10	
8	14			21	
8	15			19	LG
9	1	8	P		
9	2			83	PU
9	3			88	
9	4	13	D		
9	5	11	PU		
10	1	46	P		
10	2			91	PU
10	3			5	
10	4			91	
10	5	7	PU		
10	6	7	VTT		
10	7			89	PU
10	8			98	G
11	1	8	OBP		
11	2			83	PU
11	3			8	
11	4			34	
11	5			8	
11	6			34	
11	7	8	D		
11	8	8	PU		
11	9	45			
11	10	81			
11	11	45			
11	12	8			
11	13	31			
11	14	81			
11	15	8			
11	16	45			
11	17	39			
11	18	81			
11	19	45			
11	20	8			
11	21	27	G		
12	1	33	OBP		
12	2			16	PU
12	3	4	D		
12	4	75	PU		
12	5	14			
12	6	13			
12	7	11			
12	8	33			
12	9	75			
12	10	13			
12	11	14	TD		
12	12			16	PU
12	13			17	
12	14	18	F		
12	15			18	
12	16			1	
12	17			46	
12	18			1	
12	19			37	
12	20			1	
12	21			18	
12	22			1	
12	23	75	F		
12	24			18	
12	25			16	
12	26			37	
12	27			18	
12	28			16	
12	29			17	TD
12	30	14	TO		
12	31	91	PU		
12	32	89			
12	33	91			
12	34			25	F
12	35	89			
12	36			7	F
12	37	21			
12	38	10			
12	39	98	G		
13	1	8	P		
13	2			83	PU
13	3			13	
13	4			83	
13	5			13	
13	6			34	
13	7			83	
13	8			21	
13	9			88	
13	10			83	
13	11			88	
13	12			34	
13	13			83	
13	14			88	
13	15			83	
13	16	4	F		
13	17			34	
13	18			34	VST
13	19	45	PU		
13	20	31			
13	21	8	L		
13	22	4			
13	23	27	G		
14	1	33	P		
14	2			11	PU
14	3			17	
14	4			21	
14	5	39	F		
14	6			37	
14	7			3	
14	8	18	D		
14	9	81	PU		
14	10	11			
14	11			17	PU
14	12			11	F
14	13	81	PU		
14	14	14			
14	15	39			
14	16	14			
14	17	11			
14	18	39	G		
15	1	8	P		
15	2			17	PU
15	3			83	
15	4			88	
15	5			8	
15	6			34	LG
16	1	16	P		
16	2			19	PU
16	3			5	
16	4			22	
16	5			5	
16	6			89	
16	7			19	
16	8			5	
16	9			98	L
16	10			89	G
17	1	8	P		
17	2			83	PU
17	3			11	
17	4			34	
17	5			11	
17	6			34	
17	7			11	
17	8	8	D		
18	1	8	P		
18	2			57	PU
18	3			83	
18	4			57	
18	5	8	PU		
18	6	45			
18	7	11	L		
18	8	81	G		
19	1	33	P		
19	2			25	PU
19	3			17	
19	4			25	
19	5			2	L
19	6	13	D		
19	7	13	PU		
19	8	75			
19	9	37	VTT		
19	10			1	PU
19	11			37	G
20	1	16	P		
20	2			89	PU
20	3			5	
20	4			89	
20	5			91	
20	6			89	
20	7			5	
20	8			98	
20	9			72	
20	10			98	G
21	1	8	P		
21	2			13	PU
21	3			34	
21	4			21	
21	5			34	
21	6			8	
21	7			88	
21	8			8	
21	9			13	
21	10			21	
21	11	45	PU		
21	12	45	VTT		
21	13			34	PU
21	14			21	G
22	1	16	OBP		
22	2			5	PU
22	3			19	
22	4			5	TD
22	5	17	PU		
22	6	37			
22	7	46	VTT		
22	8			89	PU
22	9			19	
22	10	18	F		
22	11			10	
22	12			22	TD
22	13	16	PU		
22	14	16	VST		
22	15			89	PU
22	16			22	
22	17	18	F		
22	18			89	
22	19			98	G
23	1	33	P		
23	2			34	PU
23	3			24	L
23	4	11	F		
23	5			8	
23	6			57	G
24	1	16	P		
24	2			91	PU
24	3			5	
24	4			91	
24	5			10	
24	6			98	
24	7			21	
24	8			5	
24	9			72	G
25	1	8	P		
25	2			11	PU
25	3			57	
