period	point	pull_team	event	poss_abs	poss_rel	poss_team	pl_team	pl_pnum	pl_code	n_events	huck	score	scor_team	who	a_code	b_code
1	1	seaRM	11	1	1	vanNH	vanNH	10	LG	11	TRUE	TRUE	vanNH	o_line	G	G
1	2	vanNH	4	2	1	seaRM	seaRM	8	LG	4	TRUE	TRUE	seaRM	o_line	G	G
1	3	seaRM	6	3	1	vanNH	seaRM	18	D	6	FALSE	FALSE	NA	o_line	D	def +
1	3	seaRM	13	4	2	seaRM	seaRM	12	G	7	FALSE	TRUE	seaRM	d_line	G	G
1	4	seaRM	6	5	1	vanNH	vanNH	72	LG	6	TRUE	TRUE	vanNH	o_line	G	G
1	5	vanNH	13	6	1	seaRM	seaRM	1	G	13	TRUE	TRUE	seaRM	o_line	G	G
1	6	seaRM	6	7	1	vanNH	vanNH	10	LG	6	TRUE	TRUE	vanNH	o_line	G	G
1	7	vanNH	14	8	1	seaRM	seaRM	48	TD	14	FALSE	FALSE	NA	o_line	TD	off -
1	7	vanNH	25	9	2	vanNH	vanNH	11	G	11	FALSE	TRUE	vanNH	d_line	G	G
1	8	vanNH	7	10	1	seaRM	seaRM	8	TA	7	FALSE	FALSE	NA	o_line	TA	off -
1	8	vanNH	10	11	2	vanNH	vanNH	24	TA	3	FALSE	FALSE	NA	d_line	TA	off -
1	8	vanNH	12	12	3	seaRM	seaRM	14	TA	2	FALSE	FALSE	NA	o_line	TA	off -
1	8	vanNH	14	13	4	vanNH	vanNH	37	G	2	FALSE	TRUE	vanNH	d_line	G	G
1	9	vanNH	12	14	1	seaRM	seaRM	20	G	12	FALSE	TRUE	seaRM	o_line	G	G
1	10	seaRM	13	15	1	vanNH	seaRM	18	D	13	FALSE	FALSE	NA	o_line	D	def +
1	10	seaRM	20	16	2	seaRM	seaRM	18	G	7	TRUE	TRUE	seaRM	d_line	G	G
1	11	seaRM	9	17	1	vanNH	vanNH	98	G	9	TRUE	TRUE	vanNH	o_line	G	G
1	12	vanNH	8	18	1	seaRM	seaRM	9	LG	8	TRUE	TRUE	seaRM	o_line	G	G
1	13	seaRM	4	19	1	vanNH	vanNH	21	TD	4	FALSE	FALSE	NA	o_line	TD	off -
1	13	seaRM	5	20	2	seaRM	seaRM	29	TA	1	FALSE	FALSE	NA	d_line	TA	off -
