point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	46	P		
1	2			17	PU
1	3			20	
1	4			17	
1	5			20	
1	6			17	
1	7			51	
1	8			00	
1	9			20	
1	10			99	L
1	11			00	
1	12			17	
1	13			25	
1	14			6	G
2	1	24	P		
2	2			11	PU
2	3			83	
2	4			88	
2	5			11	
2	6			88	
2	7			8	
2	8			57	L
2	9			34	G
3	1	16	P		
3	2			00	PU
3	3			20	
3	4			6	
3	5			20	
3	6			17	
3	7			25	G
4	1	25	P		
4	2			11	PU
4	3			83	
4	4			57	
4	5			11	
4	6	21	F		
4	7			34	
4	8			83	
4	9	23	D		
4	10	29	PU		
4	11	21			
4	12	29			
4	13	12			
4	14	23	TD		
4	15			83	PU
4	16	13	PU		
4	17	21			
4	18	24	G		
5	1	26	P		
5	2			1	PU
5	3			46	
5	4			1	
5	5			46	
5	6			85	
5	7			16	
5	8			1	TO
5	9			1	PU
5	10			16	
5	11			1	
5	12			85	TD
5	13	29	PU		
5	14	15			
5	15	27			
5	16	29			
5	17	12			
5	18			1	D
5	19			1	PU
5	20			85	TD
5	21	29	PU		
5	22			85	D
5	23			16	PU
5	24			11	
5	25			17	
5	26			46	G
6	1	46	P		
6	2			17	PU
6	3			20	
6	4			99	
6	5			17	
6	6			6	G
7	1	24	OBP		
7	2			88	PU
7	3	13	D		
7	4	?	PU		
7	5	13	TD		
7	6			88	PU
7	7			34	
7	8			88	
7	9			34	
7	10			19	
7	11			24	G
8	1	16	P		
8	2			25	PU
8	3			20	
8	4	85	D		
8	5	16	PU		
8	6	18			
8	7	21			
8	8	25	TD		
8	9			20	PU
8	10			00	
8	11			20	
8	12			00	VST
8	13	16	PU		
8	14	85			
8	15	25			
8	16			00	D
8	17			17	PU
8	18	18	PU		
8	19	83	TO		
8	20	83	PU		
9	1	46	P		
9	2			00	PU
9	3			17	
9	4			99	
9	5			51	
9	6			00	
9	7			17	
9	8			25	
9	9			20	G
10	1	24	P		
10	2			11	PU
10	3			86	
10	4			11	
10	5	23	PU		
10	6	21			
10	7			8	HB
10	8			8	PU
10	9	21	D		
10	10	29	PU		
10	11	13			
10	12	29			
10	13			24	PU
10	14			34	
10	15			24	
10	16			88	
10	17			11	G
11	1	46	P		
11	2			17	PU
11	3			20	
11	4			17	
11	5			6	
11	6			17	
11	7			00	
11	8			20	
11	9			6	
11	10			5	
11	11			17	
11	12			00	
11	13			17	
11	14			6	
11	15			5	
11	16			99	G
12	1	24	OBP		
12	2			88	PU
12	3			11	
12	4			21	
12	5			19	
12	6			88	
12	7			14	
12	8			11	
12	9			24	LG
13	1	16	P		
13	2			00	PU
13	3			20	
13	4			99	
13	5			25	L
13	6			17	
13	7			25	
13	8			17	G
14	1	29	P		
14	2			11	PU
14	3			88	
14	4	29	D		
14	5	13	PU		
14	6	2			
14	7	21	TO		
14	8	25	PU		
14	9	17			
14	10	25	G		
15	1	24	P		
15	2			24	PU
15	3			88	
15	4			24	
15	5			14	
15	6			88	
15	7			11	
15	8	24	D		
15	9	21	PU		
15	10	29	TO		
15	11	20	PU		
15	12	25			
15	13			85	D
15	14			17	TO
15	15			83	PU
15	16			8	
15	17			88	
15	18			34	
15	19			83	G
16	1	16	P		
16	2			20	PU
16	3			5	
16	4			20	
16	5			51	
16	6			6	
16	7			5	
16	8			99	G
17	1	24	P		
17	2			14	PU
17	3			83	
17	4			14	
17	5			83	
17	6			34	
17	7			14	
17	8			34	
17	9			8	
17	10			14	
17	11			57	
17	12			19	G
18	1	12	P		
18	2			00	PU
18	3			20	
18	4			25	TD
18	5	17	PU		
18	6	46	G		
19	1	12	P		
19	2			17	PU
19	3			20	
19	4			5	
19	5			99	
19	6			51	
19	7			20	
19	8			17	
19	9			18	G
20	1	29	P		
20	2			11	PU
20	3			8	
20	4	13	F		
20	5			57	
20	6			24	TD
20	7	21	PU		
20	8	15			
20	9	29			
20	10	21			
20	11	2			
20	12	29			
20	13			83	PU
20	14			34	
20	15			8	
20	16			83	
20	17			57	
20	18	21	D		
20	19	21	PU		
20	20	29			
20	21	21			
20	22	23			
20	23	13			
20	24			11	F
20	25	12	G		
21	1	24	OBP		
21	2			14	PU
21	3			19	
21	4			88	
21	5			24	
21	6			34	
21	7			19	
21	8			11	G
22	1	8	P		
22	2			20	PU
22	3			00	
23	1	24	P		
23	2			57	PU
23	3			83	
23	4			57	
23	5			24	
23	6			57	
23	7			83	
23	8			8	
23	9			83	
23	10	13	PU		
23	11	18			
23	12	23			
23	13	24			
23	14	29			
23	15	21			
23	16	24			
23	17	21			
23	18	29			
23	19	21			
23	20	23			
23	21	21			
23	22	23			
23	23	12	G		
24	1	24	P		
24	2			34	PU
24	3			19	
24	4			88	
24	5			34	
24	6			14	
24	7			24	LG
25	1	46	P		
25	2			25	PU
25	3			20	
25	4			17	
25	5			99	L
25	6			6	
25	7			99	G
26	1	24	P		
26	2			83	PU
26	3			34	
26	4			83	
26	5			34	
26	6			14	
26	7			83	
26	8	29	PU		
26	9	13			
26	10	29			
26	11	13	TD		
26	12			8	PU
26	13			24	
26	14			34	
26	15			14	
26	16			57	
26	17			8	
26	18			57	
26	19			8	
26	20			34	
26	21			83	G
27	1	46	P		
27	2			00	PU
27	3			20	
27	4			5	
27	5			20	
27	6			99	
27	7			20	
27	8			6	L
27	9			25	G
28	1	24	P		
28	2			8	PU
28	3			24	
28	4			11	
28	5			34	
28	6			19	
28	7			88	
28	8			14	
28	9			88	
28	10			14	
28	11	12	D		
28	12	21	PU		
28	13	18			
28	14	24			
28	15	21			
28	16	29			
