game	player	points	goals	assists	Ds
2014-05-10_seaRM-at-vanNH	seaRM-48-clark	14	12	2	1
2014-05-10_seaRM-at-vanNH	seaRM-20-simon	7	0	7	1
2014-05-10_seaRM-at-vanNH	seaRM-6-trytiak	6	3	3	0
2014-05-10_seaRM-at-vanNH	seaRM-99-el-salaam	6	3	3	0
2014-05-10_seaRM-at-vanNH	seaRM-25-rosatto	3	1	2	0
2014-05-10_seaRM-at-vanNH	seaRM-29-feeley	2	1	1	0
2014-05-10_seaRM-at-vanNH	seaRM-1-mckibben	2	0	2	0
2014-05-10_seaRM-at-vanNH	seaRM-17-zemel	2	0	2	0
2014-05-10_seaRM-at-vanNH	seaRM-15-beehner	1	1	0	1
2014-05-10_seaRM-at-vanNH	seaRM-51-entz	1	1	0	0
2014-05-10_seaRM-at-vanNH	seaRM-8-fong	1	1	0	0
2014-05-10_seaRM-at-vanNH	seaRM-9-harkness	1	0	1	0
2014-05-10_seaRM-at-vanNH	seaRM-23-sliva	0	0	0	2
2014-05-10_seaRM-at-vanNH	seaRM-18-uhrig-fox	0	0	0	1
2014-05-10_seaRM-at-vanNH	vanNH-72-leduc	8	5	3	0
2014-05-10_seaRM-at-vanNH	vanNH-98-wong	7	5	2	0
2014-05-10_seaRM-at-vanNH	vanNH-22-berezan	7	4	3	0
2014-05-10_seaRM-at-vanNH	vanNH-8-hibbert	5	2	3	1
2014-05-10_seaRM-at-vanNH	vanNH-21-loach	5	1	4	0
2014-05-10_seaRM-at-vanNH	vanNH-5-norris	4	0	4	0
2014-05-10_seaRM-at-vanNH	vanNH-10-chatha	3	2	1	0
2014-05-10_seaRM-at-vanNH	vanNH-91-savage	3	1	2	0
2014-05-10_seaRM-at-vanNH	vanNH-13-tessarolo	2	2	0	1
2014-05-10_seaRM-at-vanNH	vanNH-4-doyle	2	2	0	1
2014-05-10_seaRM-at-vanNH	vanNH-27-davis	2	2	0	0
2014-05-10_seaRM-at-vanNH	vanNH-19-knapp	2	1	1	0
2014-05-10_seaRM-at-vanNH	vanNH-14-eyrich	1	1	0	1
2014-05-10_seaRM-at-vanNH	vanNH-37-sinclair	1	1	0	0
2014-05-10_seaRM-at-vanNH	vanNH-18-menzies	1	0	1	0
2014-05-10_seaRM-at-vanNH	vanNH-31-saito	1	0	1	0
2014-05-10_seaRM-at-vanNH	vanNH-45-cowan	1	0	1	0
2014-05-10_seaRM-at-vanNH	vanNH-75-bellavance	1	0	1	0
2014-05-10_seaRM-at-vanNH	vanNH-81-tejpar	1	0	1	0
2014-05-10_seaRM-at-vanNH	vanNH-89-underhill	1	0	1	0
2014-05-10_seaRM-at-vanNH	vanNH-24-yu	0	0	0	4
2014-05-10_seaRM-at-vanNH	vanNH-7-dandurand	0	0	0	1
