poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	pdxST-9		O-CTH	pdxST-11	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-6	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	pdxST-6		O-CTH	pdxST-11	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-1	TRUE	compl
1	1	1	6	8	ao	1	O-CTH	pdxST-1	D-F	O-CTH	pdxST-11	TRUE	compl
1	1	1	8	9	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-6	TRUE	compl
1	1	1	9	9	an	-1	O-CTH	pdxST-6		NA	pdxST-6	TRUE	taway
2	2	1	10	11	ao	0	O-PU	vanNH-41		O-CTH	vanNH-8	TRUE	compl
2	2	1	11	12	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-88	TRUE	compl
2	2	1	12	13	ao	0	O-CTH	vanNH-88		O-CTH	vanNH-1	TRUE	compl
2	2	1	13	14	ao	0	O-CTH	vanNH-1		O-CTH	vanNH-8	TRUE	compl
2	2	1	14	15	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-11	TRUE	compl
2	2	1	15	16	ao	0	O-CTH	vanNH-11		O-CTH	vanNH-?	TRUE	compl
2	2	1	16	17	ao	0	O-CTH	vanNH-?		O-CTH	vanNH-41	TRUE	compl
2	2	1	17	18	ao	0	O-CTH	vanNH-41		O-CTH	vanNH-8	TRUE	compl
2	2	1	18	19	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-19	TRUE	compl
2	2	1	19	20	ao	0	O-CTH	vanNH-19		O-CTH	vanNH-8	TRUE	compl
2	2	1	20	21	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-11	TRUE	compl
2	2	1	21	22	ao	0	O-CTH	vanNH-11		O-G	vanNH-19	TRUE	compl
3	1	2	2	3	ao	0	O-PU	pdxST-16		O-CTH	pdxST-11	TRUE	compl
3	1	2	3	4	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-1	TRUE	compl
3	1	2	4	5	ao	0	O-CTH	pdxST-1		O-CTH	pdxST-11	TRUE	compl
3	1	2	5	6	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-16	TRUE	compl
3	1	2	6	7	ao	0	O-CTH	pdxST-16		O-CTH	pdxST-11	TRUE	compl
3	1	2	7	8	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-16	TRUE	compl
3	1	2	8	9	ao	0	O-CTH	pdxST-16		O-CTH	pdxST-12	TRUE	compl
3	1	2	9	10	ao	0	O-CTH	pdxST-12		O-TD	pdxST-6	TRUE	drop
4	2	2	11	12	ao	0	O-PU	vanNH-41		O-CTH	vanNH-46	TRUE	compl
4	2	2	12	13	ao	0	O-CTH	vanNH-46		O-CTH	vanNH-90	TRUE	compl
4	2	2	13	14	ao	0	O-CTH	vanNH-90		O-CTH	vanNH-41	TRUE	compl
4	2	2	14	15	ao	0	O-CTH	vanNH-41		O-CTH	vanNH-11	TRUE	compl
4	2	2	15	16	ao	0	O-CTH	vanNH-11		O-CTH	vanNH-40	TRUE	compl
4	2	2	16	17	ao	0	O-CTH	vanNH-40		O-CTH	vanNH-11	TRUE	compl
4	2	2	17	18	ao	0	O-CTH	vanNH-11		O-CTH	vanNH-8	TRUE	compl
4	2	2	18	19	ao	0	O-CTH	vanNH-8		D-D	pdxST-1	TRUE	defd
5	3	2	20	21	ao	0	O-PU	pdxST-1		O-CTH	pdxST-6	TRUE	compl
5	3	2	21	22	ao	0	O-CTH	pdxST-6		O-CTH	pdxST-11	TRUE	compl
5	3	2	22	23	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-12	TRUE	compl
5	3	2	23	24	ao	0	O-CTH	pdxST-12		O-CTH	pdxST-16	TRUE	compl
5	3	2	24	25	ao	0	O-CTH	pdxST-16		O-CTH	pdxST-91	TRUE	compl
5	3	2	25	25	an	-1	O-CTH	pdxST-91		NA	pdxST-91	TRUE	taway
6	4	2	26	27	ao	0	O-PU	vanNH-41		O-TO	vanNH-	TRUE	nopass
6	4	2	28	29	ao	0	O-PU	vanNH-91		O-CTH	vanNH-12	TRUE	compl
6	4	2	29	30	ao	0	O-CTH	vanNH-12		O-CTH	vanNH-21	TRUE	compl
6	4	2	30	31	ao	0	O-CTH	vanNH-21		O-CTH	vanNH-14	TRUE	compl
6	4	2	31	32	ao	0	O-CTH	vanNH-14		D-D	pdxST-12	TRUE	defd
7	5	2	33	34	ao	0	O-PU	pdxST-22		O-CTH	pdxST-?	TRUE	compl
7	5	2	34	35	ao	0	O-CTH	pdxST-?		O-CTH	pdxST-5	TRUE	compl
7	5	2	35	36	ao	0	O-CTH	pdxST-5		O-CTH	pdxST-77	TRUE	compl
7	5	2	36	37	ao	0	O-CTH	pdxST-77		O-CTH	pdxST-22	TRUE	compl
7	5	2	37	38	ao	0	O-CTH	pdxST-22		O-CTH	pdxST-77	TRUE	compl
7	5	2	38	39	ao	0	O-CTH	pdxST-77		O-CTH	pdxST-88	TRUE	compl
7	5	2	39	40	ao	0	O-CTH	pdxST-88		O-CTH	pdxST-67	TRUE	compl
7	5	2	40	41	ao	0	O-CTH	pdxST-67		O-CTH	pdxST-88	TRUE	compl
7	5	2	41	42	ao	0	O-CTH	pdxST-88		O-CTH	pdxST-8	TRUE	compl
7	5	2	42	43	ao	0	O-CTH	pdxST-8		O-G	pdxST-67	TRUE	compl
8	1	3	2	3	ao	0	O-PU	vanNH-12		O-CTH	vanNH-91	TRUE	compl
8	1	3	3	4	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-13	TRUE	compl
8	1	3	4	5	ao	0	O-CTH	vanNH-13		D-D	pdxST-?	TRUE	defd
9	2	3	6	7	ao	0	O-CTH	pdxST-?		O-CTH	pdxST-67	TRUE	compl
9	2	3	7	8	ao	0	O-CTH	pdxST-67		O-CTH	pdxST-22	TRUE	compl
9	2	3	8	9	ao	0	O-CTH	pdxST-22		O-CTH	pdxST-24	TRUE	compl
9	2	3	9	10	ao	0	O-CTH	pdxST-24		O-CTH	pdxST-77	TRUE	compl
9	2	3	10	11	ao	0	O-CTH	pdxST-77		O-CTH	pdxST-8	TRUE	compl
9	2	3	11	12	ao	0	O-CTH	pdxST-8		O-CTH	pdxST-77	TRUE	compl
9	2	3	12	13	ao	0	O-CTH	pdxST-77		O-G	pdxST-26	TRUE	compl
10	1	4	2	3	ao	0	O-PU	vanNH-45		O-CTH	vanNH-91	TRUE	compl
10	1	4	3	3	an	-1	O-CTH	vanNH-91		NA	vanNH-91	TRUE	taway
11	2	4	4	5	ao	0	O-PU	pdxST-36		O-CTH	pdxST-18	TRUE	compl
11	2	4	5	6	ao	0	O-CTH	pdxST-18		O-CTH	pdxST-0	TRUE	compl
11	2	4	6	7	ao	0	O-CTH	pdxST-0		O-CTH	pdxST-36	TRUE	compl
11	2	4	7	8	ao	0	O-CTH	pdxST-36		O-CTH	pdxST-0	TRUE	compl
11	2	4	8	9	ao	0	O-CTH	pdxST-0		O-G	pdxST-10	TRUE	compl
12	1	5	2	3	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-12	TRUE	compl
12	1	5	3	4	ao	0	O-CTH	vanNH-12		O-CTH	vanNH-91	TRUE	compl
12	1	5	4	5	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-12	TRUE	compl
12	1	5	5	6	ao	0	O-CTH	vanNH-12		O-CTH	vanNH-91	TRUE	compl
12	1	5	6	7	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-98	TRUE	compl
12	1	5	7	8	ao	0	O-CTH	vanNH-98		O-CTH	vanNH-14	TRUE	compl
12	1	5	8	9	ao	0	O-CTH	vanNH-14		D-D	pdxST-5	TRUE	defd
12	1	5	10	10	an	-1	O-CTH	vanNH-98		NA	vanNH-98	TRUE	taway
13	2	5	11	12	ao	0	O-PU	pdxST-36		O-CTH	pdxST-0	TRUE	compl
13	2	5	12	13	ao	0	O-CTH	pdxST-0		O-CTH	pdxST-31	TRUE	compl
13	2	5	13	14	ao	0	O-CTH	pdxST-31		O-CTH	pdxST-77	TRUE	compl
13	2	5	14	15	ao	0	O-CTH	pdxST-77		O-CTH	pdxST-36	TRUE	compl
13	2	5	15	16	ao	0	O-CTH	pdxST-36		O-G	pdxST-10	TRUE	compl
14	1	6	2	3	ao	0	O-CTH	vanNH-11		O-CTH	vanNH-90	TRUE	compl
14	1	6	3	4	ao	0	O-CTH	vanNH-90		O-CTH	vanNH-41	TRUE	compl
14	1	6	4	5	ao	0	O-CTH	vanNH-41		O-CTH	vanNH-8	TRUE	compl
14	1	6	5	7	ao	1	O-CTH	vanNH-8	D-F	O-CTH	vanNH-1	TRUE	compl
14	1	6	7	8	ao	0	O-CTH	vanNH-1		O-CTH	vanNH-90	TRUE	compl
14	1	6	8	9	ao	0	O-CTH	vanNH-90		O-CTH	vanNH-1	TRUE	compl
14	1	6	9	10	ao	0	O-CTH	vanNH-1		O-CTH	vanNH-11	TRUE	compl
14	1	6	10	11	ao	0	O-CTH	vanNH-11		O-CTH	vanNH-8	TRUE	compl
14	1	6	11	12	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-1	TRUE	compl
14	1	6	12	13	ao	0	O-CTH	vanNH-1		O-CTH	vanNH-8	TRUE	compl
14	1	6	13	14	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-19	TRUE	compl
14	1	6	14	15	ao	0	O-CTH	vanNH-19		O-CTH	vanNH-1	TRUE	compl
14	1	6	15	16	ao	0	O-CTH	vanNH-1		O-G	vanNH-11	TRUE	compl
15	1	7	2	3	ao	0	O-PU	pdxST-?		O-CTH	pdxST-9	TRUE	compl
15	1	7	3	4	ao	0	O-CTH	pdxST-9		O-CTH	pdxST-16	TRUE	compl
15	1	7	4	5	ao	0	O-CTH	pdxST-16		O-CTH	pdxST-?	TRUE	compl
15	1	7	5	6	ao	0	O-CTH	pdxST-?		D-D	vanNH-41	TRUE	defd
15	1	7	7	7	an	-1	O-CTH	pdxST-8		NA	pdxST-8	TRUE	taway
16	2	7	8	9	ao	0	O-PU	vanNH-41		O-CTH	vanNH-?	TRUE	compl
16	2	7	9	10	ao	0	O-CTH	vanNH-?		O-CTH	vanNH-?	TRUE	compl
16	2	7	10	11	ao	0	O-CTH	vanNH-?		O-CTH	vanNH-66	TRUE	compl
