point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	1	P		
1	2			2	PU
1	3			99	
1	4			8	
1	5			45	
1	6			90	
1	7			45	
1	8			90	
1	9			8	
1	10			45	
1	11			9	
1	12			99	
1	13	16	D		
1	14	1	PU		
1	15	31			
1	16	21			
1	17	64			
1	18			99	PU
1	19			90	
1	20			8	
1	21			2	
1	22			90	
1	23			8	L
1	24			2	G
2	1	15	OBP		
2	2			20	PU
2	3			14	
2	4			20	
2	5			7	
2	6			14	
2	7			25	
2	8			32	
2	9			25	
2	10			7	
2	11			32	
2	12			20	
2	13			14	
2	14	24	D		
2	15	27	PU		
2	16			25	PU
2	17			7	
2	18			20	
2	19			14	
2	20			20	
2	21			7	
2	22			27	
2	23			14	
2	24			32	
2	25			14	
2	26			27	
2	27			25	
2	28	61	F		
2	29			32	G
3	1	64	P		
3	2			2	PU
3	3			99	
3	4			2	
3	5			99	
3	6			8	
3	7	11	F		
3	8			45	
3	9			99	
3	10			9	
3	11			8	G
4	1	22	P		
4	2			20	PU
4	3			9	
4	4	25	D		
4	5	12	PU		
4	6	15			
4	7	17	TD		
4	8			7	PU
4	9			71	
4	10			7	
4	11			20	
4	12			7	
4	13			20	
4	14			7	
4	15			32	G
5	1	88	P		
5	2			88	PU
5	3			99	
5	4			14	
5	5			99	
5	6			90	
5	7	21	PU		
5	8	88			
5	9			8	D
5	10			90	PU
5	11			8	
5	12			90	
5	13			8	
5	14	6	PU		
5	15	88			
5	16	21			
5	17	2			
5	18	16			
5	19	2			
5	20	77			
5	21	2			
5	22	10	G		
6	1	64	P		
6	2			2	PU
6	3			99	
6	4			80	LG
7	1	61	P		
7	2			20	PU
7	3			25	LG
8	1	?	P		
8	2			2	PU
8	3			99	
8	4			8	
8	5			88	
8	6			5	
8	7			99	
8	8			88	
8	9			5	G
9	1	15	OBP		
9	2			7	PU
9	3			20	
9	4			14	
9	5			9	
9	6			32	LG
10	1	1	P		
10	2			2	PU
10	3			99	
10	4			8	
10	5			88	
10	6	1	PU		
10	7			2	PU
10	8			99	G
11	1	61	P		
11	2			20	PU
11	3			14	
11	4			25	
11	5			9	LG
12	1	1	P		
12	2			32	PU
12	3			99	
12	4			45	
12	5			8	
12	6			9	
12	7			99	G
13	1	2	P		
13	2			7	PU
13	3			20	
13	4			7	
13	5			25	
13	6			7	
13	7			27	
13	8			7	
13	9			71	
13	10			14	
13	11			7	
13	12			20	
13	13			27	
13	14			20	
13	15			25	G
14	1	11	OBP		
14	2			2	PU
15	1	1	P		
15	2			2	PU
15	3			99	
15	4			45	
15	5			2	
15	6			99	
15	7			8	
15	8			99	
15	9			32	
15	10			99	
15	11			32	
15	12			99	
15	13			45	
15	14			2	G
16	1	22	P		
16	2			7	PU
16	3			25	
16	4			7	
16	5			20	
16	6			7	
16	7			27	
16	8			20	
16	9			14	
16	10			20	
16	11			27	
16	12			25	
16	13			27	
16	14			7	
16	15			20	
16	16			27	
16	17			25	
16	18			9	
16	19			25	
16	20			14	
16	21			20	VTT
16	22	12	PU		
16	23	15			
16	24	25			
16	25	15			
16	26	17			
16	27	22			
16	28	15			
16	29	12			
16	30	21	G		
17	1	27	P		
17	2			21	PU
17	3			13	
17	4			64	
17	5			6	
17	6			21	
17	7			64	
17	8			11	
17	9			21	
17	10			64	
17	11			6	
17	12			11	
17	13			64	
17	14			11	
17	15			16	G
18	1	11	P		
18	2			90	PU
18	3	28	TO		
18	4	2	PU		
18	5	71			
18	6	21			
18	7			20	TO
18	8			99	PU
18	9			8	
18	10	11	PU		
18	11	64			
18	12			8	D
18	13			8	PU
18	14			32	
18	15			99	
18	16			88	
18	17			8	
18	18			2	G
19	1	15	P		
19	2			20	PU
19	3			14	
19	4			20	
19	5			27	
19	6			20	
19	7			25	
19	8			7	
19	9			20	
19	10			7	
19	11			13	G
20	1	11	P		
20	2			99	PU
20	3			88	
20	4			8	
20	5			88	
20	6			99	
20	7			90	
20	8			45	
20	9			14	G
21	1	61	OBP		
21	2			20	PU
21	3			7	
21	4			14	
21	5			16	
21	6			27	
21	7	4	D		
21	8	4	PU		
21	9	27			
21	10	61			
21	11	4			
21	12	24			
21	13	61			
21	14			7	PU
21	15			25	
21	16			16	
21	17			20	
21	18			7	
21	19			27	
21	20			9	
21	21			25	G
22	1	88	P		
22	2			2	PU
22	3			90	
22	4			32	
22	5			2	
22	6			32	
22	7			2	
22	8			90	
22	9			32	
22	10			45	
22	11			32	
22	12			88	
22	13			8	G
23	1	15	P		
23	2			7	PU
23	3			71	
23	4			14	
23	5			25	
23	6			27	
23	7			14	G
24	1	11	P		
24	2			8	PU
24	3			2	
24	4			8	
24	5			32	
24	6			2	
24	7			88	
24	8			99	
24	9			2	
24	10			99	
24	11			8	
24	12			9	
24	13			8	
24	14			99	
24	15			2	TD
24	16	1	PU		
24	17	16	G		
25	1	11	P		
25	2			90	PU
25	3			99	
25	4			90	
25	5			99	
25	6			90	
25	7			99	
25	8			9	
25	9			99	
25	10			14	
25	11			80	
25	12			90	
25	13			99	
25	14			90	
25	15			99	
25	16			2	
25	17			99	
25	18			9	
25	19			99	
25	20			90	
25	21			2	G
26	1	61	P		
26	2			27	PU
27	1	1	P		
27	2			90	PU
27	3			99	
27	4			2	
27	5			8	
27	6			99	
27	7			8	
27	8	6	D		
27	9	21	PU		
27	10	1	TD		
27	11			99	PU
27	12			45	
27	13			2	
27	14			8	
27	15			99	
27	16			8	
27	17			99	
27	18			90	
27	19			9	LG
28	1	15	P		
28	2			7	PU
28	3			20	
28	4			9	TD
28	5	12	PU		
28	6	21	G		
29	1	61	P		
29	2			7	PU
29	3			20	
29	4			27	
29	5			14	
29	6	27	D		
29	7	27	PU		
29	8	5			
29	9	61			
29	10			20	D
29	11			7	PU
29	12			14	
29	13			7	
29	14			16	
29	15			20	
29	16			27	
29	17	1	D		
29	18	1	TO		
29	19	99	PU		
29	20			1	D
29	21			1	PU
29	22	88	D		
29	23	2	PU		
29	24	99			
29	25	8			
29	26	99			
29	27	45			
29	28	88			
29	29			21	F
29	30	45			
29	31	90			
29	32	8	G		
30	1	15	P		
30	2			7	PU
30	3			20	
30	4			7	
30	5			71	
30	6			27	
30	7			7	
30	8			27	
30	9			71	
30	10			20	
30	11			25	
30	12			14	
30	13			71	
30	14			14	
30	15			16	
30	16			27	G
31	1	1	P		
31	2			2	PU
31	3			99	
31	4			88	
31	5			8	
31	6			9	
31	7	21	PU		
31	8	32			
31	9	64			
31	10	6			
31	11	31			
31	12	64			
31	13	1			
31	14			88	D
31	15			2	PU
31	16			8	
31	17			99	
31	18			88	
31	19			45	
31	20			9	
31	21			90	
31	22	31	D		
31	23	21	PU		
31	24	64	TD		
31	25			2	PU
31	26			45	G
32	1	61	P		
32	2			27	PU
32	3			20	
32	4			71	
32	5			27	
32	6			20	
32	7	19	PU		
32	8			14	D
32	9			14	PU
32	10	1	F		
32	11			16	
32	12			71	
32	13			20	
32	14			71	
32	15			9	
32	16	5	PU		
32	17	27			
32	18	5			
32	19	61			
32	20	1	G		
33	1	15	P		
33	2			21	PU
33	3			1	
33	4			64	
33	5			21	
33	6			13	
33	7			21	
33	8			1	
33	9			6	
33	10	15	D		
33	11	21	PU		
33	12	15			
33	13	17			
33	14	15			
33	15	7			
33	16	6			
33	17	22	G		
34	1	15	P		
34	2			14	PU
34	3			27	
34	4			20	
34	5			7	
34	6			25	
34	7			27	
34	8			20	
34	9	25	D		
34	10	25	PU		
34	11	1			
34	12	15			
34	13	5			
34	14	25			
34	15			25	PU
34	16			20	
34	17			14	
34	18			27	
34	19	5	D		
35	1	61	P		
35	2			20	PU
35	3			7	
35	4	61	F		
35	5			20	
35	6			14	
35	7	22	F		
35	8			7	
35	9			71	
35	10	24	D		
35	11	19	PU		
35	12	7			
35	13	24			
35	14	22			
35	15	61			
35	16	7			
35	17	19			
35	18	22			
35	19	61	G		
36	1	15	P		
36	2			64	PU
36	3			13	
36	4			21	
36	5			64	
36	6			16	G
37	1	64	P		
37	2			99	PU
37	3			8	
37	4			99	
37	5			2	
37	6			32	
37	7			80	
37	8			99	
37	9			14	
37	10			99	
37	11			2	
37	12			99	G
38	1	61	P		
38	2			20	PU
38	3			25	
38	4			9	
38	5			32	
38	6			9	
38	7			20	G
39	1	1	P		
39	2			2	PU
39	3			99	
39	4			88	
39	5			32	
39	6			80	
39	7			88	G
40	1	15	P		
40	2			7	PU
40	3			20	
40	4			27	
40	5			20	
40	6			7	
40	7			9	
40	8			25	G
41	1	1	P		
41	2			88	PU
41	3			99	
41	4			9	
41	5			99	
41	6			2	
41	7			90	
41	8			45	G
42	1	19	P		
42	2			20	PU
42	3			14	TD
42	4	27	PU		
42	5			27	D
42	6			9	PU
42	7			14	
42	8			20	
42	9			32	
42	10			25	
42	11			27	
42	12			9	
42	13			14	
42	14			32	
42	15			14	
42	16			9	
42	17			20	
42	18			7	
42	19			32	G
43	1	1	P		
43	2			14	PU
43	3			99	
43	4			14	
43	5			2	
43	6			80	
43	7			99	
43	8			88	
43	9			14	
43	10			99	
43	11	20	PU		
43	12	71			
43	13	20			
43	14			7	D
43	15			12	PU
43	16			21	G
44	1	61	P		
44	2			20	PU
44	3			13	
44	4			25	
44	5			13	
44	6			25	
44	7			14	
44	8			20	
44	9			9	
44	10			20	
44	11			11	
44	12			13	G
45	1	1	OBP		
45	2			2	PU
45	3			14	
45	4			99	
45	5			45	
45	6			99	
45	7			88	TD
45	8	21	PU		
45	9	22			
45	10	1			
45	11	6	G		
46	1	11	P		
46	2			32	PU
46	3			99	VST
46	4	7	PU		
46	5	64			
46	6	7	G		
47	1	1	P		
47	2			15	PU
47	3			2	
47	4			9	G
48	1	15	P		
48	2			25	PU
48	3			13	
48	4			25	
48	5			27	
48	6			13	
48	7			25	
48	8			27	
48	9			13	
48	10			14	
48	11			13	G
49	1	1	P		
49	2			2	PU
49	3			99	
49	4			90	
49	5	1	PU		
49	6	21			
49	7	6			
49	8	1			
49	9			99	PU
49	10			2	
49	11	21	G		
50	1	61	P		
50	2			25	PU
50	3			7	
50	4			11	
50	5			27	
50	6			11	
50	7			7	
50	8			25	G
51	1	11	P		
51	2			15	PU
51	3			99	
51	4			32	
51	5			99	
51	6			15	
51	7			90	G
52	1	15	P		
52	2			71	PU
