point	Offense	Defense
1		22P
1	13pu	
1	'00	
1	1	
1	77	
1	21	
1	'00	
1	13	
1	7	
1	1	
1	'00	
1	1	
1	21	3F
1	'00	
1	21	
1	77g	
2		43p
2	19pu	
2	6	
2		27d
2		27
2		10
2		00
2		12td
2	10pu	
2	19	
2	41	
2	19	
2	44	
2	41	
2	4	
2	14	
2	44td	
2		43pu
2	44HB	
2	19pu	
2	44g	
3		13obp
3	'00pu	
3	21	
3	77	
3		13d
3		5pu
3		82
3	77D	
3	77	
3	1	
3	3	
3	13	
3	21	
3	1G	
4		18p
4	18pu	
4	6	
4		14pu
4		18
4		8
4	6pu	
4	4	
4	26	
4	6	14F
4		14pu
4		11
4		18
4		5LG
5		43P
5	26pu	
5	4	
5	6td	
5		10pu
5		12
5		27
5		43
5		64L
5		12
5		10G
6		18OBP
6	47pu	
6	4	
6	38	
6		18D
6		14pu
6	38F	8
6		11
6	21d	
6	38pu	
6		37D
6		8pu
6		5G
7		27p
7	41pu	
7	2	
7	4	
7	19	
7	6	
7	2	
7	4G	
8		13p
8	'00pu	
8	13	
8	21GL	
9		11P
9	41pu	
9	18	
9		11D
9		14pu
9		35
9		8
9	19D	
9	4pu	
9	18	
9	1	
9	2	
9	26	
9	19	
9	18G	
10		81p
10	7pu	
10	'00	
10		41D
11		43p
11	4pu	
11	2	
11	14	
11	2	
11	44	
11	14	
11	4	
11	6	
11	4	
11	41G	
12		22p
12	'00pu	
12	7	
12	17	
12	9LG	22f
13		18P
13	4pu	
13	19	
13	44	
13	6	14f
13	14	
13	1	
13	4	
13	14	
13	19	
13	6	
13		14to
13		13pu
13		'00
13		1
13		21
13		35GL
14		18p
14	26pu	
14	6	
14	18	
14		64D
14		10pu
14		12
14		64
14		29
14		12G
15		18p
15	6pu	
15	14	
15	21L	
15	4G	
16		22P
16	13pu	
16	7	
16	77TD	
16		14pu
16		5
16		82to
16		6
16		4
16		2
16		19
16		14
16	10pu	
16	43	
16		19pu
16		41
16		19
16		6
16	10pu	
16	12	
16	10	
16	64	
16	29TD	
16		4pu
16		41G
17		81P
17	13pu	
17		22D
17		18pu
17		27
17		18
17		22
17		81
17		3
17		22
17		3G
18		22P
18	'00pu	
18	13	
18		13d
18		15pu
18		22
18		13
18	7D	
18	7pu	
18		8pu
18		8
18		15
18		8
18		15to
18		6pu
18		44
18	18D	
18	18	
18	11	
18	8	
18	18	
18	11	
18	18	
18	25	
18	8	
18	25to	
18	7pu	
18	13	
18	'00	
18	35G	
19		43p
19	4pu	
19	19	
19	41	
19		64d
19		4pu
20		22p
20	'00pu	
20	13	
20	1L	
20	17	
20	1	
20	21	
20	'00	
20	13	
20	77G	
21		43p
21	6pu	
21	19	
21	4	
21	2	
21	19	
21	41	
21	2	
21	19	
21	14	
21	19	
21		12pu
21		10
21		12
21		43
21		29
21		12
21		27
21	41D	
21	6pu	
21	4	
21	6	
21	14	
21	19	
21	44	
21	4G	
22		38p
22	'00pu	
22	7	
22	21	
22	9	
22	17	
22	1	
22	'00	
22	13	
22	1	
22	17	
22	21G	
23		18P
23	4pu	
23	19	
23	6	
23	14TD	
23		14pu
23		11
23		18
23	18pu	
23	4	
23	6	
23		14pu
23		88
23		5
23		18
23		11GL
24		43p
24	26pu	
24	19	
24	4	
24	41LG	
25		22p
25	13pu	
25	7	
25	13	
25	1	
25	77	
25	13	
25	3G	
26		11P
26	26pu	
26	19	
26	2	
26	41	
26	26	
26	14G	
27		6p
27	'00pu	
27	13	
27	9	
27	7	
27	1	
27	13	
27	'00	
27	21	
27	17	
27	1G	
28		43p
28	4pu	
28	19	
28		12pu
28		10
28		29
28		12
28		29
28		27
28	19pu	
28	4	
28	19	
28		12pu
28		10
28		12
28		27to
28		1pu
28		21G
29		18P
29	4pu	
29	19	
29	2	
29	14	
29	33	
29	41	
29		5D
29		5pu
29		11
29		25G
30		43P
30	27pu	
30	82	
30		12D
30		12pu
30		10
30		43
30	47D	
30	47pu	
30	82	
30	13L	
30		12pu
30		10
30		12
30		27L
30		29
30		64G
31		43p
31	26pu	
31	2	
31	14	
31	26	
31		77D
32		18P
32	4pu	
32	6	
32	19	
32	41	
32	6	
32	41	
32	4	
32	2	
32	19	
32	4	
32	6	
32	19	
32	6	
32	4	
32	6	
32	4G	
33		22p
33	7pu	
33	'00	
33	1	
33	9	
33	'00	
33	21	
33	13	
33	7	
33	13	
33	21	
33	7	
33	17	
33	21	
33	7G	
34		43P
34	4pu	
34	14	
34	2	
34	19	
34	14	
34	41	
34	19	
34	4	
34	41	
34	4G	
35		22p
35	'00pu	
35	13	
35	3	
35	13	
35	21	
35		22pu
35		47
35		15
35		22
35		15
35	13pu	
35	1	
35	13	
35	21	
35	3	
35	1	
35	77G	
36		18OBP
36	6pu	
36	14	
36	2	
36	6	
36	19	
36	6	
36	26	
36	2	
36	6	
36	14	
36	19	
36	26	
36	19	
36	1	
36	19	
36	14G	
37		22p
37	7pu	
37	13	
37	9	
37	17	
37	21	
37	77	
37	17	
37	7	
37	77	
37	7	
37	21	
37	1	
37	9	
37	21	
37	1	
37	17G	
38		43P
38	4pu	
38	6	
38	14	
38	19	
38	1	
38	4TD	
38		12pu
38		37
38		6
38		27
38		64
38		12
38		10
38	6pu	
38	4	
38		12pu
38		43
38	4pu	
38	14	
38	41	
38	14	
38	41	
38	19	
38		6D
38		12pu
38		27
38		43
38		27
38		43G
39		18P
39	19pu	
39	2	
39	19	
39	6	
39	22	
39	19G	
40		81p
40	'00pu	
40	13	
40	1	
40	77	
