point	pullTeam	recvTeam	event	pullNum	pullCode	recvNum	recvCode	scorTeam
37	pdxST	vanNH	13			22	A	vanNH
37	pdxST	vanNH	14			72	G	vanNH
38	vanNH	pdxST	1	33	P			vanNH
38	vanNH	pdxST	2			7	PU	vanNH
38	vanNH	pdxST	3			11		vanNH
38	vanNH	pdxST	4			13		vanNH
38	vanNH	pdxST	5			7		vanNH
38	vanNH	pdxST	6			13		vanNH
38	vanNH	pdxST	7	8	D			vanNH
38	vanNH	pdxST	8	33	PU			vanNH
38	vanNH	pdxST	9	75				vanNH
38	vanNH	pdxST	10	81				vanNH
38	vanNH	pdxST	11	18				vanNH
38	vanNH	pdxST	12	72				vanNH
38	vanNH	pdxST	13	33				vanNH
38	vanNH	pdxST	14	81				vanNH
38	vanNH	pdxST	15	8				vanNH
38	vanNH	pdxST	16	37				vanNH
38	vanNH	pdxST	17	81				vanNH
38	vanNH	pdxST	18	75				vanNH
38	vanNH	pdxST	19	8				vanNH
38	vanNH	pdxST	20	18				vanNH
38	vanNH	pdxST	21	75	LA			vanNH
38	vanNH	pdxST	22	45	G			vanNH
39	vanNH	pdxST	1	33	P			pdxST
39	vanNH	pdxST	2			7	PU	pdxST
39	vanNH	pdxST	3			10		pdxST
39	vanNH	pdxST	4			6		pdxST
39	vanNH	pdxST	5			10		pdxST
39	vanNH	pdxST	6			7		pdxST
39	vanNH	pdxST	7			10	A	pdxST
39	vanNH	pdxST	8			13	LG	pdxST
40	pdxST	vanNH	1	6	P			vanNH
40	pdxST	vanNH	2			91	PU	vanNH
40	pdxST	vanNH	3			5		vanNH
40	pdxST	vanNH	4			98		vanNH
40	pdxST	vanNH	5			21		vanNH
40	pdxST	vanNH	6			10	A	vanNH
40	pdxST	vanNH	7			72	G	vanNH
41	vanNH	pdxST	1	33	P			pdxST
41	vanNH	pdxST	2			10	PU	pdxST
41	vanNH	pdxST	3			24		pdxST
41	vanNH	pdxST	4			13		pdxST
41	vanNH	pdxST	5			24		pdxST
41	vanNH	pdxST	6			10		pdxST
41	vanNH	pdxST	7			24		pdxST
41	vanNH	pdxST	8			42		pdxST
41	vanNH	pdxST	9			13		pdxST
41	vanNH	pdxST	10			4		pdxST
41	vanNH	pdxST	11			24		pdxST
41	vanNH	pdxST	12			10		pdxST
41	vanNH	pdxST	13			24		pdxST
41	vanNH	pdxST	14			16		pdxST
41	vanNH	pdxST	15			24		pdxST
41	vanNH	pdxST	16			10		pdxST
41	vanNH	pdxST	17			24		pdxST
41	vanNH	pdxST	18			10		pdxST
41	vanNH	pdxST	19			24		pdxST
