point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	81	P		
1	2			14	PU
1	3			32	
1	4			14	
1	5			90	
1	6			32	
1	7			90	
1	8			5	LG
2	1	22	P		
2	2			6	PU
2	3			19	
2	4			22	
2	5			19	
2	6			41	
2	7			44	
2	8			19	
2	9	6	PU		
2	10	25			
2	11	1			
2	12	7			
2	13	1			
2	14	21			
2	15	12			
2	16	25			
2	17	6			
2	18	12			
2	19	1			
2	20	12			
2	21	25	G		
3	1	12	P		
3	2			47	PU
3	3			6	
3	4			2	
3	5			6	
3	6			4	
3	7			47	
3	8			18	
3	9			4	
3	10			14	
3	11			18	
3	12			6	
3	13			22	G
4	1	13	P		
4	2			32	PU
4	3			2	
4	4			90	
4	5			2	
4	6			99	L
4	7			8	
4	8			99	
4	9			8	G
5	1	22	OBP		
5	2			6	PU
5	3			41	
5	4			2	
5	5			19	
5	6			47	
5	7			19	
5	8	17	F		
5	9			33	
5	10			41	
5	11			33	
5	12			19	
5	13			41	
5	14			2	
5	15			47	
5	16			19	G
6	1	81	P		
6	2			2	PU
6	3			99	
6	4			14	
6	5			45	
6	6			80	
6	7			14	
6	8			8	
6	9			2	
6	10			99	
6	11			80	G
7	1	12	P		
7	2			4	PU
7	3			6	
7	4			14	
7	5	25	D		
7	6	12	PU		
7	7	5			
7	8	4			
7	9	12			
7	10	42			
7	11	31	G		
8	1	22	P		
8	2			4	PU
8	3			19	
8	4			4	
8	5			14	
8	6			44	
8	7			19	
8	8			4	TD
8	9	20	PU		
8	10	21	G		
9	1	12	P		
9	2			82	PU
9	3			24	
9	4	25	D		
9	5	12	PU		
9	6	4			
9	7	42	G		
10	1	22	P		
10	2			47	PU
10	3			6	
10	4			41	
10	5			6	
10	6			19	
10	7			14	
10	8			19	
10	9			6	
10	10			19	
10	11			2	
10	12			19	
10	13			47	
10	14			6	
10	15			19	
10	16			47	
10	17	1	TO		
10	18	99	PU		
10	19	2			
10	20	90			
10	21	2			
10	22	99			
10	23	9			
10	24	8			
10	25	2			
10	26			10	D
10	27			10	PU
10	28			13	
10	29			82	
10	30			27	
10	31			82	
10	32			8	
10	33			21	
10	34			13	
10	35			10	
10	36			13	
10	37			27	
10	38	99	PU		
10	39	8			
10	40	9	L		
10	41	14	TD		
10	42			10	PU
10	43			13	
10	44	99	PU		
10	45	90	G		
11	1	12	P		
11	2			4	PU
11	3			6	
11	4			47	
11	5			2	
11	6			47	
11	7			6	
11	8	12	PU		
12	1	22	P		
12	2			19	PU
12	3	19	PU		
12	4	22			
12	5	17			
12	6	22			
12	7	24			
12	8			14	D
12	9			19	PU
12	10			22	
12	11			41	
12	12			4	
12	13			22	
12	14			19	
12	15	19	PU		
12	16	21			
12	17	22			
12	18	24			
12	19	19			
12	20			14	F
12	21	6			
12	22	22			
12	23			33	F
12	24	19	G		
13	1	12	P		
13	2			4	PU
13	3			6	
13	4			2	
13	5			6	
13	6	5	F		
13	7	12	PU		
13	8			6	PU
13	9			47	G
14	1	27	P		
14	2			90	PU
14	3			99	
14	4			2	
14	5			8	
14	6			9	
14	7			8	
14	8			99	
14	9			2	
14	10			45	
14	11			32	
14	12	8	F		
14	13			32	
14	14	21	D		
14	15	5	PU		
14	16	24			
14	17	5			
14	18	10			
14	19	8			
14	20	10			
14	21	27			
14	22	21	TO		
14	23	21	PU		
14	24	24			
14	25	21			
14	26	6			
14	27			1	F
14	28	10			
14	29	6			
14	30			22	D
14	31			22	PU
14	32	5	D		
14	33	6	PU		
14	34	8			
14	35	3	G		
15	1	13	OBP		
15	2			99	PU
15	3			8	
15	4			45	
15	5			9	
15	6			45	
15	7			99	
15	8			32	
15	9			99	
15	10			8	
15	11			99	
15	12			14	
15	13			9	G
16	1	12	P		
16	2			47	PU
16	3			19	
16	4			4	
16	5			2	
16	6			41	
16	7			47	
16	8			4	
16	9			18	
16	10			41	
16	11			2	
16	12	12	PU		
16	13	25	VTT		
16	14			19	PU
16	15			47	
16	16			14	
16	17	12	F		
16	18			47	
16	19			4	
16	20			47	
16	21			4	
16	22			19	
16	23			2	
16	24			4	
16	25			19	
16	26			18	
16	27			19	
16	28			2	
16	29			47	G
17	1	81	OBP		
17	2			99	PU
17	3			2	
17	4			99	
17	5			90	
17	6			8	LG
18	1	22	P		
18	2			47	PU
18	3			6	
18	4			22	
18	5			44	LG
19	1	81	P		
19	2			32	PU
19	3			99	
19	4			32	
19	5			90	
19	6			32	
19	7			99	
19	8			8	
19	9			90	
19	10			14	
19	11			45	
19	12			32	
19	13			99	
19	14			8	G
20	1	7	P		
20	2			6	PU
20	3			19	
20	4			22	
20	5			14	
20	6			14	SO
20	7			2	SI
20	8			2	PU
20	9			47	
20	10			19	
20	11			18	
20	12			2	G
21	1	81	P		
21	2			14	PU
21	3			2	
21	4			8	
21	5	81	F		
21	6			2	
21	7	82	PU		
21	8	24			
21	9	13	TD		
21	10			45	PU
21	11			32	G
22	1	22	P		
22	2			47	PU
22	3			19	
22	4	22	D		
22	5	22	PU		
22	6	6			
22	7			4	D
22	8			4	PU
22	9			19	
22	10			41	
22	11			2	
22	12			33	
22	13			4	
22	14			44	
22	15			2	
22	16			41	G
23	1	6	P		
23	2			99	PU
23	3			2	
23	4			32	
23	5	21	D		
24	1	6	P		
24	2			2	PU
24	3			99	
24	4			2	
24	5			8	
24	6			2	
24	7			99	
24	8			9	
24	9	10	F		
24	10			32	
24	11			90	G
25	1	12	P		
25	2			26	PU
25	3			47	
25	4	25	PU		
25	5	12			
25	6	5	VST		
25	7			4	PU
25	8	3	PU		
25	9	25	G		
26	1	22	P		
26	2			4	PU
26	3			19	
26	4			2	
26	5			14	
26	6			22	
26	7			19	
26	8			14	
26	9			4	
26	10			47	
26	11			2	
26	12			4	
26	13			14	
26	14			22	
26	15	17	D		
26	16	19	PU		
26	17	6	L		
26	18	17			
26	19	1			
26	20	6			
26	21	19			
26	22	6	G		
27	1	12	P		
27	2			6	PU
27	3			5	
27	4			6	
27	5			13	
27	6			6	G
28	1	6	P		
28	2			14	PU
28	3			99	
28	4			2	
28	5			99	
28	6			8	
28	7	6	PU		
28	8	5			
28	9	6			
28	10			2	PU
28	11			90	
28	12			8	
28	13			32	
28	14			99	
28	15			32	
28	16			8	
28	17			90	
28	18	21	F		
28	19			8	
28	20			14	
28	21	27	F		
28	22			99	G
29	1	22	P		
29	2			4	PU
29	3			41	
29	4	19	PU		
29	5	21			
29	6	1			
29	7	20			
29	8	24			
29	9	17			
29	10	20			
29	11	17			
29	12	1			
29	13	24			
29	14	20			
29	15	22	G		
30	1	12	P		
30	2			47	PU
30	3			19	
30	4			22	
30	5			44	
30	6	5	D		
30	7	3	PU		
30	8	7			
30	9	12			
30	10	5			
30	11	12			
30	12	42	TO		
30	13	99	PU		
30	14	45	LG		
31	1	22	P		
31	2			4	PU
31	3			47	
31	4			22	
31	5			2	
31	6			41	
31	7			47	
31	8			26	
31	9			41	
31	10			22	
31	11			2	
31	12			33	G
32	1	6	P		
32	2			14	PU
32	3			99	
32	4			14	
32	5			99	
32	6			45	
32	7			80	
32	8			90	
32	9			99	
32	10			2	
32	11			80	G
33	1	12	P		
33	2			47	PU
33	3			19	
33	4			2	
33	5			18	L
33	6			47	
33	7	3	PU		
33	8	12			
33	9	42			
33	10	4	G		
34	1	19	P		
34	2			4	PU
34	3			26	
34	4			41	
34	5			22	
34	6			26	
34	7			4	
34	8			47	
34	9			4	
34	10			14	
34	11			44	
34	12	21	F		
34	13			4	
34	14			41	
34	15			4	
34	16			22	
34	17			14	G
35	1	6	P		
35	2			14	PU
35	3			90	
35	4			2	
35	5			90	
35	6			45	
35	7			90	
35	8	10	PU		
35	9	5			
35	10	27			
35	11			90	D
35	12			90	TO
35	13			90	PU
35	14			8	G
36	1	12	P		
36	2			26	PU
36	3			2	
36	4			6	
36	5	4	D		
37	1	22	P		
37	2			4	PU
37	3			6	
37	4	17	D		
37	5	1	PU		
37	6	19			
37	7	17			
37	8	19			
37	9	1			
37	10	19			
37	11	1	TD		
37	12			6	PU
37	13			14	
37	14			22	
37	15			4	
37	16			26	
37	17			22	
37	18	19	PU		
37	19	20			
37	20	17			
37	21	22			
37	22	19			
37	23	20			
37	24	6			
37	25			6	PU
37	26			4	
37	27			22	
37	28			4	
37	29			6	
37	30	22	D		
37	31	20	PU		
37	32	17	G		
38	1	7	P		
38	2			5	PU
38	3			19	
38	4			21	
38	5			10	
38	6			21	
38	7			27	
38	8			13	G
39	1	41	P		
39	2			99	PU
39	3			32	
39	4			8	
39	5			45	
39	6			99	
39	7			14	
39	8			80	
39	9			45	
39	10			14	
39	11			32	
39	12			8	
39	13			99	
39	14	10	F		
39	15			90	
39	16			99	
39	17	10	F		
39	18			8	
39	19			32	
39	20			8	
39	21			99	G
40	1	22	P		
40	2			5	PU
40	3			47	
40	4			5	
40	5	6	D		
40	6	20	PU		
40	7	22			
40	8	20			
40	9	5			
40	10	22	G		
41	1	12	P		
41	2			6	PU
41	3			19	
41	4			2	
41	5	99	PU		
41	6	12			
41	7	7			
41	8	12			
41	9	99			
41	10	42			
41	11	99			
41	12	12			
41	13	7			
41	14	99			
41	15	12			
41	16	5			
41	17	42			
41	18	4	G		
42	1	22	P		
42	2			26	PU
42	3			47	
42	4			14	
42	5			22	
42	6			2	
42	7			4	
42	8			26	
42	9			47	
42	10			14	
42	11			4	
42	12			22	
42	13			14	G
43	1	18	P		
43	2			2	PU
43	3			9	
43	4			2	
43	5			45	
43	6			9	G
44	1	12	P		
44	2			26	PU
44	3			19	
44	4			22	
44	5			19	
44	6			26	
44	7			14	
44	8			22	
44	9			41	
44	10			19	
44	11			22	
44	12			19	
44	13			47	
44	14			44	G
45	1	81	OBP		
45	2			8	PU
45	3			2	
45	4			8	
45	5	21	PU		
45	6	5			
45	7	13			
45	8			90	D
45	9			90	PU
45	10			99	
45	11			45	
45	12			99	
45	13			2	
45	14			45	
45	15			8	
45	16			9	
45	17			45	
45	18			99	
45	19			80	G
46	1	22	P		
46	2			4	PU
46	3			6	
46	4			18	
46	5			22	LG
47	1	13	P		
47	2			14	PU
47	3			8	
47	4			99	
47	5			45	
47	6			2	
47	7			99	
47	8			2	
47	9			45	
47	10			32	
47	11			2	
47	12			99	
47	13			14	
47	14	5	PU		
47	15	27			
47	16	8			
47	17	27			
47	18	5			
47	19	13			
47	20	5			
47	21	24			
47	22	81			
47	23	24			
47	24	27			
47	25	81			
47	26			9	D
