Pulling team: Seattle Rainmakers
Period: 1
Clock before point: 6:45:00
Clock after point: 3:12:00
Offense	Defense
	29P
10pu	
24	
10	
24	
10	
42	
10	
24	
10	
24	
10	
7	
2	
24	
7	
10	
	29pu
	12
	24
	29
	2
	23
	13
	29
24pu	
7	
	29pu
	12
	23
42d	
42PU	
11	
16	
10	
11	
10	
24to	
24pu	
7	
24	
7	
24	
7	
24	
7	
42	
2	
24	
42	
10G	
