point	event	pullNum	pullCode	recvNum	recvCode
27	9	29			
27	10	35	G		
28	1	?	P		
28	2			11	PU
28	3			34	
28	4			5	
28	5			34	
28	6			88	
28	7			34	
28	8			11	
28	9			5	G
29	1	46	P		
29	2			3	PU
29	3			20	
29	4			3	
29	5			1	
29	6			17	
29	7			3	TD
29	8	17	PU		
29	9			15	D
29	10			20	PU
29	11			6	
29	12			1	
29	13			3	
29	14			51	
29	15			3	
29	16			1	
29	17			17	
29	18			15	TD
29	19	17	PU		
29	20			20	PU
29	21			51	TD
29	22	12	PU		
29	23	37			
29	24	46			
29	25	17			
29	26	18			
29	27	46			
29	28	12			
29	29	37	G		
30	1	16	P		
30	2			20	PU
30	3			3	
30	4			20	
30	5			3	
30	6			9	
30	7			3	
30	8			17	
30	9			20	
30	10			6	
30	11			9	
30	12			6	
30	13			9	
30	14			48	G
31	1	35	P		
31	2			88	PU
31	3			5	
31	4			88	
31	5	35	D		
31	6	35	TO		
31	7	3	PU		
31	8	18			
31	9	20	TD		
31	10			17	PU
31	11			12	
31	12			46	TO
31	13			23	PU
31	14			40	
31	15			34	
31	16			23	
31	17			40	
31	18			11	
31	19			5	G
32	1	12	P		
32	2			3	PU
32	3			20	
32	4			51	
32	5	46	D		
32	6	12	PU		
32	7	18			
32	8	17			
32	9	18			
32	10	12			
32	11	17	G		
33	1	25	P		
33	2			20	PU
33	3			1	
33	4			6	
33	5			20	
33	6			17	
33	7			3	
33	8	83	D		
33	9	83			
33	10	25			
33	11	16			
33	12	2	LG		
34	1	18	P		
34	2			3	PU
34	3			9	
34	4			20	
34	5			13	
34	6			3	
34	7			35	VTT
34	8	23	PU		
34	9	13			
35	1	46	P		
35	2			3	PU
35	3			20	
35	4			3	
35	5			9	
35	6			20	
35	7			6	
35	8			3	
35	9			48	
35	10	37	F		
35	11			35	
35	12			3	
35	13	10	D		
35	14	12	PU		
35	15	18			
35	16	12			
35	17			20	D
35	18			20	
35	19			48	
35	20			35	
35	21	17	PU		
35	22	18			
35	23			6	D
35	24			3	PU
35	25			20	
35	26			9	
35	27			35	
35	28			6	
35	29			35	
35	30			13	
35	31			9	TD
35	32	12	PU		
35	33			20	PU
35	34			9	G
36	1	?	P		
36	2			57	PU
36	3			5	
36	4			34	
36	5			5	
36	6			34	
36	7			5	
36	8			34	
36	9			5	
36	10			57	
36	11			5	
36	12			34	
36	13			5	
36	14			34	
36	15			5	
36	16			34	
36	17			5	
36	18			34	
36	19			57	
36	20			8	
36	21			5	
36	22			40	
36	23			8	
36	24			34	
36	25			13	
36	26			8	
36	27	3	D		
36	28	35	PU		
36	29			5	HB
36	30			40	PU
36	31	9	D		
36	32	9			
36	33	35			
36	34	3			
36	35	17			
36	36	29			
36	37	35			
36	38			23	PU
36	39			40	
36	40	17	F		
36	41			34	
36	42			40	
36	43			34	
36	44			40	
36	45			34	
36	46			40	
36	47			5	TD
36	48	17	PU		
36	49	29	TD		
36	50			23	PU
36	51			13	G
37	1	?	P		
37	2			3	PU
37	3	12	PU		
37	4	10	TD		
37	5			20	PU
37	6	12	F		
37	7			1	
37	8			6	
37	9			1	
37	10			3	
37	11			6	
37	12	18	F		
37	13	85	D		
37	14	46	PU		
37	15	17			
37	16	37			
37	17	12	G		
38	1	23	P		
38	2			20	PU
38	3			35	
38	4			13	
38	5			21	
38	6	2	D		
38	7	23	PU		
38	8	34			
38	9	2			
38	10	21			
38	11	9			
38	12	16			
38	13	40			
38	14	34			
38	15	40			
38	16	34			
38	17	40	TO		
38	18	40	PU		
38	19	11			
38	20	34			
38	21	11			
38	22	88			
38	23	34			
38	24	40			
38	25	11			
38	26	88			
38	27	40			
38	28	5			
38	29	34	TD		
38	30			9	PU
38	31			13	
