period	point	pull_team	event	poss_abs	poss_rel	poss_team	pl_team	pl_pnum	pl_code	n_events	huck	score	scor_team	who	a_code	b_code
1	1	pdxST	3	1	1	sfoDF	sfoDF	16	TA	3	FALSE	FALSE	NA	o_line	TA	off -
1	1	pdxST	12	2	2	pdxST	sfoDF	13	D	9	FALSE	FALSE	NA	d_line	D	def +
1	1	pdxST	22	3	3	sfoDF	sfoDF	88	G	10	FALSE	TRUE	sfoDF	o_line	G	G
1	2	sfoDF	14	4	1	pdxST	pdxST	2	G	14	TRUE	TRUE	pdxST	o_line	G	G
1	3	pdxST	5	5	1	sfoDF	sfoDF	19	TD	5	FALSE	FALSE	NA	o_line	TD	off -
1	3	pdxST	8	6	2	pdxST	pdxST	88	TA	3	FALSE	FALSE	NA	d_line	TA	off -
1	3	pdxST	13	7	3	sfoDF	sfoDF	13	G	5	FALSE	TRUE	sfoDF	o_line	G	G
1	4	sfoDF	12	8	1	pdxST	pdxST	6	G	12	TRUE	TRUE	pdxST	o_line	G	G
1	5	pdxST	13	9	1	sfoDF	sfoDF	88	TD	13	FALSE	FALSE	NA	o_line	TD	off -
1	5	pdxST	16	10	2	pdxST	sfoDF	6	D	3	FALSE	FALSE	NA	d_line	D	def +
1	5	pdxST	23	11	3	sfoDF	sfoDF	46	G	7	TRUE	TRUE	sfoDF	o_line	G	G
1	6	sfoDF	10	12	1	pdxST	pdxST	11	TA	10	FALSE	FALSE	NA	o_line	TA	off -
1	6	sfoDF	12	13	2	sfoDF	pdxST	88	D	2	FALSE	FALSE	NA	d_line	D	def +
1	6	sfoDF	24	14	3	pdxST	pdxST	24	TA	12	FALSE	FALSE	NA	o_line	TA	off -
1	6	sfoDF	35	15	4	sfoDF	sfoDF	6	TD	11	FALSE	FALSE	NA	d_line	TD	off -
1	6	sfoDF	41	16	5	pdxST	sfoDF	11	HB	6	FALSE	FALSE	NA	o_line	D	def +
1	6	sfoDF	43	17	6	sfoDF	sfoDF	5	G	2	FALSE	TRUE	sfoDF	d_line	G	G
1	7	sfoDF	13	18	1	pdxST	pdxST	73	G	13	FALSE	TRUE	pdxST	o_line	G	G
1	8	pdxST	10	19	1	sfoDF	sfoDF	8	TA	10	FALSE	FALSE	NA	o_line	TA	off -
1	8	pdxST	22	20	2	pdxST	pdxST	24	eop	12	FALSE	FALSE	NA	d_line	eop	eop
