game	poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
2014-04-19_bosWC-at-wdcCT	70	2	35	10	11	ao	0	O-CTH	wdcCT-32		O-CTH	wdcCT-99	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	11	12	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-32	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	12	13	ao	0	O-CTH	wdcCT-32		O-CTH	wdcCT-99	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	13	14	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-32	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	14	15	ao	0	O-CTH	wdcCT-32		O-CTH	wdcCT-8	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	15	16	ao	0	O-CTH	wdcCT-8		O-CTH	wdcCT-99	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	16	17	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-5	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	17	18	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-99	TRUE	compl
2014-04-19_bosWC-at-wdcCT	70	2	35	18	19	ao	0	O-CTH	wdcCT-99		O-G	wdcCT-32	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	2	3	ao	0	O-PU	bosWC-00		O-CTH	bosWC-7	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	3	4	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-00	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	4	5	ao	0	O-CTH	bosWC-00		O-CTH	bosWC-21	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	5	6	ao	0	O-CTH	bosWC-21		O-CTH	bosWC-7	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	6	7	ao	0	O-CTH	bosWC-7		O-CTH	bosWC-12	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	7	8	ao	0	O-CTH	bosWC-12		O-CTH	bosWC-77	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	8	9	ao	0	O-CTH	bosWC-77		O-CTH	bosWC-12	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	9	10	ao	0	O-CTH	bosWC-12		O-CTH	bosWC-1	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	10	11	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-12	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	11	13	ao	1	O-CTH	bosWC-12	D-F	O-CTH	bosWC-14	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	13	14	ao	0	O-CTH	bosWC-14		O-CTH	bosWC-7	TRUE	compl
2014-04-19_bosWC-at-wdcCT	71	1	36	14	15	ao	0	O-CTH	bosWC-7		O-G	bosWC-21	TRUE	compl
2014-04-19_bosWC-at-wdcCT	72	1	37	2	3	ao	0	O-PU	wdcCT-88		O-CTH	wdcCT-99	TRUE	compl
2014-04-19_bosWC-at-wdcCT	72	1	37	3	4	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-2	TRUE	compl
2014-04-19_bosWC-at-wdcCT	72	1	37	4	5	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-88	TRUE	compl
2014-04-19_bosWC-at-wdcCT	72	1	37	5	6	ao	0	O-CTH	wdcCT-88		O-CTH	wdcCT-2	TRUE	compl
2014-04-19_bosWC-at-wdcCT	72	1	37	6	7	ao	0	O-CTH	wdcCT-2		O-CTH	wdcCT-90	TRUE	compl
2014-04-19_bosWC-at-wdcCT	72	1	37	7	9	ao	1	O-CTH	wdcCT-90	D-F	O-CTH	wdcCT-8	TRUE	compl
2014-04-19_bosWC-at-wdcCT	72	1	37	9	10	ao	0	O-CTH	wdcCT-8		O-G	wdcCT-88	TRUE	compl
2014-04-19_phlSP-at-nykRM	1	1	1	2	3	ao	0	O-PU	phlSP-7		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	1	1	1	3	4	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	1	1	1	4	4	an	-1	O-CTH	phlSP-1		NA	phlSP-1	TRUE	taway
2014-04-19_phlSP-at-nykRM	2	2	1	5	6	ao	0	O-PU	nykRM-7		O-TD	nykRM-21	TRUE	drop
2014-04-19_phlSP-at-nykRM	3	3	1	7	8	ao	0	O-PU	phlSP-7		O-G	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	2	3	ao	0	O-PU	nykRM-19		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	4	5	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	5	6	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-41	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	6	7	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	7	8	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	8	9	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	9	10	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	4	1	2	10	11	ao	0	O-CTH	nykRM-19		O-G	nykRM-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	2	3	ao	0	O-PU	phlSP-7		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	3	4	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	4	5	ao	0	O-CTH	phlSP-1		O-CTH	phlSP-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	5	6	ao	0	O-CTH	phlSP-14		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	6	7	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	7	8	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	8	9	ao	0	O-CTH	phlSP-14		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	9	10	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-32	TRUE	compl
2014-04-19_phlSP-at-nykRM	5	1	3	10	11	ao	0	O-CTH	phlSP-32		O-G	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	2	3	ao	0	O-PU	nykRM-4		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	4	5	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	5	6	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-4	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	6	7	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	7	8	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	8	9	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-4	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	9	10	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	10	11	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	6	1	4	11	12	ao	0	O-CTH	nykRM-22		O-G	nykRM-44	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	2	3	ao	0	O-PU	phlSP-7		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	3	4	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-9	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	4	5	ao	0	O-CTH	phlSP-9		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	5	6	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	6	7	ao	0	O-CTH	phlSP-14		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	7	8	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	8	9	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-32	TRUE	compl
2014-04-19_phlSP-at-nykRM	7	1	5	9	10	ao	0	O-CTH	phlSP-32		O-G	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	2	3	ao	0	O-PU	nykRM-4		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-41	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	4	5	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	5	6	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	6	7	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-4	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	7	8	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	8	9	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-44	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	9	10	ao	0	O-CTH	nykRM-44		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	10	11	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	11	12	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	8	1	6	12	13	ao	0	O-CTH	nykRM-6		O-G	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	2	3	ao	0	O-PU	phlSP-20		O-CTH	phlSP-13	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	3	4	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	4	5	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	5	6	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	6	7	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-13	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	7	8	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-32	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	8	9	ao	0	O-CTH	phlSP-32		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	9	10	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-13	TRUE	compl
2014-04-19_phlSP-at-nykRM	9	1	7	10	10	an	-1	O-CTH	phlSP-13		NA	phlSP-13	TRUE	taway
2014-04-19_phlSP-at-nykRM	10	2	7	11	12	ao	0	O-PU	nykRM-47		O-CTH	nykRM-5	TRUE	compl
2014-04-19_phlSP-at-nykRM	10	2	7	12	13	ao	0	O-CTH	nykRM-5		O-CTH	nykRM-47	TRUE	compl
2014-04-19_phlSP-at-nykRM	10	2	7	13	14	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-5	TRUE	compl
2014-04-19_phlSP-at-nykRM	10	2	7	14	15	ao	0	O-CTH	nykRM-5		O-CTH	nykRM-38	TRUE	compl
2014-04-19_phlSP-at-nykRM	10	2	7	15	15	an	-1	O-CTH	nykRM-38		NA	nykRM-38	TRUE	taway
2014-04-19_phlSP-at-nykRM	11	3	7	16	17	ao	0	O-PU	phlSP-7		O-CTH	phlSP-9	TRUE	compl
2014-04-19_phlSP-at-nykRM	11	3	7	17	18	ao	0	O-CTH	phlSP-9		D-D	nykRM-21	TRUE	defd
2014-04-19_phlSP-at-nykRM	12	4	7	19	20	ao	0	O-PU	nykRM-38		O-CTH	nykRM-47	TRUE	compl
2014-04-19_phlSP-at-nykRM	12	4	7	20	21	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-38	TRUE	compl
2014-04-19_phlSP-at-nykRM	12	4	7	21	22	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-5	TRUE	compl
2014-04-19_phlSP-at-nykRM	12	4	7	22	23	ao	0	O-CTH	nykRM-5		O-G	nykRM-13	TRUE	compl
2014-04-19_phlSP-at-nykRM	13	1	8	2	3	ao	0	O-PU	phlSP-64		O-CTH	phlSP-21	TRUE	compl
2014-04-19_phlSP-at-nykRM	13	1	8	3	4	ao	0	O-CTH	phlSP-21		O-CTH	phlSP-11	TRUE	compl
2014-04-19_phlSP-at-nykRM	13	1	8	4	5	ao	0	O-CTH	phlSP-11		O-CTH	phlSP-16	TRUE	compl
2014-04-19_phlSP-at-nykRM	13	1	8	5	6	ao	0	O-CTH	phlSP-16		O-CTH	phlSP-41	TRUE	compl
2014-04-19_phlSP-at-nykRM	13	1	8	6	8	ao	1	O-CTH	phlSP-41	D-F	O-CTH	phlSP-64	TRUE	compl
2014-04-19_phlSP-at-nykRM	13	1	8	8	9	ao	0	O-CTH	phlSP-64		D-D	nykRM-82	TRUE	defd
2014-04-19_phlSP-at-nykRM	14	2	8	10	11	ao	0	O-CTH	nykRM-82		O-TD	nykRM-27	TRUE	drop
2014-04-19_phlSP-at-nykRM	15	3	8	12	14	ao	1	O-PU	phlSP-71	D-F	D-D	nykRM-82	TRUE	defd
2014-04-19_phlSP-at-nykRM	16	4	8	15	16	ao	0	O-PU	nykRM-10		O-CTH	nykRM-3	TRUE	compl
2014-04-19_phlSP-at-nykRM	16	4	8	16	17	ao	0	O-CTH	nykRM-3		O-CTH	nykRM-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	16	4	8	17	18	ao	0	O-CTH	nykRM-27		O-CTH	nykRM-10	TRUE	compl
2014-04-19_phlSP-at-nykRM	16	4	8	18	19	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-81	TRUE	compl
2014-04-19_phlSP-at-nykRM	16	4	8	19	25	ao	5	O-CTH	nykRM-81	D-F,O-SO,D-SO,O-SI,D-SI	O-CTH	nykRM-7	FALSE	compl
2014-04-19_phlSP-at-nykRM	16	4	8	25	26	ao	0	O-CTH	nykRM-7		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	16	4	8	26	26	an	-1	O-CTH	nykRM-6		NA	nykRM-6	TRUE	taway
2014-04-19_phlSP-at-nykRM	17	5	8	27	28	ao	0	O-PU	phlSP-21		D-D	nykRM-8	TRUE	defd
2014-04-19_phlSP-at-nykRM	18	6	8	29	30	ao	0	O-PU	nykRM-6		O-CTH	nykRM-10	TRUE	compl
2014-04-19_phlSP-at-nykRM	18	6	8	30	31	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-3	TRUE	compl
2014-04-19_phlSP-at-nykRM	18	6	8	31	32	ao	0	O-CTH	nykRM-3		O-CTH	nykRM-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	18	6	8	32	33	ao	0	O-CTH	nykRM-7		O-CTH	nykRM-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	18	6	8	33	34	ao	0	O-CTH	nykRM-27		O-TD	nykRM-81	TRUE	drop
2014-04-19_phlSP-at-nykRM	19	7	8	35	36	ao	0	O-PU	phlSP-64		O-TO	phlSP-64	TRUE	nopass
2014-04-19_phlSP-at-nykRM	19	7	8	37	38	ao	0	O-PU	phlSP-20		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	38	39	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-12	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	39	40	ao	0	O-CTH	phlSP-12		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	40	41	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	41	42	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	42	43	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	43	44	ao	0	O-CTH	phlSP-1		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	44	45	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-32	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	45	47	ao	1	O-CTH	phlSP-32	D-F	O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	19	7	8	47	48	ao	0	O-CTH	phlSP-7		O-G	phlSP-9	TRUE	compl
2014-04-19_phlSP-at-nykRM	20	1	9	2	3	ao	0	O-PU	nykRM-19		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	20	1	9	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	20	1	9	4	5	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	20	1	9	5	6	ao	0	O-CTH	nykRM-19		O-CTH	nykRM-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	20	1	9	6	8	ao	1	O-CTH	nykRM-14	D-F	O-CTH	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	20	1	9	8	9	ao	0	O-CTH	nykRM-19		O-G	nykRM-41	TRUE	compl
2014-04-19_phlSP-at-nykRM	21	1	10	2	3	ao	0	O-PU	phlSP-20		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	21	1	10	3	4	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	21	1	10	4	5	ao	0	O-CTH	phlSP-1		D-D	nykRM-21	TRUE	defd
2014-04-19_phlSP-at-nykRM	22	2	10	6	7	ao	0	O-PU	nykRM-15		O-CTH	nykRM-38	TRUE	compl
2014-04-19_phlSP-at-nykRM	22	2	10	7	8	ao	0	O-CTH	nykRM-38		O-CTH	nykRM-81	TRUE	compl
2014-04-19_phlSP-at-nykRM	22	2	10	8	9	ao	0	O-CTH	nykRM-81		O-G	nykRM-38	TRUE	compl
2014-04-19_phlSP-at-nykRM	23	1	11	2	3	ao	0	O-PU	phlSP-7		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	23	1	11	3	3	an	-1	O-CTH	phlSP-20		NA	phlSP-20	TRUE	taway
2014-04-19_phlSP-at-nykRM	24	2	11	4	5	ao	0	O-PU	nykRM-47		O-CTH	nykRM-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	24	2	11	5	6	ao	0	O-CTH	nykRM-7		O-CTH	nykRM-38	TRUE	compl
2014-04-19_phlSP-at-nykRM	24	2	11	6	7	ao	0	O-CTH	nykRM-38		O-G	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	25	1	12	2	3	ao	0	O-PU	phlSP-13		O-CTH	phlSP-21	TRUE	compl
2014-04-19_phlSP-at-nykRM	25	1	12	3	4	ao	0	O-CTH	phlSP-21		O-CTH	phlSP-71	TRUE	compl
2014-04-19_phlSP-at-nykRM	25	1	12	4	5	ao	0	O-CTH	phlSP-71		O-CTH	phlSP-21	TRUE	compl
2014-04-19_phlSP-at-nykRM	25	1	12	5	6	ao	0	O-CTH	phlSP-21		O-CTH	phlSP-64	TRUE	compl
2014-04-19_phlSP-at-nykRM	25	1	12	6	6	an	-1	O-CTH	phlSP-64		NA	phlSP-64	TRUE	taway
2014-04-19_phlSP-at-nykRM	26	2	12	7	8	ao	0	O-PU	nykRM-82		O-CTH	nykRM-5	TRUE	compl
2014-04-19_phlSP-at-nykRM	26	2	12	8	9	ao	0	O-CTH	nykRM-5		O-CTH	nykRM-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	26	2	12	9	10	ao	0	O-CTH	nykRM-27		O-CTH	nykRM-13	TRUE	compl
2014-04-19_phlSP-at-nykRM	26	2	12	10	11	ao	0	O-CTH	nykRM-13		O-CTH	nykRM-10	TRUE	compl
2014-04-19_phlSP-at-nykRM	26	2	12	11	12	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-81	TRUE	compl
2014-04-19_phlSP-at-nykRM	26	2	12	12	13	ao	0	O-CTH	nykRM-81		O-CTH	nykRM-10	TRUE	compl
2014-04-19_phlSP-at-nykRM	26	2	12	13	14	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	26	2	12	14	15	ao	0	O-CTH	nykRM-27		O-G	nykRM-81	TRUE	compl
2014-04-19_phlSP-at-nykRM	27	1	13	2	3	ao	0	O-PU	phlSP-20		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	27	1	13	3	4	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	27	1	13	4	5	ao	0	O-CTH	phlSP-1		O-CTH	phlSP-32	TRUE	compl
2014-04-19_phlSP-at-nykRM	27	1	13	5	5	an	-1	O-CTH	phlSP-32		NA	phlSP-32	TRUE	taway
2014-04-19_phlSP-at-nykRM	28	2	13	6	7	ao	0	O-PU	nykRM-15		O-CTH	nykRM-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	28	2	13	7	8	ao	0	O-CTH	nykRM-7		O-CTH	nykRM-38	TRUE	compl
2014-04-19_phlSP-at-nykRM	28	2	13	8	9	ao	0	O-CTH	nykRM-38		D-D	phlSP-32	TRUE	defd
2014-04-19_phlSP-at-nykRM	29	3	13	10	11	ao	0	O-PU	phlSP-12		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	29	3	13	11	12	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-11	TRUE	compl
2014-04-19_phlSP-at-nykRM	29	3	13	12	13	ao	0	O-CTH	phlSP-11		O-TO	phlSP-11	TRUE	nopass
2014-04-19_phlSP-at-nykRM	29	3	13	14	15	ao	0	O-PU	phlSP-7		O-CTH	phlSP-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	29	3	13	15	16	ao	0	O-CTH	phlSP-1		O-G	phlSP-12	TRUE	compl
2014-04-19_phlSP-at-nykRM	30	1	14	2	3	ao	0	O-PU	nykRM-4		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	30	1	14	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-14	TRUE	compl
2014-04-19_phlSP-at-nykRM	30	1	14	4	5	ao	0	O-CTH	nykRM-14		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	30	1	14	5	6	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-19	TRUE	compl
2014-04-19_phlSP-at-nykRM	30	1	14	6	8	ao	1	O-CTH	nykRM-19	D-F	O-CTH	nykRM-44	TRUE	compl
2014-04-19_phlSP-at-nykRM	30	1	14	8	9	ao	0	O-CTH	nykRM-44		O-CTH	nykRM-4	TRUE	compl
2014-04-19_phlSP-at-nykRM	30	1	14	9	10	ao	0	O-CTH	nykRM-4		O-G	nykRM-44	TRUE	compl
2014-04-19_phlSP-at-nykRM	31	1	15	2	3	ao	0	O-PU	phlSP-20		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	31	1	15	3	4	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	31	1	15	4	5	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	31	1	15	5	6	ao	0	O-CTH	phlSP-1		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	31	1	15	6	7	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	31	1	15	7	7	an	-1	O-CTH	phlSP-27		NA	phlSP-27	TRUE	taway
2014-04-19_phlSP-at-nykRM	32	2	15	8	9	ao	0	O-PU	nykRM-47		O-CTH	nykRM-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	32	2	15	9	10	ao	0	O-CTH	nykRM-7		O-CTH	nykRM-10	TRUE	compl
2014-04-19_phlSP-at-nykRM	32	2	15	10	11	ao	0	O-CTH	nykRM-10		O-CTH	nykRM-81	TRUE	compl
2014-04-19_phlSP-at-nykRM	32	2	15	11	12	ao	0	O-CTH	nykRM-81		O-TD	nykRM-21	TRUE	drop
2014-04-19_phlSP-at-nykRM	33	3	15	13	14	ao	0	O-PU	phlSP-20		O-CTH	phlSP-7	TRUE	compl
2014-04-19_phlSP-at-nykRM	33	3	15	14	15	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-27	TRUE	compl
2014-04-19_phlSP-at-nykRM	33	3	15	15	16	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-20	TRUE	compl
2014-04-19_phlSP-at-nykRM	33	3	15	16	17	ao	0	O-CTH	phlSP-20		O-CTH	phlSP-9	TRUE	compl
2014-04-19_phlSP-at-nykRM	33	3	15	17	18	ao	0	O-CTH	phlSP-9		O-G	phlSP-32	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	2	3	ao	0	O-PU	nykRM-26		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-1	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	4	5	ao	0	O-CTH	nykRM-1		O-CTH	nykRM-22	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	5	6	ao	0	O-CTH	nykRM-22		O-CTH	nykRM-6	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	6	7	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-41	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	7	8	ao	0	O-CTH	nykRM-41		O-CTH	nykRM-4	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	8	9	ao	0	O-CTH	nykRM-4		O-CTH	nykRM-26	TRUE	compl
2014-04-19_phlSP-at-nykRM	34	1	16	9	10	ao	0	O-CTH	nykRM-26		O-CTH	nykRM-4	TRUE	compl
