game	point	period	clk_before	clk_after	pull_team	n_poss	scor_team	h_or_b	bosWC	nykRM	seaRM	sfoDF	pdxST	vanNH	phlSP	wdcCT
2014-04-26_pdxST-at-sfoDF	10	2	10:00:00	9:36:00	pdxST	1	sfoDF	hold	NA	NA	NA	6	4	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	11	2	9:36:00	8:18:00	sfoDF	3	pdxST	hold	NA	NA	NA	6	5	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	12	2	8:18:00	6:18:00	pdxST	3	sfoDF	hold	NA	NA	NA	7	5	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	13	2	6:18:00	4:31:00	sfoDF	5	pdxST	hold	NA	NA	NA	7	6	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	14	2	4:31:00	2:06:00	pdxST	3	sfoDF	hold	NA	NA	NA	8	6	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	15	1	2:06:00	1:41:00	sfoDF	1	pdxST	hold	NA	NA	NA	8	7	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	16	2	1:41:00	1:25:00	pdxST	1	sfoDF	hold	NA	NA	NA	9	7	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	17	2	1:25:00	0:09:08	sfoDF	3	pdxST	hold	NA	NA	NA	9	8	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	18	2	0:09:08	0:00:00	pdxST	NA	NA	NA	NA	NA	NA	9	8	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	19	3	10:00:00	8:52:00	sfoDF	4	sfoDF	break	NA	NA	NA	10	8	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	20	3	8:52:00	8:04:00	sfoDF	2	sfoDF	break	NA	NA	NA	11	8	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	21	3	8:04:00	5:27:00	sfoDF	6	sfoDF	break	NA	NA	NA	12	8	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	22	3	5:27:00	5:02:00	sfoDF	2	sfoDF	break	NA	NA	NA	13	8	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	23	3	5:02:00	3:30:00	sfoDF	3	pdxST	hold	NA	NA	NA	13	9	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	24	3	3:30:00	1:51:00	pdxST	2	pdxST	break	NA	NA	NA	13	10	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	25	3	1:51:00	1:24:00	pdxST	1	sfoDF	hold	NA	NA	NA	14	10	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	26	3	1:24:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	NA	14	10	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	27	4	10:00:00	9:24:00	pdxST	2	pdxST	break	NA	NA	NA	14	11	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	28	4	9:24:00	8:39:00	pdxST	2	pdxST	break	NA	NA	NA	14	12	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	29	4	8:39:00	7:58:00	pdxST	2	pdxST	break	NA	NA	NA	14	13	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	30	4	7:58:00	7:37:00	pdxST	1	sfoDF	hold	NA	NA	NA	15	13	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	31	4	7:37:00	6:56:00	sfoDF	3	pdxST	hold	NA	NA	NA	15	14	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	32	4	6:56:00	6:11:00	pdxST	3	sfoDF	hold	NA	NA	NA	16	14	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	33	4	6:11:00	5:28:00	sfoDF	1	pdxST	hold	NA	NA	NA	16	15	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	34	4	5:28:00	0:08:07	pdxST	8	pdxST	break	NA	NA	NA	16	16	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	35	4	0:08:07	0:00:00	pdxST	NA	NA	NA	NA	NA	NA	16	16	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	36	5	5:00:00	3:37:00	sfoDF	3	pdxST	hold	NA	NA	NA	16	17	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	37	5	3:37:00	0:11:00	pdxST	6	pdxST	break	NA	NA	NA	16	18	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	38	5	0:11:00	0:00:00	pdxST	NA	NA	NA	NA	NA	NA	16	18	NA	NA	NA
2014-04-26_vanNH-at-seaRM	1	1	10:00:00	9:26:00	vanNH	1	seaRM	hold	NA	NA	1	NA	NA	0	NA	NA
2014-04-26_vanNH-at-seaRM	2	1	9:26:00	7:19:00	seaRM	4	seaRM	break	NA	NA	2	NA	NA	0	NA	NA
2014-04-26_vanNH-at-seaRM	3	1	7:19:00	6:52:00	seaRM	2	seaRM	break	NA	NA	3	NA	NA	0	NA	NA
2014-04-26_vanNH-at-seaRM	4	1	6:52:00	6:31:00	seaRM	1	vanNH	hold	NA	NA	3	NA	NA	1	NA	NA
2014-04-26_vanNH-at-seaRM	5	1	6:31:00	6:02:00	vanNH	1	seaRM	hold	NA	NA	4	NA	NA	1	NA	NA
2014-04-26_vanNH-at-seaRM	6	1	6:02:00	5:15:00	seaRM	1	vanNH	hold	NA	NA	4	NA	NA	2	NA	NA
2014-04-26_vanNH-at-seaRM	7	1	5:15:00	4:40:00	vanNH	2	vanNH	break	NA	NA	4	NA	NA	3	NA	NA
2014-04-26_vanNH-at-seaRM	8	1	4:40:00	1:58:00	vanNH	5	seaRM	hold	NA	NA	5	NA	NA	3	NA	NA
2014-04-26_vanNH-at-seaRM	9	1	1:58:00	1:40:00	seaRM	1	vanNH	hold	NA	NA	5	NA	NA	4	NA	NA
2014-04-26_vanNH-at-seaRM	10	1	1:40:00	0:46:00	vanNH	2	vanNH	break	NA	NA	5	NA	NA	5	NA	NA
2014-04-26_vanNH-at-seaRM	11	1	0:46:00	0:00:00	vanNH	NA	NA	NA	NA	NA	5	NA	NA	5	NA	NA
2014-04-26_vanNH-at-seaRM	12	2	10:00:00	7:56:00	vanNH	4	vanNH	break	NA	NA	5	NA	NA	6	NA	NA
2014-04-26_vanNH-at-seaRM	13	2	7:56:00	7:32:00	vanNH	1	seaRM	hold	NA	NA	6	NA	NA	6	NA	NA
2014-04-26_vanNH-at-seaRM	14	2	7:32:00	6:52:00	seaRM	2	seaRM	break	NA	NA	7	NA	NA	6	NA	NA
2014-04-26_vanNH-at-seaRM	15	2	6:52:00	5:17:00	seaRM	4	seaRM	break	NA	NA	8	NA	NA	6	NA	NA
2014-04-26_vanNH-at-seaRM	16	2	5:17:00	4:53:00	seaRM	1	vanNH	hold	NA	NA	8	NA	NA	7	NA	NA
2014-04-26_vanNH-at-seaRM	17	2	4:53:00	4:33:00	vanNH	1	seaRM	hold	NA	NA	9	NA	NA	7	NA	NA
2014-04-26_vanNH-at-seaRM	18	2	4:33:00	2:16:00	seaRM	5	vanNH	hold	NA	NA	9	NA	NA	8	NA	NA
2014-04-26_vanNH-at-seaRM	19	2	2:16:00	0:54:00	vanNH	3	seaRM	hold	NA	NA	10	NA	NA	8	NA	NA
2014-04-26_vanNH-at-seaRM	20	2	0:54:00	0:00:00	seaRM	3	vanNH	hold	NA	NA	10	NA	NA	9	NA	NA
2014-04-26_vanNH-at-seaRM	21	3	10:00:00	9:13:00	seaRM	2	seaRM	break	NA	NA	11	NA	NA	9	NA	NA
2014-04-26_vanNH-at-seaRM	22	3	9:13:00	9:01:00	seaRM	1	vanNH	hold	NA	NA	11	NA	NA	10	NA	NA
2014-04-26_vanNH-at-seaRM	23	3	9:01:00	7:39:00	vanNH	1	seaRM	hold	NA	NA	12	NA	NA	10	NA	NA
2014-04-26_vanNH-at-seaRM	24	3	7:39:00	6:51:00	seaRM	1	vanNH	hold	NA	NA	12	NA	NA	11	NA	NA
2014-04-26_vanNH-at-seaRM	25	3	6:51:00	3:30:00	vanNH	4	vanNH	break	NA	NA	12	NA	NA	12	NA	NA
2014-04-26_vanNH-at-seaRM	26	3	3:30:00	2:52:00	vanNH	1	seaRM	hold	NA	NA	13	NA	NA	12	NA	NA
2014-04-26_vanNH-at-seaRM	27	3	2:52:00	1:06:00	seaRM	4	seaRM	break	NA	NA	14	NA	NA	12	NA	NA
2014-04-26_vanNH-at-seaRM	28	3	1:06:00	0:00:00	seaRM	NA	NA	NA	NA	NA	14	NA	NA	12	NA	NA
2014-04-26_vanNH-at-seaRM	29	4	10:00:00	8:39:00	seaRM	2	seaRM	break	NA	NA	15	NA	NA	12	NA	NA
2014-04-26_vanNH-at-seaRM	30	4	8:39:00	8:23:00	seaRM	1	vanNH	hold	NA	NA	15	NA	NA	13	NA	NA
2014-04-26_vanNH-at-seaRM	31	4	8:23:00	6:46:00	vanNH	3	seaRM	hold	NA	NA	16	NA	NA	13	NA	NA
2014-04-26_vanNH-at-seaRM	32	4	6:46:00	6:21:00	seaRM	1	vanNH	hold	NA	NA	16	NA	NA	14	NA	NA
2014-04-26_vanNH-at-seaRM	33	4	6:21:00	6:11:00	vanNH	1	seaRM	hold	NA	NA	17	NA	NA	14	NA	NA
2014-04-26_vanNH-at-seaRM	34	4	6:11:00	5:51:00	seaRM	1	vanNH	hold	NA	NA	17	NA	NA	15	NA	NA
2014-04-26_vanNH-at-seaRM	35	4	5:51:00	2:33:00	vanNH	7	seaRM	hold	NA	NA	18	NA	NA	15	NA	NA
2014-04-26_vanNH-at-seaRM	36	4	2:33:00	0:39:07	seaRM	2	seaRM	break	NA	NA	19	NA	NA	15	NA	NA
2014-04-26_vanNH-at-seaRM	37	4	0:39:07	0:12:07	seaRM	2	seaRM	break	NA	NA	20	NA	NA	15	NA	NA
2014-04-26_vanNH-at-seaRM	38	4	0:12:00	0:00:00	seaRM	NA	NA	NA	NA	NA	20	NA	NA	15	NA	NA
2014-04-26_wdcCT-at-bosWC	1	1	10:00:00	9:26:00	bosWC	1	wdcCT	hold	0	NA	NA	NA	NA	NA	NA	1
2014-04-26_wdcCT-at-bosWC	2	1	9:26:00	7:03:00	wdcCT	6	wdcCT	break	0	NA	NA	NA	NA	NA	NA	2
2014-04-26_wdcCT-at-bosWC	3	1	7:03:00	5:10:00	wdcCT	3	bosWC	hold	1	NA	NA	NA	NA	NA	NA	2
2014-04-26_wdcCT-at-bosWC	4	1	5:10:00	2:15:00	bosWC	4	bosWC	break	2	NA	NA	NA	NA	NA	NA	2
2014-04-26_wdcCT-at-bosWC	5	1	2:15:00	1:46:00	bosWC	2	bosWC	break	3	NA	NA	NA	NA	NA	NA	2
2014-04-26_wdcCT-at-bosWC	6	1	1:46:00	0:23:00	bosWC	2	bosWC	break	4	NA	NA	NA	NA	NA	NA	2
2014-04-26_wdcCT-at-bosWC	7	1	0:23:00	0:00:00	bosWC	1	wdcCT	hold	4	NA	NA	NA	NA	NA	NA	3
2014-04-26_wdcCT-at-bosWC	8	2	10:00:00	9:16:00	wdcCT	2	wdcCT	break	4	NA	NA	NA	NA	NA	NA	4
2014-04-26_wdcCT-at-bosWC	9	2	9:16:00	8:55:00	wdcCT	1	bosWC	hold	5	NA	NA	NA	NA	NA	NA	4
2014-04-26_wdcCT-at-bosWC	10	2	8:55:00	8:11:00	bosWC	1	wdcCT	hold	5	NA	NA	NA	NA	NA	NA	5
2014-04-26_wdcCT-at-bosWC	11	2	8:11:00	7:20:00	wdcCT	1	bosWC	hold	6	NA	NA	NA	NA	NA	NA	5
2014-04-26_wdcCT-at-bosWC	12	2	7:20:00	4:12:00	bosWC	5	wdcCT	hold	6	NA	NA	NA	NA	NA	NA	6
2014-04-26_wdcCT-at-bosWC	13	2	4:12:00	3:02:00	wdcCT	1	bosWC	hold	7	NA	NA	NA	NA	NA	NA	6
2014-04-26_wdcCT-at-bosWC	14	2	3:02:00	2:44:00	bosWC	2	bosWC	break	8	NA	NA	NA	NA	NA	NA	6
2014-04-26_wdcCT-at-bosWC	15	2	2:44:00	0:35:00	bosWC	3	wdcCT	hold	8	NA	NA	NA	NA	NA	NA	7
2014-04-26_wdcCT-at-bosWC	16	2	0:35:00	0:14:00	wdcCT	1	bosWC	hold	9	NA	NA	NA	NA	NA	NA	7
2014-04-26_wdcCT-at-bosWC	17	2	0:14:00	0:00:00	bosWC	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	7
2014-04-26_wdcCT-at-bosWC	18	3	10:00:00	7:27:00	bosWC	4	bosWC	break	10	NA	NA	NA	NA	NA	NA	7
2014-04-26_wdcCT-at-bosWC	19	3	7:27:00	6:35:00	bosWC	1	wdcCT	hold	10	NA	NA	NA	NA	NA	NA	8
2014-04-26_wdcCT-at-bosWC	20	3	6:35:00	6:09:00	wdcCT	1	bosWC	hold	11	NA	NA	NA	NA	NA	NA	8
2014-04-26_wdcCT-at-bosWC	21	3	6:09:00	5:18:00	bosWC	2	bosWC	break	12	NA	NA	NA	NA	NA	NA	8
2014-04-26_wdcCT-at-bosWC	22	3	5:18:00	2:35:00	bosWC	2	bosWC	break	13	NA	NA	NA	NA	NA	NA	8
2014-04-26_wdcCT-at-bosWC	23	3	2:35:00	0:00:00	bosWC	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	8
2014-04-26_wdcCT-at-bosWC	24	4	10:00:00	8:09:00	wdcCT	3	bosWC	hold	14	NA	NA	NA	NA	NA	NA	8
2014-04-26_wdcCT-at-bosWC	25	4	8:09:00	7:02:00	bosWC	3	wdcCT	hold	14	NA	NA	NA	NA	NA	NA	9
2014-04-26_wdcCT-at-bosWC	26	4	7:02:00	5:05:00	wdcCT	3	bosWC	hold	15	NA	NA	NA	NA	NA	NA	9
2014-04-26_wdcCT-at-bosWC	27	4	5:05:00	4:28:00	bosWC	1	wdcCT	hold	15	NA	NA	NA	NA	NA	NA	10
2014-04-26_wdcCT-at-bosWC	28	4	4:28:00	3:56:00	wdcCT	1	bosWC	hold	16	NA	NA	NA	NA	NA	NA	10
2014-04-26_wdcCT-at-bosWC	29	4	3:56:00	2:56:00	bosWC	3	wdcCT	hold	16	NA	NA	NA	NA	NA	NA	11
2014-04-26_wdcCT-at-bosWC	30	4	2:56:00	1:52:00	wdcCT	2	wdcCT	break	16	NA	NA	NA	NA	NA	NA	12
2014-04-26_wdcCT-at-bosWC	31	4	1:52:00	1:33:00	wdcCT	1	bosWC	hold	17	NA	NA	NA	NA	NA	NA	12
2014-04-26_wdcCT-at-bosWC	32	4	1:33:00	0:00:00	bosWC	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	12
2014-05-03_bosWC-at-nykRM	1	1	10:00:00	9:34:00	bosWC	1	nykRM	hold	0	1	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	2	1	9:34:00	7:44:00	nykRM	3	bosWC	hold	1	1	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	3	1	7:44:00	6:59:00	bosWC	1	nykRM	hold	1	2	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	4	1	6:59:00	3:52:00	nykRM	5	bosWC	hold	2	2	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	5	1	3:52:00	2:58:00	bosWC	2	bosWC	break	3	2	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	6	1	2:58:00	0:43:00	bosWC	3	nykRM	hold	3	3	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	7	1	0:43:00	0:22:00	nykRM	1	bosWC	hold	4	3	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	8	1	0:22:00	0:02:00	bosWC	1	nykRM	hold	4	4	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	9	1	0:02:00	0:00:00	nykRM	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	10	2	10:00:00	9:00:00	nykRM	1	bosWC	hold	5	4	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	11	2	9:00:00	2:50:00	bosWC	9	nykRM	hold	5	5	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	12	2	2:50:00	1:49:00	nykRM	2	nykRM	break	5	6	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	13	2	1:49:00	0:56:00	nykRM	3	bosWC	hold	6	6	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	14	2	0:56:00	0:05:00	bosWC	1	nykRM	hold	6	7	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	15	2	0:05:00	0:00:00	nykRM	NA	NA	NA	6	7	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	16	3	10:00:00	8:12:00	bosWC	3	nykRM	hold	6	8	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	17	3	8:12:00	NA	nykRM	2	nykRM	break	6	9	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	18	3	NA	NA	nykRM	1	bosWC	hold	7	9	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	19	3	NA	NA	bosWC	1	nykRM	hold	7	10	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	20	3	NA	NA	nykRM	1	bosWC	hold	8	10	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	21	3	NA	NA	bosWC	1	nykRM	hold	8	11	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	22	3	NA	NA	nykRM	2	nykRM	break	8	12	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	23	3	NA	NA	nykRM	1	bosWC	hold	9	12	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	24	3	NA	NA	bosWC	3	nykRM	hold	9	13	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	25	3	1:15:00	NA	nykRM	1	bosWC	hold	10	13	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	26	3	NA	0:00:00	bosWC	NA	NA	NA	10	13	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	27	4	10:00:00	9:49:00	nykRM	1	bosWC	hold	11	13	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	28	4	9:49:00	8:57:00	bosWC	1	nykRM	hold	11	14	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	29	4	8:57:00	8:30:00	nykRM	1	bosWC	hold	12	14	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	30	4	8:37:00	8:18:00	bosWC	1	nykRM	hold	12	15	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	31	4	8:18:00	6:31:00	nykRM	6	nykRM	break	12	16	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	32	4	6:10:00	5:58:00	nykRM	1	bosWC	hold	13	16	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	33	4	5:58:00	3:30:00	bosWC	4	bosWC	break	14	16	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	34	4	3:30:00	NA	bosWC	3	nykRM	hold	14	17	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	35	4	NA	NA	nykRM	1	bosWC	hold	15	17	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	36	4	1:42:00	0:46:00	bosWC	4	bosWC	break	16	17	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	37	4	0:46:00	0:30:00	bosWC	1	nykRM	hold	16	18	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	38	4	NA	0:22:00	nykRM	1	bosWC	hold	17	18	NA	NA	NA	NA	NA	NA
2014-05-03_bosWC-at-nykRM	39	4	0:22:00	0:00:00	bosWC	NA	NA	NA	17	18	NA	NA	NA	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	1	1	10:00:00	4:39:00	pdxST	6	pdxST	break	NA	NA	NA	0	1	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	2	1	4:39:00	2:49:00	pdxST	2	pdxST	break	NA	NA	NA	0	2	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	3	1	2:49:00	2:17:00	pdxST	1	sfoDF	hold	NA	NA	NA	1	2	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	4	1	2:17:00	1:43:00	sfoDF	2	sfoDF	break	NA	NA	NA	2	2	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	5	1	1:43:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	6	2	10:00:00	8:59:00	sfoDF	2	sfoDF	break	NA	NA	NA	3	2	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	7	2	8:59:00	8:32:00	sfoDF	1	pdxST	hold	NA	NA	NA	3	3	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	8	2	8:32:00	7:58:00	pdxST	1	sfoDF	hold	NA	NA	NA	4	3	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	9	2	7:58:00	7:14:00	sfoDF	1	pdxST	hold	NA	NA	NA	4	4	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	10	2	7:14:00	6:19:00	pdxST	2	pdxST	break	NA	NA	NA	4	5	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	11	2	6:19:00	4:54:00	pdxST	2	pdxST	break	NA	NA	NA	4	6	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	12	2	4:54:00	3:59:00	pdxST	2	pdxST	break	NA	NA	NA	4	7	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	13	2	3:59:00	2:18:00	pdxST	3	sfoDF	hold	NA	NA	NA	5	7	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	14	2	2:18:00	1:14:00	sfoDF	2	sfoDF	break	NA	NA	NA	6	7	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	15	2	1:14:00	0:52:00	sfoDF	1	pdxST	hold	NA	NA	NA	6	8	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	16	2	0:52:00	0:11:00	pdxST	2	pdxST	break	NA	NA	NA	6	9	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	17	2	0:11:00	0:00:00	pdxST	NA	NA	NA	NA	NA	NA	6	9	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	18	3	10:00:00	9:42:00	pdxST	1	sfoDF	hold	NA	NA	NA	7	9	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	19	3	9:42:00	7:04:00	sfoDF	4	sfoDF	break	NA	NA	NA	8	9	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	20	3	7:04:00	6:31:00	sfoDF	2	sfoDF	break	NA	NA	NA	9	9	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	21	3	6:31:00	5:36:00	sfoDF	1	pdxST	hold	NA	NA	NA	9	10	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	22	3	5:36:00	5:13:00	pdxST	2	pdxST	break	NA	NA	NA	9	11	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	23	3	5:13:00	4:55:00	pdxST	1	sfoDF	hold	NA	NA	NA	10	11	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	24	3	4:55:00	4:20:00	sfoDF	1	pdxST	hold	NA	NA	NA	10	12	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	25	3	4:20:00	3:51:00	pdxST	1	sfoDF	hold	NA	NA	NA	11	12	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	26	3	3:51:00	3:39:00	sfoDF	1	pdxST	hold	NA	NA	NA	11	13	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	27	3	3:39:00	1:40:00	pdxST	3	sfoDF	hold	NA	NA	NA	12	13	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	28	3	1:40:00	0:27:00	sfoDF	1	pdxST	hold	NA	NA	NA	12	14	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	29	3	0:27:00	0:11:00	pdxST	1	sfoDF	hold	NA	NA	NA	13	14	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	30	3	0:11:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	NA	13	14	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	31	4	10:00:00	9:35:00	sfoDF	1	pdxST	hold	NA	NA	NA	13	15	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	32	4	9:35:00	9:05:00	pdxST	1	sfoDF	hold	NA	NA	NA	14	15	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	33	4	9:05:00	7:27:00	sfoDF	2	sfoDF	break	NA	NA	NA	15	15	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	34	4	7:27:00	6:51:00	sfoDF	1	pdxST	hold	NA	NA	NA	15	16	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	35	4	6:51:00	5:41:00	pdxST	2	pdxST	break	NA	NA	NA	15	17	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	36	4	5:41:00	5:14:00	pdxST	1	sfoDF	hold	NA	NA	NA	16	17	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	37	4	5:14:00	4:07:00	sfoDF	1	pdxST	hold	NA	NA	NA	16	18	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	38	4	4:07:00	3:01:00	pdxST	2	pdxST	break	NA	NA	NA	16	19	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	39	4	3:01:00	1:21:00	pdxST	4	pdxST	break	NA	NA	NA	16	20	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	40	4	1:21:00	0:44:00	pdxST	1	sfoDF	hold	NA	NA	NA	17	20	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	41	4	0:44:00	0:38:00	sfoDF	1	pdxST	hold	NA	NA	NA	17	21	NA	NA	NA
2014-05-03_sfoDF-at-pdxST	42	4	0:38:00	0:00:00	pdxST	NA	NA	NA	NA	NA	NA	17	21	NA	NA	NA
2014-05-04_phlSP-at-wdcCT	1	1	10:00:00	7:42:00	phlSP	3	wdcCT	hold	NA	NA	NA	NA	NA	NA	0	1
2014-05-04_phlSP-at-wdcCT	2	1	7:42:00	5:44:00	wdcCT	3	phlSP	hold	NA	NA	NA	NA	NA	NA	1	1
2014-05-04_phlSP-at-wdcCT	3	1	5:44:00	5:12:00	phlSP	1	wdcCT	hold	NA	NA	NA	NA	NA	NA	1	2
2014-05-04_phlSP-at-wdcCT	4	1	5:12:00	4:28:00	wdcCT	3	phlSP	hold	NA	NA	NA	NA	NA	NA	2	2
2014-05-04_phlSP-at-wdcCT	5	1	4:28:00	2:56:00	phlSP	4	phlSP	break	NA	NA	NA	NA	NA	NA	3	2
2014-05-04_phlSP-at-wdcCT	6	1	2:56:00	2:46:00	phlSP	1	wdcCT	hold	NA	NA	NA	NA	NA	NA	3	3
2014-05-04_phlSP-at-wdcCT	7	1	2:46:00	2:38:00	wdcCT	1	phlSP	hold	NA	NA	NA	NA	NA	NA	4	3
2014-05-04_phlSP-at-wdcCT	8	1	2:38:00	2:16:00	phlSP	1	wdcCT	hold	NA	NA	NA	NA	NA	NA	4	4
2014-05-04_phlSP-at-wdcCT	9	1	2:16:00	1:59:00	wdcCT	1	phlSP	hold	NA	NA	NA	NA	NA	NA	5	4
2014-05-04_phlSP-at-wdcCT	10	1	1:59:00	1:17:00	phlSP	3	wdcCT	hold	NA	NA	NA	NA	NA	NA	5	5
2014-05-04_phlSP-at-wdcCT	11	1	1:17:00	1:04:00	wdcCT	1	phlSP	hold	NA	NA	NA	NA	NA	NA	6	5
2014-05-04_phlSP-at-wdcCT	12	1	1:04:00	0:47:00	phlSP	1	wdcCT	hold	NA	NA	NA	NA	NA	NA	6	6
