point	pullTeam	recvTeam	event	pullNum	pullCode	recvNum	recvCode	scorTeam
1	seaRM	vanNH	1	29	P			seaRM
1	seaRM	vanNH	2			5	PU	seaRM
1	seaRM	vanNH	3			89		seaRM
1	seaRM	vanNH	4			5		seaRM
1	seaRM	vanNH	5			98		seaRM
1	seaRM	vanNH	6			22		seaRM
1	seaRM	vanNH	7			89		seaRM
1	seaRM	vanNH	8			5		seaRM
1	seaRM	vanNH	9			91	TD	seaRM
1	seaRM	vanNH	10	29	PU			seaRM
1	seaRM	vanNH	11	15				seaRM
1	seaRM	vanNH	12	4				seaRM
1	seaRM	vanNH	13	29				seaRM
1	seaRM	vanNH	14	77				seaRM
1	seaRM	vanNH	15	24				seaRM
1	seaRM	vanNH	16	77				seaRM
1	seaRM	vanNH	17	4				seaRM
1	seaRM	vanNH	18	29				seaRM
1	seaRM	vanNH	19	77				seaRM
1	seaRM	vanNH	20	24				seaRM
1	seaRM	vanNH	21	77				seaRM
1	seaRM	vanNH	22	15	A			seaRM
1	seaRM	vanNH	23	18	G			seaRM
2	seaRM	vanNH	1		P			vanNH
2	seaRM	vanNH	2			91	PU	vanNH
2	seaRM	vanNH	3			89		vanNH
2	seaRM	vanNH	4			91		vanNH
2	seaRM	vanNH	5			89		vanNH
2	seaRM	vanNH	6			98		vanNH
2	seaRM	vanNH	7			72		vanNH
2	seaRM	vanNH	8			91		vanNH
2	seaRM	vanNH	9			5		vanNH
2	seaRM	vanNH	10			89	A	vanNH
2	seaRM	vanNH	11			98	LG	vanNH
3	vanNH	seaRM	1	8	P			vanNH
3	vanNH	seaRM	2			51	PU	vanNH
3	vanNH	seaRM	3			1		vanNH
3	vanNH	seaRM	4			6		vanNH
3	vanNH	seaRM	5			8	L	vanNH
3	vanNH	seaRM	6	11	D	17		vanNH
3	vanNH	seaRM	7	45	PU			vanNH
3	vanNH	seaRM	8	31				vanNH
3	vanNH	seaRM	9	8	A			vanNH
3	vanNH	seaRM	10	45	G			vanNH
4	vanNH	seaRM	1	8	OBP			vanNH
4	vanNH	seaRM	2			1	PU	vanNH
4	vanNH	seaRM	3					vanNH
4	vanNH	seaRM	4			14		vanNH
4	vanNH	seaRM	5	81	PUA			vanNH
4	vanNH	seaRM	6	33	G			vanNH
5	vanNH	seaRM	1	33	P			vanNH
5	vanNH	seaRM	2			29	PU	vanNH
5	vanNH	seaRM	3			18		vanNH
5	vanNH	seaRM	4			29		vanNH
5	vanNH	seaRM	5	18	PU			vanNH
5	vanNH	seaRM	6	13				vanNH
5	vanNH	seaRM	7	18				vanNH
5	vanNH	seaRM	8	8				vanNH
5	vanNH	seaRM	9	14	A			vanNH
5	vanNH	seaRM	10	33	G			vanNH
6	vanNH	seaRM	1	49	P			seaRM
6	vanNH	seaRM	2			0	PU	seaRM
6	vanNH	seaRM	3			6		seaRM
6	vanNH	seaRM	4			1		seaRM
