point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	43	P		
1	2			2	PU
1	3			99	
1	4			2	
1	5			8	
1	6			90	
1	7			88	LG
2	1	81	P		
2	2			13	PU
2	3			4	
2	4			77	
2	5			4	
2	6			77	
2	7	42	D		
2	8	42	PU		
2	9	12			
2	10	61			
2	11	12			
2	12	32			
2	13	12			
2	14	7	G		
3	1	21	P		
3	2			4	PU
3	3			13	L
3	4	27	PU		
3	5	1			
3	6	17			
3	7	1	L		
3	8			4	PU
3	9			1	
3	10			4	
3	11			21	
3	12			13	
3	13			7	
3	14	31	D		
3	15	31	SO		
3	16	99	SI		
3	17	27	PU		
3	18	17			
3	19			13	F
3	20	27			
3	21	4			
3	22	17			
3	23	27			
3	24	21			
3	25	4			
3	26	17	G		
4	1	81	P		
4	2			00	PU
4	3			13	
4	4			?	VP
4	5			77	
4	6			1	
4	7			21	
4	8			7	
4	9			1	
4	10	32	PU		
4	11	32	VST		
4	12			7	PU
4	13			1	
4	14			77	
4	15			1	
4	16			7	
4	17			77	G
4	18	32	F		
5	1	11	P		
5	2			2	PU
5	3			99	
5	4			2	
5	5			90	
5	6			99	
5	7			8	
5	8			99	
5	9			90	
5	10			8	
5	11	8	F		
5	12			88	
5	13			8	
5	14			99	
5	15			45	
5	16			9	
5	17			8	
5	18			2	G
6	1	21	P		
6	2			13	PU
6	3			4	
6	4			64	
6	5			21	
6	6			00	
6	7			13	
6	8			4	
6	9			00	
6	10			1	TD
6	11	27	PU		
6	12	1			
6	13	20			
6	14	27			
6	15	4			
6	16	27			
6	17	1			
6	18	4	G		
7	1	61	P		
7	2			8	PU
7	3			7	
7	4			18	
7	5			77	
7	6			12	
7	7			7	
7	8			77	L
7	9	?	F		
7	10			12	
7	11			7	
7	12			12	
7	13			17	G
8	1	43	P		
8	2			14	PU
8	3			99	
8	4			14	
8	5			90	
8	6			14	
8	7			99	
8	8			8	
8	9	14	PU		
8	10	10			
8	11	88			
