Pulling team: Philadelphia
Period: 2
Clock before point: 7:58:00
Clock after point: 3:27:00
Offense	Defense
	20p
4pu	
19	
14	
22	
14	
10	
14	
10	
	10d
	2pu
	28
	33
	12
	22
	33
	31
	33
	2
	22
	31
	28
	12
	28
14d	
14	
22	
10	
2	
	33pu
	12
	28
	2
	10td
22to	
6pu	
4	
22	
4	
14	
41	
1	
6vtt	
	21pu
	16td
4pu	32f
41	
6	
14	
41	
2	
4	
2g	
