game	period	point	pull_team	poss_abs	poss_rel	event	poss_team	pl_team	pl_pnum	pl_code	n_events	huck	score	scor_team	who	a_code	b_code
2014-04-26_vanNH-at-seaRM	1	2	seaRM	5	4	21	seaRM	seaRM	35	LG	8	TRUE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	1	3	seaRM	6	1	3	vanNH	seaRM	3	D	3	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	1	3	seaRM	7	2	6	seaRM	seaRM	51	G	3	FALSE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	1	4	seaRM	8	1	8	vanNH	vanNH	22	LG	8	TRUE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	1	5	vanNH	9	1	8	seaRM	seaRM	99	LG	8	TRUE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	1	6	seaRM	10	1	13	vanNH	vanNH	98	LG	13	TRUE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	1	7	vanNH	11	1	6	seaRM	vanNH	14	D	6	TRUE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	1	7	vanNH	12	2	13	vanNH	vanNH	13	G	7	TRUE	TRUE	vanNH	d_line	G	G
2014-04-26_vanNH-at-seaRM	1	8	vanNH	13	1	6	seaRM	vanNH	27	D	6	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	1	8	vanNH	14	2	10	vanNH	vanNH	37	TA	4	TRUE	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	1	8	vanNH	15	3	14	seaRM	seaRM	1	TA	4	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	1	8	vanNH	16	4	16	vanNH	seaRM	20	D	2	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	1	8	vanNH	17	5	19	seaRM	seaRM	25	LG	3	TRUE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	1	9	seaRM	18	1	6	vanNH	vanNH	98	G	6	TRUE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	1	10	vanNH	19	1	6	seaRM	seaRM	17	TA	6	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	1	10	vanNH	20	2	11	vanNH	vanNH	45	G	5	TRUE	TRUE	vanNH	d_line	G	G
2014-04-26_vanNH-at-seaRM	1	11	vanNH	21	1	4	seaRM	vanNH	33	D	4	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	13	vanNH	vanNH	27	TD	9	FALSE	FALSE	NA	d_line	TD	off -
2014-04-26_vanNH-at-seaRM	1	11	vanNH	23	3	15	seaRM	vanNH	81	F	2	FALSE	FALSE	NA	o_line	F	F
2014-04-26_vanNH-at-seaRM	1	11	vanNH	24	4	16	vanNH	vanNH	33	eop	1	FALSE	FALSE	NA	d_line	eop	eop
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	6	seaRM	vanNH	18	D	6	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	13	vanNH	vanNH	18	TD	7	FALSE	FALSE	NA	d_line	TD	off -
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	19	seaRM	seaRM	3	TA	6	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	12	vanNH	28	4	21	vanNH	vanNH	81	G	2	FALSE	TRUE	vanNH	d_line	G	G
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	7	seaRM	seaRM	6	G	7	TRUE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	14	seaRM	30	1	3	vanNH	vanNH	5	TA	3	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	14	seaRM	seaRM	48	G	11	FALSE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	15	vanNH	seaRM	9	D	15	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	15	seaRM	33	2	16	seaRM	seaRM	29	TA	1	FALSE	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	15	seaRM	34	3	20	vanNH	seaRM	13	D	4	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	15	seaRM	35	4	22	seaRM	seaRM	2	G	2	FALSE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	9	vanNH	vanNH	10	G	9	FALSE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	6	seaRM	seaRM	48	LG	6	TRUE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	12	vanNH	seaRM	35	D	12	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	18	seaRM	39	2	17	seaRM	seaRM	6	TA	5	FALSE	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	18	seaRM	40	3	19	vanNH	vanNH	31	TA	2	TRUE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	18	seaRM	41	4	21	seaRM	seaRM	20	TA	2	FALSE	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	18	seaRM	42	5	26	vanNH	vanNH	22	G	5	FALSE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	6	seaRM	vanNH	45	D	6	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	19	vanNH	44	2	11	vanNH	seaRM	0	D	5	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	19	seaRM	seaRM	48	G	8	FALSE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	12	vanNH	vanNH	89	TA	12	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	20	seaRM	47	2	14	seaRM	vanNH	89	D	2	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	2	20	seaRM	48	3	16	vanNH	vanNH	98	LG	2	TRUE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	11	vanNH	seaRM	9	D	11	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	3	21	seaRM	50	2	15	seaRM	seaRM	23	G	4	FALSE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	3	22	seaRM	51	1	3	vanNH	vanNH	89	LG	3	TRUE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	16	seaRM	seaRM	99	G	16	FALSE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	13	vanNH	vanNH	98	LG	13	TRUE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	7	seaRM	seaRM	17	TA	7	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	25	vanNH	55	2	9	vanNH	seaRM	17	D	2	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	15	seaRM	seaRM	20	TA	6	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	28	vanNH	vanNH	21	G	13	FALSE	TRUE	vanNH	d_line	G	G
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	8	seaRM	seaRM	6	LG	8	TRUE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	8	vanNH	seaRM	2	D	8	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	3	27	seaRM	60	2	10	seaRM	seaRM	35	TA	2	FALSE	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	27	seaRM	61	3	14	vanNH	seaRM	9	D	4	FALSE	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	3	27	seaRM	62	4	20	seaRM	seaRM	24	G	6	FALSE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	3	28	seaRM	63	1	5	vanNH	vanNH	91	TA	5	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	28	seaRM	64	2	17	seaRM	seaRM	48	eop	12	TRUE	FALSE	NA	d_line	eop	eop
2014-04-26_vanNH-at-seaRM	4	29	seaRM	65	1	18	vanNH	vanNH	22	TA	18	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	29	seaRM	66	2	22	seaRM	seaRM	9	G	4	TRUE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	4	30	seaRM	67	1	4	vanNH	vanNH	8	LG	4	TRUE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	31	vanNH	68	1	4	seaRM	seaRM	99	TA	4	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	31	vanNH	69	2	8	vanNH	seaRM	29	D	4	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	31	vanNH	70	3	17	seaRM	seaRM	9	G	9	FALSE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	32	seaRM	71	1	10	vanNH	vanNH	72	G	10	FALSE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	33	vanNH	72	1	4	seaRM	seaRM	48	G	4	FALSE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	34	seaRM	73	1	6	vanNH	vanNH	5	G	6	FALSE	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	35	vanNH	74	1	10	seaRM	seaRM	20	TA	10	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	35	vanNH	75	2	16	vanNH	seaRM	27	D	6	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	35	vanNH	76	3	21	seaRM	seaRM	3	TA	5	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	35	vanNH	77	4	26	vanNH	seaRM	3	D	5	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	35	vanNH	78	5	32	seaRM	seaRM	5	TA	6	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	35	vanNH	79	6	40	vanNH	seaRM	99	D	8	FALSE	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	35	vanNH	80	7	42	seaRM	seaRM	99	LG	2	TRUE	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	36	seaRM	81	1	4	vanNH	vanNH	22	TA	4	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	36	seaRM	82	2	24	seaRM	seaRM	9	G	20	FALSE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	4	37	seaRM	83	1	5	vanNH	vanNH	18	TD	5	FALSE	FALSE	NA	o_line	TD	off -
2014-04-26_vanNH-at-seaRM	4	37	seaRM	84	2	9	seaRM	seaRM	23	G	4	FALSE	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	4	38	seaRM	85	1	4	vanNH	vanNH	31	TA	4	FALSE	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	38	seaRM	86	2	5	seaRM	seaRM	4	eop	1	FALSE	FALSE	NA	d_line	eop	eop
2014-05-10_seaRM-at-vanNH	1	1	seaRM	1	1	21	vanNH	vanNH	10	G	21	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	2	vanNH	2	1	4	seaRM	seaRM	51	TA	4	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	3	2	8	vanNH	vanNH	18	TA	4	FALSE	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	4	3	13	seaRM	vanNH	24	D	5	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	1	2	vanNH	5	4	18	vanNH	vanNH	45	TA	5	FALSE	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	6	5	20	seaRM	seaRM	6	TA	2	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	7	6	25	vanNH	vanNH	8	LG	5	TRUE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	1	3	vanNH	8	1	5	seaRM	seaRM	6	G	5	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	4	seaRM	9	1	5	vanNH	vanNH	89	TD	5	FALSE	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	1	4	seaRM	10	2	10	seaRM	seaRM	29	G	5	FALSE	TRUE	seaRM	d_line	G	G
2014-05-10_seaRM-at-vanNH	1	5	seaRM	11	1	13	vanNH	vanNH	13	TD	13	FALSE	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	1	5	seaRM	12	2	18	seaRM	seaRM	21	TA	5	FALSE	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	5	seaRM	13	3	22	vanNH	vanNH	13	G	4	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	6	vanNH	14	1	7	seaRM	seaRM	20	TA	7	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	6	vanNH	15	2	12	vanNH	vanNH	31	TA	5	FALSE	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	6	vanNH	16	3	16	seaRM	seaRM	48	LG	4	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	7	seaRM	17	1	13	vanNH	vanNH	22	G	13	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	8	vanNH	18	1	7	seaRM	seaRM	48	LG	7	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	9	seaRM	19	1	12	vanNH	vanNH	98	G	12	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	10	vanNH	20	1	6	seaRM	seaRM	48	G	6	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	11	seaRM	21	1	12	vanNH	vanNH	98	G	12	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	12	vanNH	22	1	4	seaRM	vanNH	8	eop	4	FALSE	FALSE	NA	o_line	eop	eop
2014-05-10_seaRM-at-vanNH	2	13	vanNH	23	1	16	seaRM	seaRM	48	G	16	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	14	seaRM	24	1	6	vanNH	vanNH	22	LG	6	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	15	vanNH	25	1	3	seaRM	vanNH	7	D	3	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	15	vanNH	26	2	6	vanNH	vanNH	14	G	3	FALSE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	2	16	vanNH	27	1	9	seaRM	vanNH	13	D	9	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	16	vanNH	28	2	19	vanNH	vanNH	37	G	10	TRUE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	2	17	vanNH	29	1	11	seaRM	seaRM	48	G	11	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	18	seaRM	30	1	6	vanNH	vanNH	91	LG	6	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	19	vanNH	31	1	6	seaRM	vanNH	24	D	6	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	19	vanNH	32	2	9	vanNH	seaRM	48	D	3	TRUE	FALSE	NA	d_line	D	def +
2014-05-10_seaRM-at-vanNH	2	19	vanNH	33	3	15	seaRM	seaRM	99	G	6	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	20	seaRM	34	1	15	vanNH	seaRM	23	D	15	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	20	seaRM	35	2	17	seaRM	seaRM	29	TA	2	FALSE	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	2	20	seaRM	36	3	19	vanNH	vanNH	72	G	2	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	21	vanNH	37	1	6	seaRM	seaRM	8	LG	6	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	22	seaRM	38	1	9	vanNH	vanNH	21	G	9	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	23	vanNH	39	1	14	seaRM	seaRM	48	G	14	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	24	seaRM	40	1	6	vanNH	seaRM	23	D	6	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	24	seaRM	41	2	16	seaRM	seaRM	25	TA	10	FALSE	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	2	24	seaRM	42	3	29	vanNH	vanNH	72	G	13	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	25	vanNH	43	1	8	seaRM	vanNH	24	D	8	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	25	vanNH	44	2	10	vanNH	vanNH	45	eop	2	FALSE	FALSE	NA	d_line	eop	eop
2014-05-10_seaRM-at-vanNH	3	26	seaRM	45	1	7	vanNH	seaRM	18	D	7	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	26	seaRM	46	2	18	seaRM	seaRM	15	G	11	TRUE	TRUE	seaRM	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	27	seaRM	47	1	7	vanNH	vanNH	13	G	7	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	28	vanNH	48	1	16	seaRM	seaRM	48	G	16	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	29	seaRM	49	1	6	vanNH	vanNH	98	LG	6	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	30	vanNH	50	1	9	seaRM	seaRM	6	G	9	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	31	seaRM	51	1	7	vanNH	seaRM	15	D	7	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	31	seaRM	52	2	18	seaRM	seaRM	17	VTT	11	FALSE	FALSE	NA	d_line	VTT	off -
2014-05-10_seaRM-at-vanNH	3	31	seaRM	53	3	22	vanNH	vanNH	4	G	4	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	32	vanNH	54	1	4	seaRM	seaRM	48	G	4	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	33	seaRM	55	1	12	vanNH	vanNH	22	LG	12	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	34	vanNH	56	1	8	seaRM	seaRM	99	LG	8	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	35	seaRM	57	1	6	vanNH	vanNH	98	LG	6	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	36	vanNH	58	1	7	seaRM	seaRM	1	TD	7	FALSE	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	3	36	vanNH	59	2	10	vanNH	vanNH	4	G	3	TRUE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	37	vanNH	60	1	6	seaRM	vanNH	14	HB	6	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	37	vanNH	61	2	14	vanNH	vanNH	10	G	8	FALSE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	38	vanNH	62	1	6	seaRM	vanNH	24	D	6	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	38	vanNH	63	2	12	vanNH	vanNH	27	G	6	FALSE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	39	vanNH	64	1	7	seaRM	seaRM	20	VST	7	FALSE	FALSE	NA	o_line	VST	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	65	2	12	vanNH	vanNH	13	TD	5	FALSE	FALSE	NA	d_line	TD	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	66	3	21	seaRM	seaRM	29	TD	9	FALSE	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	67	4	23	vanNH	seaRM	20	D	2	FALSE	FALSE	NA	d_line	D	def +
2014-05-10_seaRM-at-vanNH	3	39	vanNH	68	5	25	seaRM	seaRM	20	TA	2	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	69	6	27	vanNH	vanNH	72	G	2	FALSE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	4	40	vanNH	70	1	11	seaRM	seaRM	51	LG	11	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	41	seaRM	71	1	10	vanNH	vanNH	91	TA	10	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	41	seaRM	72	2	25	seaRM	seaRM	99	LG	15	TRUE	TRUE	seaRM	d_line	G	G
2014-05-10_seaRM-at-vanNH	4	42	seaRM	73	1	15	vanNH	vanNH	8	G	15	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	43	vanNH	74	1	7	seaRM	seaRM	17	TA	7	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	43	vanNH	75	2	11	vanNH	vanNH	14	TA	4	FALSE	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	43	vanNH	76	3	14	seaRM	seaRM	48	LG	3	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	44	seaRM	77	1	8	vanNH	vanNH	98	G	8	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	45	vanNH	78	1	7	seaRM	seaRM	48	G	7	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	46	seaRM	79	1	8	vanNH	vanNH	19	G	8	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	47	vanNH	80	1	6	seaRM	vanNH	4	D	6	FALSE	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	4	47	vanNH	81	2	11	vanNH	vanNH	27	G	5	FALSE	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	4	48	vanNH	82	1	15	seaRM	seaRM	48	G	15	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	49	seaRM	83	1	5	vanNH	vanNH	72	G	5	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	50	vanNH	84	1	4	seaRM	seaRM	6	LG	4	TRUE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	51	seaRM	85	1	10	vanNH	vanNH	22	G	10	FALSE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	52	vanNH	86	1	5	seaRM	seaRM	6	TA	5	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	87	2	7	vanNH	vanNH	18	VTT	2	FALSE	FALSE	NA	d_line	VTT	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	88	3	12	seaRM	seaRM	14	TA	5	FALSE	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	89	4	14	vanNH	vanNH	7	TD	2	FALSE	FALSE	NA	d_line	TD	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	90	5	19	seaRM	seaRM	25	G	5	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	53	seaRM	91	1	9	vanNH	vanNH	72	G	9	TRUE	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	54	vanNH	92	1	5	seaRM	seaRM	48	G	5	FALSE	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	55	seaRM	93	1	7	vanNH	vanNH	89	eop	7	FALSE	FALSE	NA	o_line	eop	eop
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	1	1	3	vanNH	vanNH	5	TA	3	FALSE	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	2	2	4	sfoDF	sfoDF	18	TA	1	FALSE	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	3	3	8	vanNH	vanNH	72	TA	4	FALSE	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	4	4	9	sfoDF	sfoDF	18	TA	1	FALSE	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	5	5	12	vanNH	sfoDF	16	D	3	FALSE	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	6	6	14	sfoDF	vanNH	89	D	2	FALSE	FALSE	NA	d_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	7	7	23	vanNH	sfoDF	21	D	9	FALSE	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	8	8	25	sfoDF	sfoDF	16	TA	2	FALSE	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	9	9	28	vanNH	sfoDF	85	D	3	FALSE	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	10	10	30	sfoDF	sfoDF	21	LG	2	TRUE	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	1	2	sfoDF	11	1	5	vanNH	vanNH	39	VTT	5	FALSE	FALSE	NA	o_line	VTT	off -
2014-05-17_vanNH-at-sfoDF	1	2	sfoDF	12	2	12	sfoDF	sfoDF	6	G	7	TRUE	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	1	3	sfoDF	13	1	19	vanNH	vanNH	98	G	19	FALSE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	4	vanNH	14	1	8	sfoDF	sfoDF	23	TA	8	FALSE	FALSE	NA	o_line	TA	off -
