game	period	point	pull_team	poss_abs	n_poss	n_events	poss_team	pl_team	pl_pnum	pl_code	huck	score	scor_team	who	a_code	b_code
2014-05-17_vanNH-at-sfoDF	1	6	sfoDF	23	3	21	vanNH	vanNH	89	G	TRUE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	7	vanNH	24	1	9	sfoDF	sfoDF	17	G	FALSE	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	8	sfoDF	29	5	13	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	9	vanNH	31	2	8	vanNH	sfoDF	12	eop	FALSE	FALSE	NA	d_line	eop	eop
2014-05-17_vanNH-at-sfoDF	2	10	vanNH	32	1	7	sfoDF	sfoDF	11	G	TRUE	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	11	sfoDF	34	2	9	sfoDF	sfoDF	18	LG	TRUE	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	2	12	sfoDF	39	5	15	vanNH	vanNH	13	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	46	7	29	sfoDF	sfoDF	6	G	FALSE	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	14	sfoDF	55	9	37	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	15	vanNH	58	3	20	sfoDF	sfoDF	12	G	FALSE	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	16	sfoDF	59	1	5	vanNH	vanNH	72	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	17	vanNH	65	6	26	vanNH	vanNH	5	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-17_vanNH-at-sfoDF	2	18	vanNH	66	1	5	sfoDF	sfoDF	13	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-17_vanNH-at-sfoDF	3	19	sfoDF	68	2	10	sfoDF	sfoDF	18	G	FALSE	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	3	20	sfoDF	71	3	13	vanNH	vanNH	21	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	3	21	vanNH	72	1	5	sfoDF	sfoDF	46	G	TRUE	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	3	22	sfoDF	83	11	39	vanNH	vanNH	10	G	TRUE	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	3	23	vanNH	95	12	31	vanNH	vanNH	8	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-17_vanNH-at-sfoDF	3	24	vanNH	97	2	5	vanNH	vanNH	33	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-17_vanNH-at-sfoDF	3	25	vanNH	99	2	5	vanNH	sfoDF	2	eop	FALSE	FALSE	NA	d_line	eop	eop
2014-05-17_vanNH-at-sfoDF	4	26	vanNH	116	17	73	sfoDF	sfoDF	18	G	TRUE	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	4	27	sfoDF	120	4	16	sfoDF	sfoDF	18	G	FALSE	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	4	28	sfoDF	125	5	13	vanNH	sfoDF	34	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-17_vanNH-at-sfoDF	5	29	sfoDF	131	6	27	sfoDF	sfoDF	34	G	FALSE	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	5	30	sfoDF	136	5	41	vanNH	vanNH	21	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-24_pdxST-at-vanNH	1	1	vanNH	1	1	10	pdxST	pdxST	6	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	1	2	pdxST	4	3	15	vanNH	vanNH	98	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	1	3	vanNH	8	4	48	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-24_pdxST-at-vanNH	1	4	vanNH	10	2	13	vanNH	vanNH	75	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-24_pdxST-at-vanNH	1	5	vanNH	11	1	6	pdxST	pdxST	7	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	1	6	pdxST	12	1	10	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	1	7	vanNH	13	1	7	pdxST	pdxST	16	G	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	1	8	pdxST	15	2	26	pdxST	pdxST	6	G	TRUE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	1	9	pdxST	17	2	10	pdxST	pdxST	17	G	FALSE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	1	10	pdxST	20	3	13	vanNH	vanNH	91	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-24_pdxST-at-vanNH	2	11	pdxST	21	1	12	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	2	12	vanNH	26	5	30	pdxST	pdxST	9	G	FALSE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	2	13	pdxST	28	2	14	pdxST	pdxST	20	G	FALSE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	2	14	pdxST	36	8	44	pdxST	pdxST	7	LG	TRUE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	2	15	pdxST	38	2	17	pdxST	pdxST	5	G	FALSE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	2	16	pdxST	40	2	22	pdxST	vanNH	8	eop	TRUE	FALSE	NA	d_line	eop	eop
2014-05-24_pdxST-at-vanNH	3	17	vanNH	41	1	3	pdxST	pdxST	2	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	18	pdxST	42	1	11	vanNH	vanNH	22	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	19	vanNH	43	1	14	pdxST	pdxST	6	G	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	20	pdxST	45	2	19	pdxST	pdxST	17	G	FALSE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	3	21	pdxST	46	1	17	vanNH	vanNH	19	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	22	vanNH	48	2	13	vanNH	vanNH	39	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-24_pdxST-at-vanNH	3	23	vanNH	49	1	20	pdxST	pdxST	16	G	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	24	pdxST	50	1	10	vanNH	vanNH	91	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	25	vanNH	52	2	7	vanNH	vanNH	45	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-24_pdxST-at-vanNH	3	26	vanNH	53	1	16	pdxST	pdxST	42	G	FALSE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	27	pdxST	54	1	13	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	28	vanNH	55	1	15	pdxST	pdxST	42	G	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	3	29	pdxST	59	4	10	pdxST	pdxST	17	eop	FALSE	FALSE	NA	d_line	eop	eop
2014-05-24_pdxST-at-vanNH	4	30	pdxST	62	3	14	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	4	31	vanNH	64	2	9	vanNH	vanNH	39	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-24_pdxST-at-vanNH	4	32	vanNH	66	2	10	vanNH	vanNH	24	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-24_pdxST-at-vanNH	4	33	vanNH	70	4	24	vanNH	vanNH	22	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-24_pdxST-at-vanNH	4	34	vanNH	71	1	32	pdxST	pdxST	9	G	FALSE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	4	35	pdxST	73	2	15	pdxST	pdxST	4	LG	TRUE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	4	36	pdxST	74	1	16	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-24_pdxST-at-vanNH	4	37	vanNH	75	1	12	pdxST	pdxST	2	G	TRUE	TRUE	pdxST	o_line	G	G
2014-05-24_pdxST-at-vanNH	4	38	pdxST	77	2	20	pdxST	pdxST	2	LG	TRUE	TRUE	pdxST	d_line	G	G
2014-05-24_pdxST-at-vanNH	4	39	pdxST	78	1	5	vanNH	pdxST	5	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-31_vanNH-at-seaRM	1	1	seaRM	1	1	11	vanNH	vanNH	10	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	2	vanNH	2	1	4	seaRM	seaRM	8	LG	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	3	seaRM	4	2	13	seaRM	seaRM	12	G	FALSE	TRUE	seaRM	d_line	G	G
2014-05-31_vanNH-at-seaRM	1	4	seaRM	5	1	6	vanNH	vanNH	72	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	5	vanNH	6	1	13	seaRM	seaRM	1	G	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	6	seaRM	7	1	6	vanNH	vanNH	10	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	7	vanNH	9	2	25	vanNH	vanNH	11	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	1	8	vanNH	13	4	14	vanNH	vanNH	37	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	1	9	vanNH	14	1	12	seaRM	seaRM	20	G	FALSE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	10	seaRM	16	2	20	seaRM	seaRM	18	G	TRUE	TRUE	seaRM	d_line	G	G
2014-05-31_vanNH-at-seaRM	1	11	seaRM	17	1	9	vanNH	vanNH	98	G	TRUE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	12	vanNH	18	1	8	seaRM	seaRM	9	LG	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	13	seaRM	21	3	16	vanNH	vanNH	19	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	1	14	vanNH	22	1	5	seaRM	vanNH	8	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-31_vanNH-at-seaRM	2	15	vanNH	23	1	11	seaRM	seaRM	0	G	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	16	seaRM	25	2	12	seaRM	seaRM	23	G	FALSE	TRUE	seaRM	d_line	G	G
2014-05-31_vanNH-at-seaRM	2	17	seaRM	27	2	15	seaRM	seaRM	29	G	TRUE	TRUE	seaRM	d_line	G	G
2014-05-31_vanNH-at-seaRM	2	18	seaRM	28	1	9	vanNH	vanNH	19	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	19	vanNH	31	3	20	seaRM	seaRM	6	G	FALSE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	20	seaRM	32	1	14	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	21	vanNH	33	1	6	seaRM	seaRM	17	G	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	22	seaRM	36	3	24	vanNH	vanNH	27	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	23	vanNH	40	4	19	vanNH	vanNH	21	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	2	24	vanNH	41	1	9	seaRM	seaRM	14	G	FALSE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	25	seaRM	42	1	5	vanNH	vanNH	10	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	2	26	vanNH	43	1	5	seaRM	vanNH	8	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-31_vanNH-at-seaRM	3	27	seaRM	45	2	22	seaRM	seaRM	21	G	TRUE	TRUE	seaRM	d_line	G	G
2014-05-31_vanNH-at-seaRM	3	28	seaRM	46	1	9	vanNH	vanNH	72	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	3	29	vanNH	47	1	9	seaRM	seaRM	48	LG	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	3	30	seaRM	49	2	11	seaRM	seaRM	18	G	TRUE	TRUE	seaRM	d_line	G	G
2014-05-31_vanNH-at-seaRM	3	31	seaRM	50	1	8	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	3	32	vanNH	51	1	9	seaRM	seaRM	9	G	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	3	33	seaRM	52	1	9	vanNH	vanNH	72	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	3	34	vanNH	56	4	22	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	3	35	vanNH	59	3	22	seaRM	seaRM	1	G	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	3	36	seaRM	61	2	9	seaRM	seaRM	12	G	FALSE	TRUE	seaRM	d_line	G	G
2014-05-31_vanNH-at-seaRM	3	37	seaRM	64	3	21	vanNH	vanNH	21	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	3	38	vanNH	66	2	11	vanNH	seaRM	8	eop	FALSE	FALSE	NA	d_line	eop	eop
2014-05-31_vanNH-at-seaRM	4	39	vanNH	67	1	10	seaRM	seaRM	9	LG	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	40	seaRM	70	3	26	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	41	vanNH	74	4	29	vanNH	vanNH	19	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	4	42	vanNH	77	3	18	seaRM	seaRM	6	G	FALSE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	43	seaRM	80	3	24	vanNH	vanNH	24	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	44	vanNH	81	1	11	seaRM	seaRM	20	LG	TRUE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	45	seaRM	82	1	5	vanNH	vanNH	91	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	46	vanNH	83	1	9	seaRM	seaRM	48	G	FALSE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	47	seaRM	84	1	14	vanNH	vanNH	89	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	4	48	vanNH	86	2	11	vanNH	seaRM	6	eop	FALSE	FALSE	NA	d_line	eop	eop
2014-05-31_vanNH-at-seaRM	5	49	vanNH	87	1	7	seaRM	seaRM	6	G	FALSE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	5	50	seaRM	90	3	25	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	5	51	vanNH	91	1	7	seaRM	seaRM	17	G	FALSE	TRUE	seaRM	o_line	G	G
2014-05-31_vanNH-at-seaRM	5	52	seaRM	96	5	41	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	5	53	vanNH	97	1	4	seaRM	seaRM	20	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-05-31_vanNH-at-seaRM	6	54	seaRM	98	1	14	vanNH	vanNH	91	G	FALSE	TRUE	vanNH	o_line	G	G
2014-05-31_vanNH-at-seaRM	6	55	vanNH	100	2	14	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	6	56	vanNH	106	6	24	vanNH	vanNH	8	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	6	57	vanNH	110	4	19	vanNH	vanNH	45	G	FALSE	TRUE	vanNH	d_line	G	G
2014-05-31_vanNH-at-seaRM	6	58	vanNH	112	2	6	vanNH	vanNH	49	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	1	1	seaRM	2	2	23	seaRM	seaRM	18	G	FALSE	TRUE	seaRM	d_line	G	G
2014-06-07_seaRM-at-vanNH	1	2	seaRM	3	1	11	vanNH	vanNH	98	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	1	3	vanNH	5	2	11	vanNH	vanNH	45	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	1	4	vanNH	7	2	6	vanNH	vanNH	33	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	1	5	vanNH	9	2	10	vanNH	vanNH	33	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	1	6	vanNH	10	1	12	seaRM	seaRM	1	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	1	7	seaRM	11	1	7	vanNH	vanNH	10	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	1	8	vanNH	14	3	21	seaRM	seaRM	00	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	1	9	seaRM	15	1	9	vanNH	vanNH	22	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	1	10	vanNH	19	4	37	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	1	11	vanNH	20	1	5	seaRM	seaRM	1	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-06-07_seaRM-at-vanNH	2	12	vanNH	24	4	23	vanNH	vanNH	37	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	2	13	vanNH	28	4	23	vanNH	vanNH	24	G	TRUE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	2	14	vanNH	30	2	17	vanNH	vanNH	45	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	2	15	vanNH	31	1	15	seaRM	seaRM	14	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	2	16	seaRM	32	1	18	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	2	17	vanNH	33	1	11	seaRM	seaRM	1	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	2	18	seaRM	34	1	10	vanNH	vanNH	21	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	2	19	vanNH	35	1	10	seaRM	seaRM	17	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	2	20	seaRM	37	2	5	seaRM	seaRM	24	G	FALSE	TRUE	seaRM	d_line	G	G
2014-06-07_seaRM-at-vanNH	2	21	seaRM	38	1	8	vanNH	vanNH	89	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	2	22	vanNH	39	1	10	seaRM	seaRM	51	LG	TRUE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	3	23	seaRM	40	1	11	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	3	24	vanNH	44	4	23	vanNH	vanNH	27	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	3	25	vanNH	48	4	41	vanNH	vanNH	22	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	3	26	vanNH	50	2	13	vanNH	vanNH	37	LG	TRUE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	3	27	vanNH	52	2	14	vanNH	vanNH	4	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	3	28	vanNH	54	2	7	vanNH	vanNH	7	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	3	29	vanNH	55	1	18	seaRM	seaRM	51	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	4	30	vanNH	57	2	9	vanNH	vanNH	4	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	4	31	vanNH	58	1	14	seaRM	seaRM	1	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	4	32	seaRM	61	3	16	vanNH	vanNH	98	G	TRUE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	4	33	vanNH	63	2	16	vanNH	vanNH	13	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	4	34	vanNH	65	2	18	vanNH	vanNH	4	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	4	35	vanNH	67	2	12	vanNH	vanNH	13	G	TRUE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	4	36	vanNH	71	4	25	vanNH	vanNH	11	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	4	37	vanNH	74	3	23	seaRM	seaRM	31	LG	TRUE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	4	38	seaRM	75	1	16	vanNH	vanNH	89	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-07_seaRM-at-vanNH	4	39	vanNH	77	2	15	vanNH	vanNH	27	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-07_seaRM-at-vanNH	4	40	vanNH	78	1	10	seaRM	seaRM	1	G	FALSE	TRUE	seaRM	o_line	G	G
2014-06-07_seaRM-at-vanNH	4	41	seaRM	79	1	3	vanNH	vanNH	89	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-06-15_pdxST-at-vanNH	1	1	pdxST	1	1	9	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	1	2	vanNH	3	2	14	vanNH	vanNH	81	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-15_pdxST-at-vanNH	1	3	vanNH	4	1	31	pdxST	pdxST	24	G	FALSE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	1	4	pdxST	5	1	11	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	1	5	vanNH	6	1	10	pdxST	pdxST	24	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	1	6	pdxST	11	5	27	vanNH	vanNH	72	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	1	7	vanNH	15	4	18	vanNH	vanNH	31	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-15_pdxST-at-vanNH	1	8	vanNH	17	2	8	vanNH	vanNH	24	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-15_pdxST-at-vanNH	1	9	vanNH	18	1	9	pdxST	pdxST	7	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	1	10	pdxST	19	1	11	vanNH	vanNH	98	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	1	11	vanNH	20	1	5	pdxST	pdxST	24	eop	FALSE	FALSE	NA	o_line	eop	eop
2014-06-15_pdxST-at-vanNH	2	12	vanNH	21	1	35	pdxST	pdxST	6	G	FALSE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	2	13	pdxST	25	4	18	pdxST	pdxST	16	G	FALSE	TRUE	pdxST	d_line	G	G
2014-06-15_pdxST-at-vanNH	2	14	pdxST	28	3	12	vanNH	vanNH	10	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	2	15	vanNH	29	1	17	pdxST	pdxST	9	G	TRUE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	2	16	pdxST	35	6	40	pdxST	pdxST	3	LG	TRUE	TRUE	pdxST	d_line	G	G
2014-06-15_pdxST-at-vanNH	2	17	pdxST	36	1	19	vanNH	vanNH	5	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	2	18	vanNH	37	1	9	pdxST	pdxST	2	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	2	19	pdxST	38	1	10	vanNH	vanNH	22	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	2	20	vanNH	40	2	5	vanNH	vanNH	10	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-15_pdxST-at-vanNH	3	21	pdxST	43	3	14	vanNH	vanNH	98	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	3	22	vanNH	44	1	22	pdxST	pdxST	6	G	FALSE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	3	23	pdxST	46	2	15	pdxST	pdxST	5	LG	TRUE	TRUE	pdxST	d_line	G	G
2014-06-15_pdxST-at-vanNH	3	24	pdxST	48	2	10	pdxST	pdxST	17	G	TRUE	TRUE	pdxST	d_line	G	G
2014-06-15_pdxST-at-vanNH	3	25	pdxST	49	1	16	vanNH	vanNH	21	G	FALSE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	3	26	vanNH	50	1	8	pdxST	pdxST	6	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	3	27	pdxST	51	1	6	vanNH	vanNH	98	LG	TRUE	TRUE	vanNH	o_line	G	G
2014-06-15_pdxST-at-vanNH	3	28	vanNH	53	2	24	vanNH	vanNH	4	G	FALSE	TRUE	vanNH	d_line	G	G
2014-06-15_pdxST-at-vanNH	3	29	vanNH	54	1	7	pdxST	pdxST	2	LG	TRUE	TRUE	pdxST	o_line	G	G
2014-06-15_pdxST-at-vanNH	3	30	pdxST	58	4	34	pdxST	vanNH	8	eop	FALSE	FALSE	NA	d_line	eop	eop
2014-06-15_pdxST-at-vanNH	4	31	vanNH	61	3	36	pdxST	pdxST	6	G	FALSE	TRUE	pdxST	o_line	G	G
