game	period	point	pull_team	poss_abs	poss_rel	event	poss_team	pl_team	pl_pnum	pl_code
2014-04-26_vanNH-at-seaRM	1	7	vanNH	12	2	12	vanNH	vanNH	91	LA
2014-04-26_vanNH-at-seaRM	1	7	vanNH	12	2	13	vanNH	vanNH	13	G
2014-04-26_vanNH-at-seaRM	1	8	vanNH	13	1	1	seaRM	vanNH	33	P
2014-04-26_vanNH-at-seaRM	1	8	vanNH	13	1	2	seaRM	seaRM	1	PU
2014-04-26_vanNH-at-seaRM	1	8	vanNH	13	1	3	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	13	1	4	seaRM	seaRM	26	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	13	1	5	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	13	1	6	seaRM	vanNH	27	D
2014-04-26_vanNH-at-seaRM	1	8	vanNH	14	2	7	vanNH	vanNH	18	PU
2014-04-26_vanNH-at-seaRM	1	8	vanNH	14	2	8	vanNH	vanNH	31	L
2014-04-26_vanNH-at-seaRM	1	8	vanNH	14	2	9	vanNH	vanNH	27	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	14	2	10	vanNH	vanNH	37	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	15	3	11	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	1	8	vanNH	15	3	12	seaRM	seaRM	1	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	15	3	13	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	15	3	14	seaRM	seaRM	1	
2014-04-26_vanNH-at-seaRM	1	8	vanNH	16	4	15	vanNH	vanNH	33	PU
2014-04-26_vanNH-at-seaRM	1	8	vanNH	16	4	16	vanNH	seaRM	20	D
2014-04-26_vanNH-at-seaRM	1	8	vanNH	17	5	17	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	1	8	vanNH	17	5	18	seaRM	seaRM	6	A
2014-04-26_vanNH-at-seaRM	1	8	vanNH	17	5	19	seaRM	seaRM	25	LG
2014-04-26_vanNH-at-seaRM	1	9	seaRM	18	1	1	vanNH	seaRM	35	OBP
2014-04-26_vanNH-at-seaRM	1	9	seaRM	18	1	2	vanNH	vanNH	91	PU
2014-04-26_vanNH-at-seaRM	1	9	seaRM	18	1	3	vanNH	vanNH	21	
2014-04-26_vanNH-at-seaRM	1	9	seaRM	18	1	4	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	1	9	seaRM	18	1	5	vanNH	vanNH	72	LA
2014-04-26_vanNH-at-seaRM	1	9	seaRM	18	1	6	vanNH	vanNH	98	G
2014-04-26_vanNH-at-seaRM	1	10	vanNH	19	1	1	seaRM	vanNH	8	P
2014-04-26_vanNH-at-seaRM	1	10	vanNH	19	1	2	seaRM	seaRM	0	PU
2014-04-26_vanNH-at-seaRM	1	10	vanNH	19	1	3	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	1	10	vanNH	19	1	4	seaRM	seaRM	0	
2014-04-26_vanNH-at-seaRM	1	10	vanNH	19	1	5	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	1	10	vanNH	19	1	6	seaRM	seaRM	17	
2014-04-26_vanNH-at-seaRM	1	10	vanNH	20	2	7	vanNH	vanNH	18	PU
2014-04-26_vanNH-at-seaRM	1	10	vanNH	20	2	8	vanNH	vanNH	14	
2014-04-26_vanNH-at-seaRM	1	10	vanNH	20	2	9	vanNH	vanNH	8	
2014-04-26_vanNH-at-seaRM	1	10	vanNH	20	2	10	vanNH	vanNH	13	LA
2014-04-26_vanNH-at-seaRM	1	10	vanNH	20	2	11	vanNH	vanNH	45	G
2014-04-26_vanNH-at-seaRM	1	11	vanNH	21	1	1	seaRM	vanNH	33	OBP
2014-04-26_vanNH-at-seaRM	1	11	vanNH	21	1	2	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	1	11	vanNH	21	1	3	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	21	1	4	seaRM	vanNH	33	D
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	5	vanNH	vanNH	33	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	6	vanNH	vanNH	37	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	7	vanNH	vanNH	14	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	8	vanNH	vanNH	81	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	9	vanNH	vanNH	37	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	10	vanNH	vanNH	31	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	11	vanNH	vanNH	33	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	12	vanNH	vanNH	37	
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	13	vanNH	vanNH	27	TD
2014-04-26_vanNH-at-seaRM	1	11	vanNH	23	3	14	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	1	11	vanNH	23	3	15	seaRM	vanNH	81	F
2014-04-26_vanNH-at-seaRM	1	11	vanNH	24	4	16	vanNH	vanNH	33	PU
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	1	seaRM	vanNH	8	P
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	2	seaRM	seaRM	20	PU
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	3	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	4	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	5	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	6	seaRM	vanNH	18	D
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	7	vanNH	vanNH	81	PU
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	8	vanNH	vanNH	31	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	9	vanNH	vanNH	45	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	10	vanNH	vanNH	27	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	11	vanNH	vanNH	8	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	12	vanNH	seaRM	99	F
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	13	vanNH	vanNH	18	TD
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	14	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	15	seaRM	seaRM	25	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	16	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	17	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	18	seaRM	seaRM	48	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	19	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	2	12	vanNH	28	4	20	vanNH	vanNH	45	PUA
2014-04-26_vanNH-at-seaRM	2	12	vanNH	28	4	21	vanNH	vanNH	81	G
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	1	seaRM	vanNH	33	P
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	2	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	3	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	4	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	5	seaRM	seaRM	25	
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	6	seaRM	seaRM	99	LA
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	7	seaRM	seaRM	6	G
2014-04-26_vanNH-at-seaRM	2	14	seaRM	30	1	1	vanNH	seaRM	35	P
2014-04-26_vanNH-at-seaRM	2	14	seaRM	30	1	2	vanNH	vanNH	91	PU
2014-04-26_vanNH-at-seaRM	2	14	seaRM	30	1	3	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	4	seaRM	seaRM	9	PU
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	5	seaRM	seaRM	8	
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	6	seaRM	seaRM	29	
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	7	seaRM	seaRM	28	
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	8	seaRM	seaRM	28	TO
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	9	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	10	seaRM	seaRM	17	
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	11	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	12	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	13	seaRM	seaRM	6	A
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	14	seaRM	seaRM	48	G
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	1	vanNH	seaRM	4	P
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	2	vanNH	vanNH	15	PU
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	3	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	4	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	5	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	6	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	7	vanNH	vanNH	21	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	8	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	9	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	10	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	11	vanNH	vanNH	98	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	12	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	13	vanNH	vanNH	21	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	14	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	15	vanNH	seaRM	9	D
2014-04-26_vanNH-at-seaRM	2	15	seaRM	33	2	16	seaRM	seaRM	29	PU
2014-04-26_vanNH-at-seaRM	2	15	seaRM	34	3	17	vanNH	vanNH	89	PU
2014-04-26_vanNH-at-seaRM	2	15	seaRM	34	3	18	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	34	3	19	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	2	15	seaRM	34	3	20	vanNH	seaRM	13	D
2014-04-26_vanNH-at-seaRM	2	15	seaRM	35	4	21	seaRM	seaRM	21	PUA
2014-04-26_vanNH-at-seaRM	2	15	seaRM	35	4	22	seaRM	seaRM	2	G
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	1	vanNH	seaRM	35	P
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	2	vanNH	vanNH	89	PU
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	3	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	4	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	5	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	6	vanNH	vanNH	22	
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	7	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	8	vanNH	vanNH	8	A
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	9	vanNH	vanNH	10	G
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	1	seaRM	vanNH	33	P
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	2	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	3	seaRM	seaRM	48	
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	4	seaRM	seaRM	25	
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	5	seaRM	seaRM	17	A
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	6	seaRM	seaRM	48	LG
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	1	vanNH	seaRM	35	P
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	2	vanNH	vanNH	19	PU
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	3	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	4	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	5	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	6	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	7	vanNH	vanNH	22	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	8	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	9	vanNH	vanNH	22	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	10	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	11	vanNH	vanNH	21	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	12	vanNH	seaRM	35	D
2014-04-26_vanNH-at-seaRM	2	18	seaRM	39	2	13	seaRM	seaRM	29	TO
2014-04-26_vanNH-at-seaRM	2	18	seaRM	39	2	14	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	18	seaRM	39	2	15	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	39	2	16	seaRM	seaRM	17	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	39	2	17	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	40	3	18	vanNH	vanNH	18	PU
2014-04-26_vanNH-at-seaRM	2	18	seaRM	40	3	19	vanNH	vanNH	31	L
2014-04-26_vanNH-at-seaRM	2	18	seaRM	41	4	20	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	18	seaRM	41	4	21	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	2	18	seaRM	42	5	22	vanNH	vanNH	81	PU
2014-04-26_vanNH-at-seaRM	2	18	seaRM	42	5	23	vanNH	vanNH	18	TO
2014-04-26_vanNH-at-seaRM	2	18	seaRM	42	5	24	vanNH	vanNH	91	PU
2014-04-26_vanNH-at-seaRM	2	18	seaRM	42	5	25	vanNH	vanNH	98	A
2014-04-26_vanNH-at-seaRM	2	18	seaRM	42	5	26	vanNH	vanNH	22	G
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	1	seaRM	vanNH	8	OBP
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	2	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	3	seaRM	seaRM	0	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	4	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	5	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	6	seaRM	vanNH	45	D
2014-04-26_vanNH-at-seaRM	2	19	vanNH	44	2	7	vanNH	vanNH	45	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	44	2	8	vanNH	vanNH	8	SO
2014-04-26_vanNH-at-seaRM	2	19	vanNH	44	2	9	vanNH	vanNH	21	SI
2014-04-26_vanNH-at-seaRM	2	19	vanNH	44	2	10	vanNH	vanNH	45	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	44	2	11	vanNH	seaRM	0	D
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	12	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	13	seaRM	seaRM	0	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	14	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	15	seaRM	seaRM	9	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	16	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	17	seaRM	seaRM	48	
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	18	seaRM	seaRM	3	A
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	19	seaRM	seaRM	48	G
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	1	vanNH	seaRM	35	P
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	2	vanNH	vanNH	91	PU
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	3	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	4	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	5	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	6	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	7	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	8	vanNH	vanNH	98	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	9	vanNH	vanNH	22	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	10	vanNH	vanNH	98	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	11	vanNH	vanNH	22	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	12	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	2	20	seaRM	47	2	13	seaRM	seaRM	13	PU
2014-04-26_vanNH-at-seaRM	2	20	seaRM	47	2	14	seaRM	vanNH	89	D
2014-04-26_vanNH-at-seaRM	2	20	seaRM	48	3	15	vanNH	vanNH	89	A
2014-04-26_vanNH-at-seaRM	2	20	seaRM	48	3	16	vanNH	vanNH	98	LG
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	1	vanNH	seaRM	35	P
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	2	vanNH	vanNH	19	PU
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	3	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	4	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	5	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	6	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	7	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	8	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	9	vanNH	vanNH	22	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	10	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	11	vanNH	seaRM	9	D
2014-04-26_vanNH-at-seaRM	3	21	seaRM	50	2	12	seaRM	seaRM	9	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	50	2	13	seaRM	seaRM	29	
2014-04-26_vanNH-at-seaRM	3	21	seaRM	50	2	14	seaRM	seaRM	21	A
2014-04-26_vanNH-at-seaRM	3	21	seaRM	50	2	15	seaRM	seaRM	23	G
2014-04-26_vanNH-at-seaRM	3	22	seaRM	51	1	1	vanNH	seaRM	20	P
2014-04-26_vanNH-at-seaRM	3	22	seaRM	51	1	2	vanNH	vanNH	91	PUA
2014-04-26_vanNH-at-seaRM	3	22	seaRM	51	1	3	vanNH	vanNH	89	LG
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	1	seaRM	vanNH	8	P
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	2	seaRM	seaRM	25	PU
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	3	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	4	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	5	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	6	seaRM	seaRM	25	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	7	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	8	seaRM	seaRM	25	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	9	seaRM	seaRM	17	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	10	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	11	seaRM	seaRM	17	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	12	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	13	seaRM	seaRM	48	
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	14	seaRM	vanNH	18	F
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	15	seaRM	seaRM	3	A
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	16	seaRM	seaRM	99	G
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	1	vanNH	seaRM	35	P
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	2	vanNH	vanNH	91	PU
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	3	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	4	vanNH	vanNH	72	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	5	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	6	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	7	vanNH	vanNH	98	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	8	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	9	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	10	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	11	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	12	vanNH	vanNH	5	A
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	13	vanNH	vanNH	98	LG
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	1	seaRM	vanNH	8	P
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	2	seaRM	seaRM	20	PU
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	3	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	4	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	5	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	6	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	7	seaRM	seaRM	17	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	55	2	8	vanNH	vanNH	33	PU
2014-04-26_vanNH-at-seaRM	3	25	vanNH	55	2	9	vanNH	seaRM	17	D
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	10	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	11	seaRM	seaRM	6	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	12	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	13	seaRM	seaRM	17	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	14	seaRM	seaRM	3	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	15	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	16	vanNH	vanNH	91	PU
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	17	vanNH	vanNH	21	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	18	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	19	vanNH	vanNH	98	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	20	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	21	vanNH	vanNH	21	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	22	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	23	vanNH	vanNH	89	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	24	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	25	vanNH	seaRM	13	F
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	26	vanNH	vanNH	98	
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	27	vanNH	vanNH	91	A
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	28	vanNH	vanNH	21	G
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	1	seaRM	vanNH	8	P
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	2	seaRM	seaRM	3	PU
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	3	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	4	seaRM	seaRM	99	
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	5	seaRM	seaRM	5	
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	6	seaRM	seaRM	20	
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	7	seaRM	seaRM	3	A
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	8	seaRM	seaRM	6	LG
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	1	vanNH	seaRM	35	P
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	2	vanNH	vanNH	5	PU
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	3	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	4	vanNH	vanNH	21	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	5	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	6	vanNH	vanNH	5	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	7	vanNH	vanNH	19	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	8	vanNH	seaRM	2	D
2014-04-26_vanNH-at-seaRM	3	27	seaRM	60	2	9	seaRM	seaRM	29	PU
2014-04-26_vanNH-at-seaRM	3	27	seaRM	60	2	10	seaRM	seaRM	35	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	61	3	11	vanNH	vanNH	5	PU
2014-04-26_vanNH-at-seaRM	3	27	seaRM	61	3	12	vanNH	vanNH	22	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	61	3	13	vanNH	vanNH	91	
2014-04-26_vanNH-at-seaRM	3	27	seaRM	61	3	14	vanNH	seaRM	9	D
2014-04-26_vanNH-at-seaRM	3	27	seaRM	62	4	15	seaRM	seaRM	35	PU
