point	Offense	Defense
1		11P
1	6pu	
1	14	
1	18	
1	4	
1	14	
1	44	
1	6G	
2		81P
2	00PU	
2	13	
2	7	
2	21	
2	1	
2		82D
2		24PU
2		47
2		24
2		47
2		5
2		24
2		27
2		21
2	77f	81
2		5
2		47
2		82
2	7PU	
2	13	
2	64	
2	21	
2	77L	27F
2	7	
2	1	
2	13	
2	7G	
3		43P
3	4PU	
3	6	
3	33	
3	18	
3	6	
3	18	
3	6	
3	4	
3	6G	
4		27P
4	7PU	
4	13	
4	21TD	
4		47PU
4		9
4		47
4		89G
5		82OBP
5	00PU	
5	13	
5	64	
5	1	
5	'00	
5	17	
5	21	
5	'00	
5	17G	
6		11P
6	6PU	
6	14	
6	19	
6	1	
6	19	
6		11D
6		14PU
6		10
6		11
6		29
6		88
6	19PU	
6	6	
6	26	
6	6	
6	19	
6		14PU
6		88
6		14
6		27
6		5
6		10
6	6D	
6	6PU	
6	19	
6	26	
6	14	
6	26	
6	14TD	
6		14PU
6		11
6		88
6		5
6	19D	
6	19PU	
6	33	
6	TO	
6	6PU	
6	14	
6	18	
6	1	
6	26	
6	14	
6	1	
6		43PU
6		25
6		8
6		25
6		6
6	1D	
6	1PU	
6	4	
6	14	
6	26	
6	1	
6	18	
6		TO
6		13PU
6		3TD
6	47PU	
6	21G	
7		81P
7	17PU	
7	13	
7	21	
7	77	
7	1	
7	21	
7	43G	
8		11P
8	19PU	
9		81P
9	13PU	
9	7	
9	21	27F
9	77L	
9	3G	
10		11P
10	4PU	
10	6	
10	19	
10	18	
10	19	
10	44	
10	33vtt	
10		10PU
10		14
10		88
10		14
10		10
10		11
10		10
10		29
10		11
10		88TD
10	19PU	
10	4	
10	44	
10		14D
10		14PU
10		27
10		11
10	19PU	
10		27D
10		14PU
10		11LG
11		43P
11	26PU	
11	47	
11	1	
11	47	
11	21	
11	27TD	
11		43PU
11	1D	
11	47PU	
11		17D
11		TO
11		7PU
11		1
11		7
11		1
11		13
11		21
11		1
11		21TD
11	47PU	
11	21	
11	82	
11	27	
11	21	
11	82GL	
12		81P
12	8PU	
12	13	
12	12	
12	17	
12	21	
12	17	
12	21	
12	8G	
13		11P
13	6PU	
13	1	9F
13	44G	
14		21P
14	1PU	
14	13	
14	17	
14	13	
14	1	
14	21	
14	7	
14	21L	
14	1G	
15		43P
15	6pu	
15	18G	
16		81P
16	13PU	
16	7	
16	21	
16	13	
16	21	
16	1	
16		27D
16		10pu
16		15
16		47
16		81
16	13PU	
16	21	
16	1	
16	7	
16	17L	
16	13	
16	77TD	
16		15PU
16		47
16		21
16		81TD
16	21PU	
16	77	
16	17	
16	21	
16	3G	
17		11P
17	19PU	
17	33	
17	19	
17	1	
17	18	
17	19	
17	33	
17	19	
17	18TD	
17	33SO	27SO
17	21SI	21SI
17		14PU
17		29L
17		5G
18		43P
18	19PU	
18	6	14f
18	19	
18	6	
18	19	
18		77D
19		11P
19	4PU	
19	6	
19	4	
19	14	
19	26	
19		14PU
19		29
19		88
19		27
19		11G
20		43P
20	6PU	
20	81	
20	89	
20	6	
20	89G	
21		47P
21	13PU	
21	7	
21	13	
21	7	
21	77	
21	21	
21	13TD	
21		21PU
21		47
21		89
21		47
21		89
21	13F	21
21		24
21		47
21		24
21		27
21		47
21		89TD
21	7PU	
21	77	
21	21	
21	77	
21	21	
21	1	
21	64	
21	21	
21	7G	
22		11P
22	26PU	
22	6	
22	18	
22	1	
22	14	
22	4	
22	1G	
23		81P
23	7PU	
23	13	
23		15PU
23		27
23	17G	
24		81P
24	7PU	
24	13	
24	21	
24	77	
24		82D
24		27pu
24		21LG
25		45P
25	13PU	
25	7	
25		9D
25		9PU
25		10
25		15
25		10
25		45
25		15
25		10
25	13F	24
25		47
25		10
25		15
25		47
25		10
25		47
25		9
25		24
25		89G
26		45P
26	12PU	
26	10	
26	8	
26	43	
26	8	
26	10	
26	12	
26	27	
26	12	
26	8	
26	10	
26	29	
26	12	
26	11	
26	27	
26	43G	
27		11P
27	4PU	
27	14	
27	4	
27	33L	
27	6G	
28		81P
28	7PU	
28	13	
28	64	
28	77	
28	1	
28	7	
28	21	
28	1	
28	64	
28	17	
28	13G	
29		43P
29	26PU	
29	6	
29	1	
29	14	
29	18LG	
30		81P
30	13PU	
30	7	
30	1	
30	17	
30	64	
30	3L	
30	13G	
31		11P
31	4PU	
31	19	
31	4	
31	14	5F
31	4	
31	44	
31	14	
31		27D
31		27
31		10
31		27
31		5
31	44D	
31	44PU	
31	18	
31	1	
31	14	
31	19	
31	4TD	
31		14PU
31		11
31		88
31		11
31		29
31		88G
32		43P
32	26PU	
32	47	
32	26	
32	82	
33		81P
33	13PU	
33	7	
33	1	
33	17	
33	77	
33	21	
33	7	
33	77	
33	3	
33	13	
33	7	
33	21	
33	1	
33	7G	
34		11P
34	4PU	
34	6	
34	44	
34	6	
34	1	
34	4	
34	26	
34	4	
34	6	11F
34	1	
34	4	
34	1G	
35		47P
35	7PU	
35	13	
35	21	
35	7	
35	1	
35	13	
35	64	
35	1	
35		89D
35		47PU
35		24
35		47
35		15
35		45
35		15
35		47
35		15
35		89
35		15
35		45
35		TO
35		19PU
35		4
35		18
35	29D	
35	14pu	
35	88	
35	14	
35	27	
35	10	
35	TO	
35	1PU	
35	7	
35	21	
35	77	
35	17	
35	1	
35	21	
35	77	
35	17G	
36		43P
36	26PU	
36	6	
36	33	
36	6	
36	4	
36	18	
36		8PU
36		12
36		8
36		6
36	44PU	
36		6D
36		6PU
36		12
36		8
36		12
36		29
36		2F
36	6PU	
36	33	
36	44	
36	6	
36	33G	
37		81P
37	7PU	
37	13	
37	21	
37	77LG	
38		11P
38	4PU	
38	6	
38	4	
38	44	
38	26	
38	4	
38	33	
38	26	14F
38		88D
38		14PU
38		10
38		29
38		11
38		88
38		27
38		29G
39		43P
39	19PU	
39	47	
39	18	
39	45	
39	19	
39		2D
39		8PU
39		12
39		8
39		43
39		12
39		88
39		2
39		88
39		6
39		12
39		88
39		25
39		6
39		12
39		8
39		12
39		8
39		12
39		88
39		2
39		25
39		43G
40		27OBP
40	6PU	
40	14	
40	26	
40	14	
40	44G	
