game	player	points	goals	assists	Ds
2014-05-04_phlSP-at-wdcCT	phlSP-25-katzenbach	7	5	2	0
2014-05-04_phlSP-at-wdcCT	phlSP-7-hirannet	5	1	4	0
2014-05-04_phlSP-at-wdcCT	phlSP-9-diviney	5	1	4	0
2014-05-04_phlSP-at-wdcCT	phlSP-32-scharadin	4	4	0	0
2014-05-04_phlSP-at-wdcCT	phlSP-16-shull	4	3	1	1
2014-05-04_phlSP-at-wdcCT	phlSP-13-brandolph	3	3	0	0
2014-05-04_phlSP-at-wdcCT	phlSP-20-baer	3	1	2	1
2014-05-04_phlSP-at-wdcCT	phlSP-14-glazer	2	1	1	1
2014-05-04_phlSP-at-wdcCT	phlSP-27-rainwater	2	1	1	1
2014-05-04_phlSP-at-wdcCT	phlSP-1-peters	2	0	2	1
2014-05-04_phlSP-at-wdcCT	phlSP-11-esser	2	0	2	0
2014-05-04_phlSP-at-wdcCT	phlSP-64-brasz	2	0	2	0
2014-05-04_phlSP-at-wdcCT	phlSP-21-panna	1	1	0	1
2014-05-04_phlSP-at-wdcCT	phlSP-6-chou	1	1	0	1
2014-05-04_phlSP-at-wdcCT	phlSP-10-casey	1	1	0	0
2014-05-04_phlSP-at-wdcCT	phlSP-2-colton	1	0	1	0
2014-05-04_phlSP-at-wdcCT	phlSP-31-lindsey	0	0	0	1
2014-05-04_phlSP-at-wdcCT	wdcCT-2-keegan	8	4	4	0
2014-05-04_phlSP-at-wdcCT	wdcCT-8-prial	5	3	2	2
2014-05-04_phlSP-at-wdcCT	wdcCT-90-shofner	5	1	4	0
2014-05-04_phlSP-at-wdcCT	wdcCT-99-kolick	4	3	1	0
2014-05-04_phlSP-at-wdcCT	wdcCT-45-wodatch	4	2	2	0
2014-05-04_phlSP-at-wdcCT	wdcCT-9-doi	4	2	2	0
2014-05-04_phlSP-at-wdcCT	wdcCT-21-dulabon	3	3	0	0
2014-05-04_phlSP-at-wdcCT	wdcCT-88-oung	3	1	2	2
2014-05-04_phlSP-at-wdcCT	wdcCT-12-bellinger	3	0	3	0
2014-05-04_phlSP-at-wdcCT	wdcCT-22-marshall	2	1	1	0
2014-05-04_phlSP-at-wdcCT	wdcCT-61-salmi	2	1	1	0
2014-05-04_phlSP-at-wdcCT	wdcCT-80-grabowski	2	1	1	0
2014-05-04_phlSP-at-wdcCT	wdcCT-1-kantor	1	1	0	1
2014-05-04_phlSP-at-wdcCT	wdcCT-5-cranston	1	1	0	1
2014-05-04_phlSP-at-wdcCT	wdcCT-14-blake	1	1	0	0
2014-05-04_phlSP-at-wdcCT	wdcCT-15-castine	1	0	1	1
2014-05-04_phlSP-at-wdcCT	wdcCT-6-gordon	1	0	1	0
2014-05-04_phlSP-at-wdcCT	wdcCT-24-fleming	0	0	0	2
2014-05-04_phlSP-at-wdcCT	wdcCT-25-gordon	0	0	0	2
2014-05-04_phlSP-at-wdcCT	wdcCT-27-johnston	0	0	0	1
2014-05-04_phlSP-at-wdcCT	wdcCT-4-johnson	0	0	0	1
2014-05-04_phlSP-at-wdcCT	wdcCT-7-boylan-kolchin	0	0	0	1
