game	player	points	goals	assists	Ds
2014-05-31_sfoDF-at-pdxST	pdxST-6-Bjorklund	6	5	1	0
2014-05-31_sfoDF-at-pdxST	pdxST-16-Burton	4	3	1	0
2014-05-31_sfoDF-at-pdxST	pdxST-7-Friedman	4	0	4	0
2014-05-31_sfoDF-at-pdxST	pdxST-17-Hayes	3	2	1	0
2014-05-31_sfoDF-at-pdxST	pdxST-11-Kenton	3	1	2	0
2014-05-31_sfoDF-at-pdxST	pdxST-42-Lohre	3	1	2	0
2014-05-31_sfoDF-at-pdxST	pdxST-2-Allison-Hall	2	2	0	1
2014-05-31_sfoDF-at-pdxST	pdxST-3-Ferrea	2	1	1	0
2014-05-31_sfoDF-at-pdxST	pdxST-88-Suppnick	2	0	2	1
2014-05-31_sfoDF-at-pdxST	pdxST-21-McGinn	2	0	2	0
2014-05-31_sfoDF-at-pdxST	pdxST-24-Norden	2	0	2	0
2014-05-31_sfoDF-at-pdxST	pdxST-14-Adamson	1	1	0	1
2014-05-31_sfoDF-at-pdxST	pdxST-8-Davis	1	1	0	1
2014-05-31_sfoDF-at-pdxST	pdxST-12-Bui	1	1	0	0
2014-05-31_sfoDF-at-pdxST	pdxST-4-Blackman	1	1	0	0
2014-05-31_sfoDF-at-pdxST	pdxST-73-King	1	1	0	0
2014-05-31_sfoDF-at-pdxST	pdxST-10-Strout	1	0	1	0
2014-05-31_sfoDF-at-pdxST	pdxST-15-Thornton	1	0	1	0
2014-05-31_sfoDF-at-pdxST	pdxST-5-Woodside	0	0	0	1
2014-05-31_sfoDF-at-pdxST	sfoDF-6-Kim	6	2	4	1
2014-05-31_sfoDF-at-pdxST	sfoDF-16-Yeager	4	1	3	0
2014-05-31_sfoDF-at-pdxST	sfoDF-88-Kissmann	3	1	2	0
2014-05-31_sfoDF-at-pdxST	sfoDF-13-Grant	2	2	0	1
2014-05-31_sfoDF-at-pdxST	sfoDF-21-Stearns	2	2	0	0
2014-05-31_sfoDF-at-pdxST	sfoDF-46-McCarty	2	2	0	0
2014-05-31_sfoDF-at-pdxST	sfoDF-85-Brydon	2	1	1	1
2014-05-31_sfoDF-at-pdxST	sfoDF-8-Pollard	2	1	1	0
2014-05-31_sfoDF-at-pdxST	sfoDF-5-Cascino	1	1	0	2
2014-05-31_sfoDF-at-pdxST	sfoDF-18-Weaver	1	1	0	0
2014-05-31_sfoDF-at-pdxST	sfoDF-19-Weiss	1	1	0	0
2014-05-31_sfoDF-at-pdxST	sfoDF-11-Lee	1	0	1	2
2014-05-31_sfoDF-at-pdxST	sfoDF-22-Rivera	1	0	1	1
2014-05-31_sfoDF-at-pdxST	sfoDF-10-Sugioka	1	0	1	0
2014-05-31_sfoDF-at-pdxST	sfoDF-12-Bellinger	1	0	1	0
