point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	73	P		
1	2			00	PU
1	3	7	PU		
1	4	73			
1	5	7			
1	6			00	PU
1	7			21	
1	8			6	
1	9			00	
1	10			1	
1	11			00	
1	12			77	
1	13			1	
1	14			21	
1	15			00	
1	16			6	
1	17			00	
1	18	73	PU		
1	19	88			
1	20	42			
1	21	4			
1	22	73			
1	23	88			
1	24			1	HB
1	25			1	PU
1	26			21	
1	27	7	PU		
1	28	4			
1	29	42			
1	30	22			
1	31	88			
1	32	22			
1	33	88			
1	34	4			
1	35	88			
1	36	73			
1	37			00	PU
1	38			1	
1	39			00	
1	40			77	
1	41			1	
1	42			6	
1	43			00	
1	44			6	
1	45			21	
1	46			00	
1	47				TO
1	48			00	PU
1	49			1	
1	50			21	
1	51			99	
1	52			00	
1	53			1	
1	54			77	
1	55			1	
1	56			99	
1	57			5	
1	58			21	LG
2	1			24	PU
2	2			21	
2	3			11	
2	4			17	
2	5			21	
2	6			2	
2	7			6	
2	8	24	PU		
2	9			11	PU
2	10			2	TD
2	11	29	PU		
2	12	12	G		
3	1			10	PU
3	2			9	
3	3			15	
3	4			42	
3	5	29	PU		
3	6	10			
3	7	29			
3	8	23			
3	9	4			
3	10	10			
3	11	15			
3	12	10			
3	13			15	PU
3	14			20	
3	15			10	
3	16			1	G
4	1	24	P		
4	2			1	PU
4	3	17	PU		
4	4	24			
4	5	11			
4	6	24			
4	7			21	F
4	8	16			
4	9	2	L		
4	10	6			
4	11	11	G		
5	1	73	P		
5	2			00	PU
5	3			1	
5	4			77	
5	5			00	
5	6			1	
5	7			14	
5	8			99	
5	9			6	
5	10			1	
5	11	88	FB		
5	12	88	PU		
5	13	73			
5	14			6	PU
5	15			14	
5	16			00	
5	17			14	
5	18			6	
5	19			77	
5	20			6	
5	21			14	
5	22			77	
5	23			00	VTT
5	24	88	PU		
5	25	5	LG		
6	1	24	P		
6	2			1	PU
6	3			29	
6	4			1	
6	5			23	
6	6			29	
6	7			15	
6	8			12	
6	9			23	
6	10	24	PU		
7	1	18	P		
7	2			21	PU
7	3			24	
7	4			21	
7	5			17	
7	6			24	
7	7			6	L
7	8			16	G
8	1			00	PU
8	2			1	
8	3			99	
8	4			1	
8	5			5	
8	6			21	
8	7			00	
8	8			1	
8	9			00	
8	10			21	
8	11	20	D		
8	12	10	PU		
8	13	9			
8	14	42			
8	15	15			
8	16	14	LG		
9	1	24	P		
9	2			00	PU
9	3			1	
9	4			77	
9	5			23	
9	6			14	
9	7			5	
9	8			77	
9	9	24	PU		
9	10	6			
9	11	24			
9	12	21			
9	13	17			
9	14	21			
9	15	16			
9	16	17			
9	17	24			
9	18	2			
9	19	11			
9	20			00	D
9	21			00	PU
9	22	21	HB		
9	23	24	PU		
9	24	11			
9	25	24			
9	26	6	G		
10	1	7	P		
10	2			29	PU
10	3			99	
10	4	7	PU		
10	5	4			
10	6	7			
10	7	5			
10	8	88			
10	9			15	D
10	10			29	PU
10	11			99	
10	12			18	
10	13			99	
10	14			24	
10	15			29	
10	16			18	LG
11	1	6	P		
11	2			21	PU
11	3			24	
11	4			21	
11	5			17	
11	6			16	
11	7	23	D		
11	8	29	PU		
11	9	6	TD		
11	10			11	PU
11	11			24	
11	12			11	
11	13			24	
11	14			16	
11	15			21	LG
12	1	42	P		
12	2			14	PU
12	3			00	
12	4			99	
12	5			00	
12	6			14	
12	7			00	
12	8			1	
12	9			00	
12	10			14	
12	11			99	
12	12			14	
12	13			00	
12	14			14	
12	15			00	
12	16			14	
12	17			21	
12	18			99	
12	19	10	PU		
12	20	20			
12	21	42			
12	22	15			
12	23	10			
12	24	14			
12	25			00	PU
12	26			21	
12	27			00	
12	28			21	
12	29			14	
12	30			77	
12	31	9	F		
12	32			14	
12	33			99	
12	34			14	
12	35			99	
12	36			77	
12	37			99	
12	38	10	F		
12	39	1	PU		
12	40		TO		
12	41	11	PU		
12	42	21			
12	43	2			
12	44	6			
12	45	11			
12	46	21	LG		
13	1	73	P		
13	2			00	PU
13	3			1	
13	4			21	
13	5			77	
13	6			99	
13	7			1	G
14	1	73	P		
14	2			00	PU
14	3			1	
14	4			5	
14	5			1	
14	6			21	
14	7			1	
14	8			99	LG
15	1	21	P		
15	2			21	PU
15	3			24	
15	4			21	
15	5			24	
15	6			16	
15	7			24	
15	8			17	
15	9			6	
15	10			21	
15	11			6	
15	12			16	
