poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	vanNH-12		O-CTH	vanNH-91	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-78	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	vanNH-78		O-CTH	vanNH-98	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	vanNH-98		O-CTH	vanNH-91	TRUE	compl
1	1	1	6	7	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-12	TRUE	compl
1	1	1	7	8	ao	0	O-CTH	vanNH-12		O-CTH	vanNH-14	TRUE	compl
1	1	1	8	9	ao	0	O-CTH	vanNH-14		O-CTH	vanNH-78	TRUE	compl
1	1	1	9	10	ao	0	O-CTH	vanNH-78		O-CTH	vanNH-8	TRUE	compl
1	1	1	10	11	ao	0	O-CTH	vanNH-8		O-G	vanNH-91	TRUE	compl
2	1	2	2	3	ao	0	O-PU	seaRM-1		O-CTH	seaRM-6	TRUE	compl
2	1	2	3	4	ao	0	O-CTH	seaRM-6		O-CTH	seaRM-27	TRUE	compl
2	1	2	4	5	ao	0	O-CTH	seaRM-27		O-CTH	seaRM-6	TRUE	compl
2	1	2	5	6	ao	0	O-CTH	seaRM-6		O-CTH	seaRM-3	TRUE	compl
2	1	2	6	7	ao	0	O-CTH	seaRM-3		O-CTH	seaRM-?	TRUE	compl
2	1	2	7	8	ao	0	O-CTH	seaRM-?		O-CTH	seaRM-3	TRUE	compl
2	1	2	8	9	ao	0	O-CTH	seaRM-3		O-G	seaRM-23	TRUE	compl
3	1	3	2	3	ao	0	O-PU	vanNH-17		O-CTH	vanNH-91	TRUE	compl
3	1	3	3	4	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-78	TRUE	compl
3	1	3	4	5	ao	0	O-CTH	vanNH-78		O-CTH	vanNH-8	TRUE	compl
3	1	3	5	6	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-14	TRUE	compl
3	1	3	6	7	ao	0	O-CTH	vanNH-14		O-CTH	vanNH-8	TRUE	compl
3	1	3	7	8	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-91	TRUE	compl
3	1	3	8	9	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-78	TRUE	compl
3	1	3	9	10	ao	0	O-CTH	vanNH-78		O-CTH	vanNH-91	TRUE	compl
3	1	3	10	11	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-47	TRUE	compl
3	1	3	11	12	ao	0	O-CTH	vanNH-47		O-CTH	vanNH-91	TRUE	compl
3	1	3	12	13	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-78	TRUE	compl
3	1	3	13	14	ao	0	O-CTH	vanNH-78		O-G	vanNH-8	TRUE	compl
4	1	4	2	3	ao	0	O-PU	seaRM-?		O-CTH	seaRM-6	TRUE	compl
4	1	4	3	4	ao	0	O-CTH	seaRM-6		O-CTH	seaRM-3	TRUE	compl
4	1	4	4	5	ao	0	O-CTH	seaRM-3		O-CTH	seaRM-24	TRUE	compl
4	1	4	5	6	ao	0	O-CTH	seaRM-24		D-D	vanNH-17	TRUE	defd
5	2	4	7	8	ao	0	O-PU	vanNH-11		O-CTH	vanNH-6	TRUE	compl
5	2	4	8	9	ao	0	O-CTH	vanNH-6		O-CTH	vanNH-41	TRUE	compl
5	2	4	9	10	ao	0	O-CTH	vanNH-41		O-G	vanNH-45	TRUE	compl
6	1	5	2	3	ao	0	O-PU	seaRM-27		O-CTH	seaRM-6	TRUE	compl
6	1	5	3	4	ao	0	O-CTH	seaRM-6		O-CTH	seaRM-23	TRUE	compl
6	1	5	4	5	ao	0	O-CTH	seaRM-23		O-CTH	seaRM-16	TRUE	compl
6	1	5	5	6	ao	0	O-CTH	seaRM-16		O-G	seaRM-14	TRUE	compl
7	1	6	2	3	ao	0	O-PU	vanNH-14		O-CTH	vanNH-91	TRUE	compl
7	1	6	3	4	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-12	TRUE	compl
7	1	6	4	5	ao	0	O-CTH	vanNH-12		O-CTH	vanNH-78	TRUE	compl
7	1	6	5	6	ao	0	O-CTH	vanNH-78		O-CTH	vanNH-14	TRUE	compl
7	1	6	6	7	ao	0	O-CTH	vanNH-14		O-CTH	vanNH-91	TRUE	compl
7	1	6	7	8	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-78	TRUE	compl
7	1	6	8	9	ao	0	O-CTH	vanNH-78		O-CTH	vanNH-14	TRUE	compl
7	1	6	9	10	ao	0	O-CTH	vanNH-14		O-CTH	vanNH-98	TRUE	compl
7	1	6	10	15	aa	4	O-CTH	vanNH-98	O-SO,O-SI,D-SO,D-SI	O-PU	vanNH-1	FALSE	nopass
7	1	6	15	16	ao	0	O-PU	vanNH-1		O-G	vanNH-8	TRUE	compl
8	1	7	2	3	ao	0	O-PU	seaRM-1		O-OV	seaRM-6	TRUE	compl
9	2	7	4	5	ao	0	O-PU	vanNH-11		O-G	vanNH-19	TRUE	compl
10	1	8	2	3	ao	0	O-PU	seaRM-1		O-CTH	seaRM-6	TRUE	compl
10	1	8	3	4	ao	0	O-CTH	seaRM-6		O-CTH	seaRM-23	TRUE	compl
10	1	8	4	5	ao	0	O-CTH	seaRM-23		D-D	vanNH-41	TRUE	defd
11	2	8	6	7	ao	0	O-PU	vanNH-41		O-CTH	vanNH-8	TRUE	compl
11	2	8	7	8	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-88	TRUE	compl
11	2	8	8	9	ao	0	O-CTH	vanNH-88		D-D	seaRM-16	TRUE	defd
12	3	8	10	11	ao	0	O-PU	seaRM-16		O-CTH	seaRM-27	TRUE	compl
12	3	8	11	12	ao	0	O-CTH	seaRM-27		O-CTH	seaRM-6	TRUE	compl
12	3	8	12	13	ao	0	O-CTH	seaRM-6		O-CTH	seaRM-27	TRUE	compl
12	3	8	13	14	ao	0	O-CTH	seaRM-27		O-CTH	seaRM-6	TRUE	compl
12	3	8	14	15	ao	0	O-CTH	seaRM-6		O-CTH	seaRM-?	TRUE	compl
12	3	8	15	16	ao	0	O-CTH	seaRM-?		O-CTH	seaRM-3	TRUE	compl
12	3	8	16	16	an	-1	O-CTH	seaRM-3		NA	seaRM-3	TRUE	taway
13	4	8	17	18	ao	0	O-PU	vanNH-41		O-CTH	vanNH-8	TRUE	compl
13	4	8	18	19	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-66	TRUE	compl
13	4	8	19	20	ao	0	O-CTH	vanNH-66		D-D	seaRM-13	TRUE	defd
14	5	8	21	22	ao	0	O-PU	seaRM-?		O-CTH	seaRM-27	TRUE	compl
14	5	8	22	23	ao	0	O-CTH	seaRM-27		O-CTH	seaRM-16	TRUE	compl
14	5	8	23	24	ao	0	O-CTH	seaRM-16		O-CTH	seaRM-27	TRUE	compl
14	5	8	24	25	ao	0	O-CTH	seaRM-27		O-CTH	seaRM-1	TRUE	compl
14	5	8	25	26	ao	0	O-CTH	seaRM-1		O-CTH	seaRM-27	TRUE	compl
14	5	8	26	26	an	-1	O-CTH	seaRM-27		NA	seaRM-27	TRUE	taway
15	6	8	28	29	ao	0	O-PU	vanNH-91		O-CTH	vanNH-47	TRUE	compl
15	6	8	29	30	ao	0	O-CTH	vanNH-47		O-CTH	vanNH-90	TRUE	compl
15	6	8	30	31	ao	0	O-CTH	vanNH-90		O-CTH	vanNH-8	TRUE	compl
15	6	8	31	32	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-91	TRUE	compl
15	6	8	32	33	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-8	TRUE	compl
15	6	8	33	34	ao	0	O-CTH	vanNH-8		O-CTH	vanNH-21	TRUE	compl
15	6	8	34	35	ao	0	O-CTH	vanNH-21		O-CTH	vanNH-91	TRUE	compl
15	6	8	35	36	ao	0	O-CTH	vanNH-91		D-D	seaRM-14	TRUE	defd
16	7	8	37	38	ao	0	O-PU	seaRM-14		O-CTH	seaRM-23	TRUE	compl
16	7	8	38	39	ao	0	O-CTH	seaRM-23		O-CTH	seaRM-7	TRUE	compl
16	7	8	39	40	ao	0	O-CTH	seaRM-7		O-G	seaRM-44	TRUE	compl
17	1	9	2	2	an	-1	O-CTH	vanNH-1		NA	vanNH-1	TRUE	taway
18	2	9	3	4	ao	0	O-PU	seaRM-29		O-G	seaRM-22	TRUE	compl
19	1	10	2	3	ao	0	O-PU	vanNH-47		O-CTH	vanNH-91	TRUE	compl
19	1	10	3	4	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-47	TRUE	compl
19	1	10	4	5	ao	0	O-CTH	vanNH-47		O-CTH	vanNH-14	TRUE	compl
19	1	10	5	5	an	-1	O-CTH	vanNH-14		NA	vanNH-14	TRUE	taway
20	2	10	6	7	ao	0	O-PU	seaRM-22		O-CTH	seaRM-42	TRUE	compl
20	2	10	7	8	ao	0	O-CTH	seaRM-42		O-CTH	seaRM-29	TRUE	compl
20	2	10	8	9	ao	0	O-CTH	seaRM-29		O-CTH	seaRM-31	TRUE	compl
20	2	10	9	10	ao	0	O-CTH	seaRM-31		O-CTH	seaRM-29	TRUE	compl
20	2	10	10	11	ao	0	O-CTH	seaRM-29		O-G	seaRM-98	TRUE	compl
21	1	11	2	3	ao	0	O-PU	vanNH-47		O-CTH	vanNH-91	TRUE	compl
21	1	11	3	4	ao	0	O-CTH	vanNH-91		O-CTH	vanNH-21	TRUE	compl
