point	Offense	Defense
1		6p
1	20pu	
1	7	
1	27	
1	7	
1	1td	
1		6pu
1		38
1		5
1		27
1		5
1		13td
1	25pu	
1	7	
1	27	
1	7	
1	20	
1	7	
1	9	
1	20l	
1	25	
1	7g	
2		16obp
2	19pu	
2	4	
2	19	
2	14	
2	19	
2	50	
2	50so	
2	26si	
2	26pu	
2	19	
2	14	
2		11d
2		11pu
2		21
2	4d	
2	4pu	
2	22f	
2	14	
2	41l	
2	14	
2	26vst	
2		2pu
2		21
2		6
2		2
2		64
2	19pu	
2	4	
2	22	
2		21pu
2		64
2		16
2		2
2		64
2	4pu	
2	10	
2	14	
2	10	
2	4	
2	14	
2	4	
2	22	
2	14	
2		16d
2		2pu
2		6
2		16
2		31
2		6
2		64g
3		28p
3	6pu	
3	2	
3	47	
3	1	
3	38	
3	33td	
3		33pu
3		4
3		22
3		12
3		28
3		10g
4		16p
4	4PU	
4	6	
4	22	
4	4	
4	6	
4	44	
4	6	
4	4	
4	41	
4	22	
4	14g	
5		6p
5	20pu	
5	25	
5	1	
5	25	
5	9	21f
5	25	
5		6pu
5		38
5		13
5		10
5	7f	21
5		3g
6		6obp
6	2PU	
6		3d
6		6pu
6		5
6		10
6		5
6		10
6		5
6		47
6		15
6		6g
7		41p
7	25pu	
7	20	
7	25	
7	20	
7	25	
7	20	
8		?P
8	4pu	
8	6	
8	10	
8	2	
8	4	
8	10	
8	22lg	
9		27p
9	25PU	
9	20	
9	25	
9	7	
9	9	
9	7	
9		38pu
9		27
9		38
9		3g
10		6p
10	2pu	
10	21	
10	71	
10		45d
10		6pu
10		5
10		3
10	71pu	
10	64	
10	21g	
11		20p
11	4pu	
11	19	
11	14	
11	22	
11	14	
11	10	
11	14	
11	10	
11		10d
11		2pu
11		28
11		33
11		12
11		22
11		33
11		31
11		33
11		2
11		22
11		31
11		28
11		12
11		28
11	14d	
11	14	
11	22	
11	10	
11	2	
11		33pu
11		12
11		28
11		2
11		10td
11	22to	
11	6pu	
11	4	
11	22	
11	4	
11	14	
11	41	
11	1	
11	6vtt	
11		21pu
11		16td
11	4pu	32f
11	41	
11	6	
11	14	
11	41	
11	2	
11	4	
11	2g	
12		47obp
12	7pu	
12	20	
12	7	
12	27	
12	7	
12	20	
12		27d
12		47pu
12		38
12		21
12		47
12		27
12	7pu	
12	27l	
12	1	
12	12	
12	20	
12	7	
12	20	
12	7	
12	27	
12	9g	
13		16p
13	4PU	
13	6	
13	33	
13	22	
13	33g	
14		45obp
14	20pu	
14	71	
14	1	
14	27	
14	20	
14	25	
14	27	
14	1	
14	11	
14	27g	
15		16p
15	26pu	
15	6	
15	14	
15		6d
15		21pu
15		6
15		11
15		21
15		64
15		21
15		16
15		11
15		2
15		64
15		2to
15		71pu
15	10d	
16		27p
16	27pu	
16	20	
16	7	
16		13d
16		47pu
16		5
16		47
16		3
16		21
16		5
16		33
16		3
16	7d	
16	7pu	
16	25	
16	7so	
16	71si	
16	25pu	
16	71	
16	25	
16	20	
16	32	
16	20	
16	71	
16	27lg	
17		1p
17	6pu	
17	10	
17	4	
17	10	
17	4	
17	6	
17	10	
17	22	
17		2pu
17	6f	64
17		21
17		16
17		2
17		1g
18		16p
18	26pu	
18	6	
18	2	
18	18	
18	6	
18	14	
18	26	
18	6	
18	27	
18	22	
18	2g	
19		47p
19	20pu	
19	71	
19	20	
19	7	
19	32	
19	20	
19		4pu
19		38
19		27
19		38
19		47
19		10
19		27
19		13
19	71pu	
19	27	
19	9	
19	25	
19	20g	
20		16p
20	10pu	
20	6	
20	10	
20	4	
20	10	
20	41	
20	4	
20	1	
20	4	
20	41	
20		28d
20		28pu
20		11
20	44f	16
20		31pu
20		21
20		16
20		21
20		28
20		21
20	6d	
20	6	
20	1	
20	33f	21pu
20	19pu	
20	6	11f
20	1pu	
20	6	
20	41g	
21		47p
21	20pu	
21	7	
21	1td	
21		38pu
21		5
21		10
21		5
21		10
21		5
21		21to
21		19pu
21		6
21		3
21	21pu	
21	2to	
21	20pu	
21	9	
22		16p
22	19pu	
22	6	
22	14	
22	6	
22	19	
22	4	
22	19	
22	4	
22	2	
22		21pu
22	6pu	
22	4	
22		2pu
22		21
22		2
22		31
22		6
22		64
22		6
22	19d	
22	19	
22	44	
22	2	
22	4	
22	22	
22		21pu
22		64
22		31
22		2
22		21
22		64
22		31
22		64
22		6
22		11
22		6
22		2
22		31g
23		1p
23	4pu	
23	6	
23	41	
23	6	
23	4	
23	6	
23		12d
23		1pu
23		33
23		12
23		22
23		32
23	4d	
23	4pu	
23	41	
23	18	
23	33	
23	6	
23	26	
23	1g	
24		38p
24	20pu	
24	7	
24	71	
24	27	
24	11	
24	9	
24	71	
24		13d
24		47pu
24		5
24		13
24		5
24		47
24		10
24		5
24		13
24		38
24		10
24		38
24		5
24		13
24		21
24	20pu	
24	27	
24	20	
24	27	
24	9	
24	71	
24	25	
24	7	
24	25	
24	20	
24		5pu
24		38
24		47
24		10
24		47
24		10
24		38
24		47
24		10g
25		6p
25	21pu	
25	1	
25	16	
25	32	
25	64	
25	1	
25	6g	
26		16p
26	6pu	
26	2	
26	1	
26	4	
26	6	
26	4	
26	14	
26		11d
26		64pu
26		21to
26		7pu
26		32
26		27
26		7
26		25
26		11
26		25
26		7
26		27
26		32
26		7td
26	21to	
26	15pu	
26	21	
26		22d
27		6p
27	32pu	
27	25	
27	32	
27	20	
27	7	
27	20	
27	11	
27	27	
27	11	
27	25	
27	32l	
27	7	
27	27	
27	32g	
28		1p
28	6pu	
28	14	
28	44	
28	41	
28	4	
28	41	
28		1pu
28		21
28		1
28		2td
28	19pu	
28		21d
28		21pu
28		6td
28	6pu	
28		21pu
28		64
28		2
28		64
28		22
28		6
28	19pu	
28	14	
28	44g	
29		47p
29	32pu	
29	25	
29	20	
29		10d
29		47pu
29		3
29		13
29		10
29		22
29	9d	
29	9	
29		47to
29		22pu
29		2
29		6
29		22
29	21d	
29	21pu	
29	64	
29	21to	
29	20pu	
29	32	
29	11	
29	7td	
29		6pu
30		1p
30	4pu	
30	6	
30	4	
30	6	
30	22	11f
30	4	
30	3td	
30		1pu
30		6td
30	4pu	
30	41	
30	4	
30	22td	
30		21pu
30	6pu	
30	4	
30	22	
30	6	
30	38	
30	41	
30	4	
30	22	
30	41	
30	3	
30		1pu
30		64lg
