point	Offense	Defense
1		16p
1	89pu	
1	5	
1		18pu
1	89pu	
1	19	
1	89	
1	72	
1		18pu
1	5pu	
1	21	
1		16d
1		16pu
1	89d	
1	10pu	
1	89	
1	19	
1	89	
1	98	
1	21	
1	10	
1	89	
1		21d
1		12pu
1		16
1	89pu	
1	5	
1		85d
1		12pu
1		21lg
2		13p
2	19pu	
2	5	
2	8	
2	39vtt	
2		88pu
2		34
2		40
2		88
2		34
2		40l
2		6g
3		12p
3	89pu	
3	19	
3	89	
3	21	
3	19	
3	21	
3	89	
3	98	
3	89	
3	21	
3	89	
3	98	
3	33	
3	89	
3	21	
3	22	
3	89	
3	98g	
4		8p
4	25pu	
4	23	
4	25	
4	23	
4	25	
4	19	
4	23	
4		8pu
4		31g
5		33p
5	12pu	
5	16	
5		45pu
5		14
5	12pu	
5		14d
5		13pu
5		75
5	12d	
5	18pu	
5	46	
5	16	
5	85	
5	16	
5	21g	
6		?P
6	5pu	
6	89	
6	98	
6	10	
6	19	
6	72td	
6		88pu
6		25
6		34
6		23
6		13td
6	89pu	
6	5	
6	89	
6	10	
6	98	
6	19	
6	21	
6	98l	
6	89g	
7		8p
7	1pu	
7	16	
7	1	
7	10	
7	2	
7	16	
7	2	
7	17g	
8		23p
8	89pu	
8	21td	
8		23pu
8		8
8	89pu	
8	5	
8	89	
8	5	
8		34d
8		23pu
8	5pu	
8	10g	
9		33p
9	17pu	
9	1	
9	5	
9	10	
9		8D
9	12d	
10		8p
10	34pu	
10	23l	
10	6	
10	23	
10	6	
10	11g	
11		16p
11	19pu	
11	89	
11		46d
11		12pu
11		85
11		46
11		12
11		18lg
12		13p
12	75pu	
12	89	
12	33	
12	8	
12		23d
12		23pu
12		34
12	49d	
12	89pu	
12	75	
12		34d
12		40pu
12	33pu	
12	13g	
13		8p
13	17pu	
13	12	
13	5td	
13		24pu
13	85d	
13	12pu	
13	10	
13	5	
13	17	
13	1	
13	85	
13	10	
13		39d
13		to
13		5pu
13		21
13		22td
13	16pu	
13	85	
13	16	
13		89pu
13		98
13	46d	
13	12pu	
13	85	
13	to	
13	34pu	
13	6g	
14		34p
14	5pu	
14	89	
14	21	
14	22	
14	19	
14	22	
14	89	
14		23d
14		34
14		23
14		34
14		23d
14	5pu	
14	21	
14	5	
14		34pu
14		9td
14	5pu	
14		34pu
14		6
14		25
14		11
14		25
14	22d	
14	5	
14		34d
14		34pu
14		23td
14	89pu	
14	21	
14	98	
14	89	
14	5	
14	98g	
15		33p
15	12pu	
15		31d
15		31pu
15		75
15		81
15		8
15		81
15		8
15		81
15	85d	
15	1pu	
15	17	
15	5	
15	1	
15	17	
15	85	
15	12	
15	10	
15	12g	
16		13p
16	5pu	
16	21	
16	10	
16	72g	
17		8p
17	17pu	
17	2	
17	17	
17	16	
17	2td	
17		to
17		19pu
17		89
17		19td
17	16pu	
17	to	
17	34pu	
17		5pu
17		45
17		24
17		89
17		5
17		8td
17	34pu	
17		21pu
17		89
17		8
17		45
17		89
17		5g
18		33p
18	34pu	
18	40	
18	23	
18	13	
19		12p
19	19pu	
19	5	
19		12d
19		12pu
19		18
19		46
19		2
19		85
19		18g
20		34p
20	5pu	
20	8	
20	75	
20	8	
20	75td	
20		34pu
20	22d	
20	75pu	
20	8	
20	75	
20	89	
20	21g	
21		8p
21	16pu	
21	21l	
21	10	
21	46g	
22		13p
22	89pu	
22	98td	
22		34pu
22		25
22		6
22		88
22	22f	40
22	22fb	
22	5pu	
22	22	
22	to	
22	5pu	
22		34pu
22	19hb	
22	89pu	
22		34pu
22		13td
22	89pu	
22	5td	
22	5f	40pu
22		88
22	5pu	
22	89	
22		25pu
22		40
22		13
22		6
22		88
22		40
22		34
22	98d	
22	5pu	
22	72l	
22	22	
22	72	
22	10g	
23		33p
23	12pu	
23		45pu
23	12f	81
23	12f	81
23	12d	
23	16pu	8f
23		33d
23	18d	
23	16pu	
23		45pu
23	21d	
23	85	
23		81pu
23		33
23	16pu	?f
23		45pu
23		24
23		8
23		31
23	12pu	
23	17	
23		45pu
23		39
23		8g
24		33p
24	25pu	
24	34	
24		81pu
24		33g
25		33p
25	12pu	
25		8d
25		8pu
25	2d	
26		8p
26	25pu	
26	11l	
26		75pu
26		8
26	11pu	8f
26	13	
26	25	
26		45pu
26		39
26		24
26		39
26		24
26		45td
26	40pu	
26	25	
26	88	
26	9l	
26	11	
26	40	
26		75d
26		75pu
26		24
26	8pu	
26	40	
26		45pu
26		24
26		8
26		27
26	8d	
26	8pu	
26	88	
26	13	
26		45pu
26		39
26	8d	
26	40pu	
26	8	
26	25	
26	88	
26	13	
26		45pu
26	88pu	
26	8	
26	88	
26	8	
26	9	
26	40	
26	88	
26	8	
26	88	
26	8	
26	11	
26	8	
26		75d
26		75pu
26		8
26		39
26		75td
26	8pu	
26	13td	
26		75pu
26		8
26		13vst
26	to	
26	16pu	
26	17	
26	23l	
26	34	
26	1	
26	34	
26	18g	
27		16p
27	89pu	
27	5	
27	10	
27	21td	
27		16pu
27		12td
27	5pu	
27		5pu
27		85
27		16
27		21
27		2
27		16
27		12
27		18g
28		34p
28	89pu	
28	75	
28		34HB
28		34pu
28	75pu	9F
28	5	
28		23pu
28		6
28	5d	
28	5pu	
28		34d
29		?P
29	19pu	
29	5	
29	19	
29		85d
29		5pu
29	21d	
29	89pu	
29	5	
29	98l	
29	21	
29	10	
29		5d
29		18td
29	5pu	
29		12pu
29		5
29		12
29		18
29		1
29		to
29		34pu
29		40
29		34
29		6
29		34g
30		34p
30	89pu	
30	5	
30	89	
30	21l	
30	19	6f
30	21	
30	19	
30	5	
30		34pu
30		11
30		34
30	72d	
30	5pu	
30	22	
30	5	
30	72	
30	5	
30	22	
30	5	
30	21vst	
30		8pu
30		23
30		8
30		34
30		19
30		34
30		8
30		34
30		11
30		6
30		9
30	to	
30	5pu	
30	22	
30	19	
30	22	
30	89	
30	5	
30	21td	
