point	Offense	Defense
31		45pu
31	57pu	
31		39d
31		89pu
31	23d	
31	23pu	
31	13	
31	57	
31		13d
31		89pu
31		?to
31		21pu
31		89
31		21
31		89
31		10
31		21
31	10d	
31	25pu	
31	12	
31	85td	
31		89pu
31		5
31		98
31		8g
32		8p
32	13pu	
32		13pu
32		22g
33		8p
33	57pu	
33	13	
33	57	
33	13	
33	23	
33	11	
33	88lg	
34		12p
34	5pu	
34	89	
34	5	
34	19	
34	21	
34	22	
34	98	
34	5	
34	98	
34		25pu
34		16
34		12
34		16
34		18lg
35		12p
35	19pu	
35	5	
35	10	
35	98	
35	5	
35	10	
35	21	
35	19	
35	5	
35	98g	
36		8p
36	40pu	
36	88	
36	13	
36	21	
36	13	
36	8	
36		45pu
36		4
36		8
