point	Offense	Defense
1		8p
1	8pu	
1	13	
1	8	
1	13	
1	8	
1	40	
1	8	
1	40	
1	8	
1		31d
1		27pu
1		8
1		27
1		11
1		45
1		24g
2		8p
2	25pu	
2	16	
2		7d
2		24pu
2		14
2		8
2		39
2		8
2		13td
2	12pu	
2		17pu
2		7
2		39
2		37g
3		11p
3	13pu	
3	88	
3	8	
3	88	
3	13	
3	40	
3	13	
3	24	
3	8	
3	21	
3	8	
3	88	
3		31d
3		11pu
3		27
3		7
3	13pu	
3	21	
3		4hb
3		45pu
3		4
3		13
3		27g
4		39p
4	17pu	
4	5	
4	17	
4	5	
4	85td	
4		89pu
4	17d	
4	17pu	
4		5pu
4	10d	
4	5pu	
4	17	
4	18	
4	17	
4	12g	
5		23p
5	89pu	
5	5	
5	22	
5	10	
5	22td	
5		23pu
5		13
5		22l
5		11g
6		16p
6	89pu	
6	19	
6	21	
6	13	
6	5g	
7		8p
7	8pu	
7	13	
7	8	
7	88	
7	8	
7	88	
7	8	
7	88	
7	8	
7	13	
7	8	
7	13	
7	40	
7	88	
7	13	
7	23	
7	21lg	
8		16p
8	5pu	
8	89	
8	22	
8	72	
8	5td	
8		16pu
8		18l
8		10
8		25g
9		23p
9	5pu	
9	22td	
9		83pu
9		83vtt
9	89pu	
9		23pu
9		83
9		23
9	5pu	
9		13hb
9		23pu
9		83
9	22d	
9	89pu	
9	10	
9	19	
9	98	
9	22	
9	98g	
10		8p
10	16pu	
11		12p
11	89pu	
11	19	
11	98	
11	19	
11	22	
11	19	
11	89	
11	19	
11	89	
11	5	
11	19	
11	22	
11	21td	
11		5pu
11		18
11		5
11		85
11		57g
12		13p
12	5pu	
12		21d
12		13pu
12		8td
12	19pu	
12	98	
12	22	
12	5	
12	10	
12	98	
12	5	
12	72td	
12		23pu
12	5pu	
12	89	88f
12	5	
12		13pu
12		8
12		13
12		40
12	72hb	
12	10pu	
12	89vtt	
12		23pu
12	98D	
12	98	
12		8pu
12		13
12		40
12		23
12	5pu	
12	89	
12	22td	
12		8pu
12		?to
12		8pu
12		13
12		88
12		40g
13		16p
13	19pu	
13	5	
13	89	
13	10td	
13		16pu
13		10g
14		8p
14	24pu	
14		57pu
14	37pu	
14	45td	
14		8pu
14		21
14		19
14		8
14		21
14		?to
14		23pu
14	24pu	
14	39	
14	24	
14		40d
14		40pu
14		8
14		23
14		88
14	45pu	
14		23d
14		8pu
14		24g
15		16p
15	5pu	
15	22	
15		7d
15		16pu
15		85
15		83
15		18
15		14
15		18td
15	11pu	
15		16pu
15	89pu	
15	22	
15	98	
15	22	
15	11l	
15	?TO	
15	5pu	
15	98g	
16		8p
16	8pu	
16	13	
16	8	
16		24pu
16		?to
16		5pu
16		98g
17		8p
17	88pu	
17		13d
18		8p
18	8pu	
18	13	
18	23	
18	40	
18	23	
18	24	
18	23	
18	40	
18	23	
18		31d
18		24pu
18		45
18		8
18		24
18		31g
19		8p
19	16pu	
19	46	
19	25	
19	12	
19	85l	
19	25g	
20		23p
20	89pu	
20	10td	
20		23pu
20	5pu	
20	89	
20	22	
20	19	
20	10	
20	72	
20	10	
20		13pu
20		22
20		23
20		13
20		19
20	22hb	
20	89pu	
20	22td	
20		23pu
20		57
20		23l
20		88
20		13
20		88
20		13
20		23
20		13g
21		16p
21	5pu	
21	89	
21	5	
21	89	
21		16pu
21	89pu	
21	6	
21	10	
21		5d
21		5pu
21	5pu	
21	19	
21	10	
21	5	
21	98l	
21	6	
21	5	
21	19g	
22		8p
22	40pu	
22		45pu
22		8
22		31g
23		8p
23	88pu	
23	23	
23	88	
23	23	
23	88	
23	23	
23	40	
23	21lg	
24		12p
24	5pu	
24	98	
24	5vtt	
24		57pu
24	89pu	
24	98	
24	19	
24	10	
24	98	
24	89	
24	98td	
24		57pu
24		5
24		83td
24	89pu	
24	5	
24		5pu
24		12td
24	89pu	
24	19g	
25		8p
25	17pu	
25	16	
25	23l	
25	88	
25	17	
25	10	
25	17	
25	23g	
26		22p
26	5pu	
26	98	
26	10	
26	98	
26	10	
26	98	
26	10g	
27		8p
27	16pu	
27	18td	
27		?to
27		5pu
27		89
27		5
27		89
27		5
27		72
28		12p
28	5pu	
28	89	
28	5	
28	72	
28	22	
28	21	
28		16pu
28		12
28	89pu	
28	21	
28	22	
28	72	
28	21	
28	72	
28	19	
28	89	
28	5	
28	98g	
29		8p
29	13pu	
29	8	
29	88	
29	8	
29	13	
29	8	
29	13	
29	40	
29	13	
29	23	
29	21	
29	24lg	
30		16p
30	5pu	
30	19	
30	5	
30	10	
30	72	
30	19	
30	72lg	
31		8p
31	13pu	
31	88	
31	13	
31	57	
31	23	
31	11	
31	23	
31	57td	
31		8pu
31	13pu	
31	23	
31	88	
31	13	
31	23	
31	13	
31	11	
31	57	
31	88	
31	13	
31	11	
31	13vst	
