point	Offense	Defense
1		81P
1	7PU	
1	20	
1	1	
1		7PU
1		21TD
1	7PU	
1	20G	
2		64P
2	19pu	
2	6	
2	14	
2	22	
2	41	
2	6	
2	19	
2	22	
2	19	
2	14G	
3		7P
3	7PU	
3	20	
3	1	
3	14	
3	20	
3	7	
3	14	
3	7	
3	32L	
3	27G	
4		64P
4	4PU	
4	6	
4	14	
4	6	
4	4	
4	19	
4	14	
4	4	
4	19	
4	22L	
4	44G	
5		81P
5	7PU	
5	20	
5	9	
5	27	
5	14	
5	7	
5	27	
5	32	
5	7G	
6		16p
6	4PU	
6	6	
6	41	
6	6	
6	22	
6	4	
6	14	
6	44	
6	6	
6	22	
6	6	
6	19G	
7		81P
7	20PU	
7	13	
7	27	
7	7	
7	27	
7	13	
7	32	
7	20	
7	13	
7		47PU
7		5
7		47
7		5
7		38
7	7PU	
7	9	
7		21D
7		38PU
7		47
7		38
7		5
7		13G
8		81P
8	64PU	
8	21	
8	11	
8	16	
8	41	8F
8	64	
8		82d
8		82
8		27td
8	71PU	27F
8		82D
8		10PU
8		3
8		27
8		10
8	14F	81
8	14so	82so
8	6si	6si
8		7
8		6
8	21PU	
8		8D
8		6PU
8		10
8		3
8		7
8		27
8		81TD
8	64PU	
8	64to	
8	20PU	
8	7	
8	12	
8	7	
8	20	
8	27	
8	1	
8	20	
8	32L	47f
8	7	
8	9G	
9		16P
9	19PU	
9	6	
9	22	
9	19	
9	14	11f
9	19	
9	41G	
10		81P
10	20PU	
10	27	
10	1L	
10		21D
10		15PU
10		38
10		81
10		38LG
11		13P
11	7PU	
11	20	
11		47PU
11		7
11		38
11		22G
12		13P
12	13PU	
12	21	
12	71	
12	21	
12	64	
12		82PU
12		5
12		27
12		13
12		10
12		81
12		10
12		27
12		81G
13		7P
13	20PU	
13	7	
13	1	
13	32	
13		15PU
13		7
13		38
13	32D	
13	12pu	
13	27	
13	11L	
13	11to	
13	7PU	
13	1	
13	12G	
14		16P
14	4PU	
14	6	
14	14	
14	22	
14	19	31f
14	44	
14	4	
14	44G	
15		81P
15	20PU	
15	7	
15	27	
15	1	
15	7	
15	27	
15		47PU
15		7
15		10
15		81
15		21TD
15	20PU	
15	7	
15	27	
15	20	
15	9	
15	32G	
16		16P
16	26PU	
16	6	
16	1	
16	22	
16	6	
16	41	
16	4	
16	26	
16	4	
16	6	
16	18	
16	4	
16		6D
16		21PU
16		16
16		11
16		6
16		11
16		21
16		6
16		11G
17		16P
17	6PU	
17	19	
17	6	
