game	player	points	goals	assists	Ds
2014-06-14_pdxST-at-seaRM	pdxST-2-Allison-Hall	5	4	1	0
2014-06-14_pdxST-at-seaRM	pdxST-42-Lohre	5	2	3	1
2014-06-14_pdxST-at-seaRM	pdxST-7-Friedman	5	2	3	0
2014-06-14_pdxST-at-seaRM	pdxST-24-Norden	5	0	5	0
2014-06-14_pdxST-at-seaRM	pdxST-10-Strout	4	3	1	0
2014-06-14_pdxST-at-seaRM	pdxST-6-Bjorklund	2	2	0	0
2014-06-14_pdxST-at-seaRM	pdxST-17-Hayes	2	0	2	1
2014-06-14_pdxST-at-seaRM	pdxST-11-Kenton	2	0	2	0
2014-06-14_pdxST-at-seaRM	pdxST-22-Cole	1	1	0	1
2014-06-14_pdxST-at-seaRM	pdxST-14-Adamson	1	1	0	0
2014-06-14_pdxST-at-seaRM	pdxST-16-Burton	1	1	0	0
2014-06-14_pdxST-at-seaRM	pdxST-9-Hancock	1	1	0	0
2014-06-14_pdxST-at-seaRM	pdxST-8-Davis	0	0	0	2
2014-06-14_pdxST-at-seaRM	pdxST-25-Meinershagen	0	0	0	1
2014-06-14_pdxST-at-seaRM	pdxST-3-Ferrea	0	0	0	1
2014-06-14_pdxST-at-seaRM	pdxST-5-Woodside	0	0	0	1
2014-06-14_pdxST-at-seaRM	seaRM-99-el-salaam	6	3	3	0
2014-06-14_pdxST-at-seaRM	seaRM-77-trotter	5	2	3	1
2014-06-14_pdxST-at-seaRM	seaRM-35-koss	4	0	4	0
2014-06-14_pdxST-at-seaRM	seaRM-1-mckibben	3	2	1	1
2014-06-14_pdxST-at-seaRM	seaRM-6-trytiak	3	1	2	2
2014-06-14_pdxST-at-seaRM	seaRM-9-harkness	2	2	0	1
2014-06-14_pdxST-at-seaRM	seaRM-5-chu	2	2	0	0
2014-06-14_pdxST-at-seaRM	seaRM-12-gallagher	2	1	1	1
2014-06-14_pdxST-at-seaRM	seaRM-51-entz	2	1	1	1
2014-06-14_pdxST-at-seaRM	seaRM-15-beehner	2	1	1	0
2014-06-14_pdxST-at-seaRM	seaRM-25-rosatto	1	1	0	0
2014-06-14_pdxST-at-seaRM	seaRM-00-rupp	0	0	0	1
2014-06-14_pdxST-at-seaRM	seaRM-13-sewell	0	0	0	1
2014-06-14_pdxST-at-seaRM	seaRM-23-sliva	0	0	0	1
2014-06-14_pdxST-at-seaRM	seaRM-24-duffel	0	0	0	1
2014-06-14_pdxST-at-seaRM	seaRM-7-cooper	0	0	0	1
