game	player	last	points	comp_pct	goals	assists	throws	completions	catches	def	drop	team	number
2014-05-18_bosWC-at-phlSP	bosWC-9	nixon	8	0.83	7	1	6	5	14	0	1	bosWC	9
2014-05-18_bosWC-at-phlSP	bosWC-1	markette	5	0.94	2	3	16	15	16	1	0	bosWC	1
2014-05-18_bosWC-at-phlSP	bosWC-13	malacek	5	0.89	2	3	28	25	22	0	1	bosWC	13
2014-05-18_bosWC-at-phlSP	bosWC-4	rebholz	5	0.94	0	5	34	32	24	1	0	bosWC	4
2014-05-18_bosWC-at-phlSP	bosWC-27	hatchett	4	0.86	3	1	7	6	10	2	0	bosWC	27
2014-05-18_bosWC-at-phlSP	bosWC-21	graham	4	0.91	3	1	22	20	22	0	0	bosWC	21
2014-05-18_bosWC-at-phlSP	bosWC-43	hirschberger	4	0.92	3	1	13	12	16	0	0	bosWC	43
2014-05-18_bosWC-at-phlSP	bosWC-8	cooper	4	1	1	3	15	15	12	0	0	bosWC	8
2014-05-18_bosWC-at-phlSP	bosWC-64	farnsworth	3	1	3	0	1	1	4	0	0	bosWC	64
2014-05-18_bosWC-at-phlSP	bosWC-17	foster	3	0.92	1	2	12	11	13	0	0	bosWC	17
2014-05-18_bosWC-at-phlSP	bosWC-29	stevens	3	1	0	3	5	5	5	0	0	bosWC	29
2014-05-18_bosWC-at-phlSP	bosWC-12	simmons	1	1	0	1	2	2	2	0	0	bosWC	12
2014-05-18_bosWC-at-phlSP	bosWC-18	browar-jarus	1	0.71	0	1	7	5	6	0	1	bosWC	18
2014-05-18_bosWC-at-phlSP	bosWC-00	taylor	0	1	0	0	18	18	8	1	0	bosWC	00
2014-05-18_bosWC-at-phlSP	bosWC-	?name?	0	NA	0	0	0	0	0	0	0	bosWC	bosWC
2014-05-18_bosWC-at-phlSP	bosWC-10	ingold-smith	0	0.96	0	0	23	22	20	0	0	bosWC	10
2014-05-18_bosWC-at-phlSP	bosWC-2	reinhardt	0	1	0	0	1	1	1	0	0	bosWC	2
2014-05-18_bosWC-at-phlSP	bosWC-3	zid	0	1	0	0	5	5	5	0	0	bosWC	3
2014-05-18_bosWC-at-phlSP	phlSP-9	diviney	7	0.82	5	2	11	9	15	1	0	phlSP	9
2014-05-18_bosWC-at-phlSP	phlSP-11	esser	7	1	5	2	14	14	19	0	0	phlSP	11
2014-05-18_bosWC-at-phlSP	phlSP-27	rainwater	7	0.97	4	3	33	32	37	1	0	phlSP	27
2014-05-18_bosWC-at-phlSP	phlSP-7	hirannet	6	0.97	1	5	66	64	60	0	0	phlSP	7
2014-05-18_bosWC-at-phlSP	phlSP-13	brandolph	5	1	3	2	47	47	39	0	0	phlSP	13
2014-05-18_bosWC-at-phlSP	phlSP-16	shull	4	0.88	3	1	8	7	11	1	1	phlSP	16
2014-05-18_bosWC-at-phlSP	phlSP-14	glazer	4	0.97	1	3	33	32	34	0	0	phlSP	14
2014-05-18_bosWC-at-phlSP	phlSP-25	katzenbach	3	1	1	2	33	33	28	1	0	phlSP	25
2014-05-18_bosWC-at-phlSP	phlSP-2	colton	2	0.92	1	1	12	11	12	1	0	phlSP	2
2014-05-18_bosWC-at-phlSP	phlSP-21	panna	2	0.87	1	1	15	13	15	1	0	phlSP	21
2014-05-18_bosWC-at-phlSP	phlSP-64	brasz	2	1	0	2	19	19	16	0	0	phlSP	64
2014-05-18_bosWC-at-phlSP	phlSP-4	damiano	1	0.92	1	0	13	12	13	0	1	phlSP	4
2014-05-18_bosWC-at-phlSP	phlSP-20	baer	1	0.94	0	1	18	17	12	0	0	phlSP	20
2014-05-18_bosWC-at-phlSP	phlSP-71	mcclellan	1	0.9	0	1	10	9	10	0	0	phlSP	71
2014-05-18_bosWC-at-phlSP	phlSP-10	casey	0	1	0	0	3	3	2	1	0	phlSP	10
2014-05-18_bosWC-at-phlSP	phlSP-1	peters	0	1	0	0	4	4	5	0	0	phlSP	1
2014-05-18_bosWC-at-phlSP	phlSP-12	zumbrum	0	1	0	0	1	1	1	0	0	phlSP	12
2014-05-18_bosWC-at-phlSP	phlSP-22	paparone	0	1	0	0	2	2	2	0	0	phlSP	22
2014-05-18_bosWC-at-phlSP	phlSP-28	baer	0	1	0	0	2	2	1	0	0	phlSP	28
2014-05-18_bosWC-at-phlSP	phlSP-31	lindsey	0	1	0	0	4	4	4	0	0	phlSP	31
2014-05-18_bosWC-at-phlSP	phlSP-33	ward	0	1	0	0	3	3	3	0	0	phlSP	33
2014-05-18_bosWC-at-phlSP	phlSP-77	li	0	1	0	0	4	4	3	0	0	phlSP	77
