point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	29	P		
1	2			12	PU
1	3			91	
1	4			78	
1	5			98	
1	6			91	
1	7			12	
1	8			14	
1	9			78	
1	10			8	
1	11			91	G
2	1	41	P		
2	2			1	PU
2	3			6	
2	4			27	
2	5			6	
2	6			3	
2	7			?	
2	8			3	
2	9			23	G
3	1	98	P		
3	2			17	PU
3	3			91	
3	4			78	
3	5			8	
3	6			14	
3	7			8	
3	8			91	
3	9			78	
3	10			91	
3	11			47	
3	12			91	
3	13			78	
3	14			8	G
4	1	41	P		
4	2			?	PU
4	3			6	
4	4			3	
4	5			24	
4	6	17	D		
4	7	11	PU		
4	8	6			
4	9	41			
4	10	45	G		
5	1	1	P		
5	2			27	PU
5	3			6	
5	4			23	
5	5			16	
5	6			14	G
6	1	42	P		
6	2			14	PU
6	3			91	
6	4			12	
6	5			78	
6	6			14	
6	7			91	
6	8			78	
6	9			14	
6	10			98	
6	11			98	SO
6	12			1	SI
6	13	?	SO		
6	14	19	SI		
6	15			1	PU
6	16			8	G
7	1	25	P		
7	2			1	PU
7	3			6	VST
7	4	11	PU		
7	5	19	G		
8	1	8	P		
8	2			1	PU
8	3			6	
8	4			23	
8	5	41	D		
8	6	41	PU		
8	7	8			
8	8	88			
8	9			16	D
8	10			16	PU
8	11			27	
8	12			6	
8	13			27	
8	14			6	
8	15			?	
8	16			3	
8	17	41	PU		
8	18	8			
8	19	66			
8	20			13	D
8	21			?	PU
8	22			27	
8	23			16	
8	24			27	
8	25			1	
8	26			27	
8	27	88	TO		
8	28	91	PU		
8	29	47			
8	30	90			
8	31	8			
8	32	91			
8	33	8			
8	34	21			
8	35	91			
8	36			14	D
8	37			14	PU
8	38			23	
8	39			7	
8	40			44	G
9	1	98	P		
9	2			1	
9	3	29	PU		
9	4	22	G		
10	1	42	P		
10	2			47	PU
10	3			91	
10	4			47	
10	5			14	
10	6	22	PU		
10	7	42			
10	8	29			
10	9	31			
10	10	29			
10	11	98	G		
11	1	98	P		
11	2			47	PU
11	3			91	
11	4			21	
11	5			8	
11	6			91	
11	7			47	
11	8			91	
11	9			90	
11	10			21	
11	11			91	G
12	1	41	P		
12	2			?	PU
12	3			1	
12	4			27	
12	5			24	
12	6			27	
12	7			1	
12	8			98	
12	9	49	PU		
12	10	41			
13	1	41	P		
13	2			1	PU
13	3			6	
13	4			?	
13	5			16	
13	6			6	
13	7			0	
13	8			1	
13	9			3	
13	10			0	
13	11			1	
13	12			6	
13	13			16	
13	14			3	
13	15			16	
13	16	19	F		
13	17			1	
13	18			16	G
14	1	29	P		
14	2			47	PU
14	3			91	
14	4			78	
14	5			98	
14	6			8	
14	7			14	
14	8			98	G
15	1	41	P		
15	2			1	PU
15	3			6	
15	4			27	
15	5			60	
15	6			27	
15	7			60	
15	8			27	
15	9			1	
15	10			97	G
16	1	98	P		
16	2			47	PU
16	3			90	
16	4			91	
16	5			91	SO
16	6			12	SI
16	7			12	PU
16	8			8	
16	9			90	
16	10			47	
16	11			14	
16	12	98	D		
16	13	42	PU		
16	14			47	PU
16	15	46	PU		
16	16			31	F
16	17	8			
16	18	47	G		
17	1	41	P		
17	2			27	PU
17	3			1	
17	4			16	
17	5			3	
17	6			51	
17	7			16	
17	8			3	
17	9			1	
17	10			16	G
18	1	22	P		
18	2			12	PU
18	3			47	
18	4			78	
18	5			8	
18	6			98	
18	7			14	G
19	1	41	P		
19	2			27	PU
19	3			6	
19	4			16	
19	5			?	
19	6			16	
19	7	?	F		
19	8			27	
19	9			16	
19	10			3	
19	11			16	G
20	1	29	P		
20	2			12	PU
20	3			8	
20	4			78	
20	5			8	
20	6			14	
20	7			8	
20	8			98	
20	9			90	
20	10			14	G
21	1	41	P		
21	2			6	PU
21	3			1	
21	4			24	
21	5			0	
21	6			6	
21	7			?	
21	8			16	
21	9			0	
21	10			3	
21	11			0	
21	12			6	
21	13			3	
21	14			16	
21	15			97	G
22	1	?	P		
22	2			47	PU
22	3			12	
22	4			8	
22	5			14	
22	6			90	
22	7			14	
22	8			47	
22	9			78	
22	10			8	
22	11	29	PU		
22	12	?			
22	13	22			
22	14			14	D
22	15			47	PU
22	16			8	
22	17			12	
22	18			47	
22	19			90	
22	20			14	G
23	1	1	P		
23	2			27	PU
23	3			23	
23	4			6	
23	5	10	D		
23	6	1			
23	7	10			
23	8	6			
23	9	25			
23	10	19	G		
24	1	41	P		
24	2			0	PU
24	3			1	
24	4			23	
24	5	49	F		
24	6			24	
24	7			3	
24	8			23	
24	9			0	
24	10			23	
24	11			1	
24	12			97	G
25	1	31	P		
25	2			90	PU
25	3			47	
25	4			90	
25	5			47	
25	6			12	
25	7			98	
25	8			8	
25	9			14	
25	10	7	D		
25	11	7	PU		
25	12	31			
25	13	17			
25	14	31			
25	15	7	G		
26	1	29	P		
26	2			90	PU
26	3			47	
26	4			41	
26	5			12	
26	6			21	
26	7			8	
26	8			47	G
27	1	41	P		
27	2			23	PU
27	3			6	
27	4			97	
27	5			27	
27	6			97	
27	7			27	
27	8			16	
27	9	49	D		
28	1	42	P		
28	2			90	PU
28	3			47	
28	4			14	
28	5			8	
28	6			78	
28	7			47	
28	8			14	
28	9			12	
28	10			47	
28	11			8	
28	12			90	
28	13			8	
28	14			14	G
29	1	41	P		
29	2			1	PU
29	3			6	
29	4			23	
29	5			6	
29	6			24	
29	7			0	
29	8	41	PU		
29	9	6			
29	10	1			
29	11	45			
29	12	41	G		
30	1	25	P		
30	2			27	PU
30	3			?	
30	4			60	
30	5			16	G
31	1	98	P		
31	2			?	PU
31	3			47	
31	4			12	
31	5			47	
31	6			12	
31	7			8	
31	8			47	
31	9			14	
31	10			47	
31	11			98	G
32	1	45	P		
32	2			1	PU
32	3			6	
32	4			23	
32	5			1	
32	6			27	
32	7			16	
32	8			1	
32	9			3	
32	10			51	
32	11			3	G
33	1	42	P		
33	2			90	PU
33	3			47	
33	4			8	
33	5			14	
33	6			78	G
34	1	1	P		
34	2			0	PU
34	3			6	
34	4			24	
34	5			16	G
35	1	22	P		
35	2			47	PU
35	3	4	D		
35	4	7	PU		
35	5	14			
35	6	31			
35	7	23			
35	8	14			
35	9	?			
35	10	14	TO		
35	11	6	PU		
35	12	3			
35	13	6			
35	14	29			
35	15	22			
35	16	3	G		
36	1	98	P		
36	2			12	PU
36	3			47	
36	4			78	
36	5			98	
36	6			90	
36	7			98	
36	8			90	G
37	1	1	P		
37	2			27	PU
37	3			1	
37	4			16	
37	5			0	
37	6			16	
37	7			3	
37	8			51	
37	9			3	G
38	1	42	P		
38	2			90	PU
38	3			47	
38	4			98	
38	5	22	D		
38	6	?			
38	7	29			
38	8	22	G		
39	1	42	P		
39	2			90	PU
39	3			21	
39	4			14	
39	5			8	
39	6			47	
39	7			14	
39	8	27	PU		
39	9	14			
39	10	42			
39	11	22			
39	12	31			
39	13	29			
39	14			78	D
39	15			21	
39	16			46	
39	17	42	D		
39	18	14	PU		
39	19	22	G		
40	1	98	P		
40	2			47	PU
40	3			12	
40	4			90	
40	5			12	
40	6			14	
40	7			78	
40	8			8	
40	9			98	
40	10	14	D		
40	11	31			
40	12	7			
40	13	98			
40	14	7			
40	15	98			
40	16	31			
40	17			78	D
40	18			78	PU
40	19			8	
40	20			14	
40	21			47	
40	22			98	
40	23			8	
40	24			14	
40	25			47	
40	26			8	
40	27			98	G
41	1	1	P		
41	2			6	PU
41	3			24	
41	4			16	G
42	1	29	P		
42	2			47	PU
42	3			12	
42	4			47	
42	5			8	
42	6			47	
42	7			90	
42	8			47	
42	9			8	
42	10			14	
42	11			78	
42	12			14	
42	13			46	
42	14			8	
42	15			47	G
43	1	49	P		
43	2			0	PU
43	3			1	
43	4			6	
43	5	14	D		
44	1	8	P		
44	2			1	PU
44	3			6	
44	4			1	
44	5			3	
44	6	19	D		
44	7	41	PU		
44	8	8			
44	9	10	G		
45	1	1	P		
45	2			1	PU
45	3			16	
45	4			3	
45	5			6	
45	6			23	
45	7			1	
45	8	1	F		
45	9			0	
45	10			16	
45	11			23	
45	12			3	
45	13			16	G
46	1	42	P		
46	2			12	PU
46	3			47	
46	4			21	
46	5	4	D		
46	6	29			
46	7	18			
46	8	22	TD		
46	9			47	PU
46	10			8	
46	11			78	
46	12			12	
46	13			90	
46	14			21	
46	15	7	PU		
46	16	14			
46	17	42			
46	18	4			
46	19	18			
46	20	22	G		
47	1	98	P		
47	2			47	PU
47	3			1	
47	4			8	
47	5			46	
47	6			41	
47	7			10	G
48	1	25	P		
48	2			1	PU
48	3			6	
48	4			23	
48	5			6	
48	6			1	
48	7			97	
48	8			6	
48	9			1	
48	10			16	
48	11			1	
48	12	25	F		
48	13			16	G
49	1	42	P		
49	2			90	PU
49	3			47	
49	4			14	
49	5			8	
49	6			1	
49	7			8	G
50	1	45	P		
50	2			1	PU
50	3			6	
50	4			16	
50	5			3	
50	6			16	
50	7	?	F		
50	8			6	
50	9	19	D		
50	10	11	PU		
50	11	45			
50	12			1	D
50	13			3	PU
50	14			16	G
51	1	98	P		
51	2			90	PU
51	3			47	
51	4			14	
51	5			8	
51	6	18	F		
51	7			90	
51	8			12	
51	9			90	
51	10			47	
51	11			46	G
52	1	8	P		
52	2			6	PU
52	3			1	
52	4	8	D		
52	5	11			
52	6	8			
52	7	6			
52	8	41			
52	9	8			
52	10	41			
52	11			27	PU
52	12			6	
52	13			23	
52	14			24	
52	15			16	G
53	1	31	P		
53	2			90	PU
53	3			8	
53	4	7	PU		
53	5	16	G		
54	1	42	P		
54	2			47	PU
54	3			14	
54	4			8	
54	5			47	
54	6			12	
54	7			47	
54	8			8	
54	9			47	
54	10			46	
54	11			47	
54	12			8	
54	13			14	G
55	1	45	P		
55	2			6	PU
55	3	10	D		
55	4	41			
55	5	6	G		
56	1	8	P		
56	2			6	PU
56	3			1	
56	4			3	
56	5			16	
56	6			24	
56	7			3	
56	8			24	G
57	1	98	P		
57	2			90	PU
57	3			47	
57	4			8	
57	5			14	
57	6			8	G
58	1	8	P		
58	2			6	PU
58	3			1	
58	4			27	
58	5			29	
58	6			16	
58	7			29	
58	8			3	
58	9			16	
58	10			29	
58	11			23	
58	12			27	
58	13			29	G
59	1	29	P		
59	2			47	PU
59	3	51	D		
