point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	8	P		
1	2			7	PU
1	3			24	
1	4			13	
1	5			7	
1	6			24	
1	7	81	D		
1	8	81			
1	9	18			
1	10	45			
1	11	31			
1	12	8			
1	13	81	LG		
2	1	11	P		
2	2			7	PU
2	3			11	
2	4			6	
2	5			16	
2	6			11	
2	7			16	L
2	8			6	G
3	1	8	P		
3	2			5	PU
3	3			72	
3	4			22	
3	5			98	G
4	1	8	P		
4	2			7	PU
4	3			13	
4	4			7	
4	5			11	
4	6			7	
4	7			11	
4	8			16	TD
4	9	4	PU		
4	10	18			
4	11	27			
4	12	31			
4	13	81			
4	14	13	G		
5	1	8	P		
5	2			7	PU
5	3			24	
5	4			21	
5	5			7	
5	6			24	
5	7			13	
5	8			7	
5	9			21	
5	10			42	
5	11			7	G
6	1	8	P		
6	2			91	PU
6	3			89	
6	4			91	
6	5			22	
6	6			98	
6	7			91	
6	8			89	
6	9			91	
6	10	3	F		
6	11			22	
6	12			91	
6	13			89	VTT
6	14	88	PU		
6	15	17			
6	16	21			
6	17	3	LG		
7	1	8	P		
7	2			91	PU
7	3			89	
7	4			91	
7	5			8	
7	6			21	
7	7			89	
7	8			8	
7	9			98	G
8	1	33	P		
8	2			7	PU
8	3			24	
8	4			42	
8	5			7	
8	6			24	
8	7			13	
8	8			24	
8	9			16	
8	10			7	
8	11			42	
8	12			16	
8	13			7	
8	14			42	G
9	1	88	P		
9	2			5	PU
9	3			91	
9	4			89	
9	5			22	
9	6	3	F		
9	7			21	G
10	1	8	P		
10	2			24	PU
10	3			11	
10	4			24	
10	5			42	
10	6			13	L
10	7			16	
10	8			13	G
11	1	88	P		
11	2			91	PU
11	3			89	
11	4			5	
11	5			98	
11	6			5	
11	7			89	
11	8			91	
11	9			98	
11	10			91	
11	11			22	G
12	1	33	P		
12	2			24	PU
12	3			73	
12	4			24	
12	5			16	
12	6			2	L
12	7			7	
12	8			42	G
13	1	88	P		
13	2			91	PU
13	3			5	
13	4			91	
13	5			10	
13	6			22	
13	7	21	D		
13	8	88	PU		
13	9			91	PU
13	10			21	
13	11			91	
13	12			5	
13	13			22	
13	14			89	
13	15			5	
13	16			10	TD
13	17	88	TO		
13	18	24	PU		
13	19	42			
13	20	7			
13	21	42			
13	22	11			
13	23	7			
13	24			91	D
13	25			91	
13	26			33	G
14	1	8	P		
14	2			7	PU
14	3			13	
14	4			24	TD
14	5	18	PU		
14	6	18	VTT		
14	7			11	PU
14	8			13	LG
15	1	6	P		
15	2			89	PU
15	3			5	
15	4			22	F
15	5	88	PU		
15	6	8	L		
15	7	6	G		
16	1	6	P		
16	2			89	PU
16	3			91	
16	4			89	
16	5			91	
16	6			89	
16	7			72	TD
16	8	88	PU		
16	9	21			
16	10	88			
16	11	8			
16	12	21			
16	13	88			
16	14	4	G		
17	1	42	P		
17	2			5	PU
17	3			8	L
18	1	6	P		
18	2			91	PU
18	3			89	
18	4			91	
18	5			22	
18	6			21	
18	7			98	LG
19	1	8	P		
19	2			7	PU
19	3			24	
19	4			7	
19	5			24	
19	6			7	
19	7			13	
19	8			2	TD
19	9	18	PU		
19	10	45			
19	11	81			
19	12	8			
19	13	18			
19	14	27			
19	15	81			
19	16	8			
19	17	18	G		
20	1	33	P		
20	2			42	PU
20	3			24	
20	4			42	
20	5			2	
20	6			24	
20	7			42	
20	8			2	
20	9			7	
20	10			6	
20	11			42	
20	12			13	
20	13			2	
20	14	33	TO		
20	15	91	PU		
20	16	22			
20	17			3	F
20	18	21	LG		
21	1	8	P		
21	2			42	PU
21	3			24	
21	4			10	
21	5			7	
21	6			10	
21	7			24	
21	8			13	
21	9			16	
21	10			24	
21	11			10	
21	12			7	
21	13			42	
21	14			7	
21	15			16	LG
22	1	88	P		
22	2			89	PU
22	3			5	
22	4			89	
22	5			5	
22	6			21	
22	7	8	F		
22	8			89	
22	9			98	
22	10	21	D		
22	11	21			
22	12	6			
22	13			89	D
22	14			91	PU
22	15			89	
22	16			91	
22	17			5	
22	18			89	
22	19			21	
22	20	8	D		
22	21	8	TO		
22	22	24	PU		
22	23	11			
22	24	2			
22	25	16			
22	26	7			
22	27	42			
22	28	13			
22	29	2			
22	30			31	D
22	31			31	
22	32			8	
22	33			31	
22	34			33	
22	35			13	L
22	36			31	G
23	1	8	P		
23	2			42	PU
23	3			24	
23	4			7	
23	5			13	
23	6			24	
23	7			42	
23	8			16	
23	9			24	
23	10			13	
23	11			24	
23	12			4	
23	13			24	
23	14			16	
23	15			7	
23	16			16	
23	17	81	D		
23	18	75	PU		
23	19	24			
23	20	4			
23	21	27			
23	22	24			
23	23	8			
23	24	81	TO		
23	25	91	PU		
23	26	10			
23	27	98			
23	28	91			
23	29	5			
23	30	89			
23	31	5			
23	32	21			
23	33	89			
23	34	98	G		
24	1	33	P		
24	2			24	PU
24	3			42	
24	4			2	
24	5			10	
24	6			11	
24	7			2	
24	8			42	
24	9			13	
24	10			24	
24	11	18	F		
24	12			10	
24	13			24	
24	14			10	
24	15	45	F		
24	16			24	
24	17			13	G
25	1	88	P		
25	2			91	PU
25	3			5	
25	4			21	
25	5			89	
25	6			5	
25	7			10	
25	8			98	
25	9			10	G
26	1	8	P		
26	2			24	PU
26	3			13	
26	4			7	
26	5			11	
26	6			2	
26	7			11	
26	8			2	
26	9			16	
26	10			13	G
27	1	6	P		
27	2			89	PU
27	3			91	
27	4			22	
27	5			21	
27	6	22	D		
28	1	8	P		
28	2			7	PU
28	3			24	
28	4			16	
28	5			24	
28	6			13	
28	7			24	
28	8			16	
28	9			13	LG
29	1	6	P		
29	2			91	PU
29	3			5	
29	4			98	
29	5			22	TD
29	6	88	PU		
29	7			22	D
29	8			5	PU
29	9			21	TD
29	10	88	PU		
29	11	3			
29	12	8			
29	13	21			
29	14	14			
29	15	8			
29	16	6			
29	17	21			
29	18	88			
29	19	3	G		
30	1	6	P		
30	2			18	PU
30	3			91	
30	4			5	
30	5	88	PU		
30	6	22			
30	7	88			
30	8			8	D
30	9			91	PU
30	10			10	
30	11			8	
30	12			22	TD
30	13	8	PU		
30	14	22			
30	15	21			
30	16	4			
30	17	6			
30	18	13	G		
31	1	42	P		
31	2			45	PU
31	3			75	
31	4			33	
31	5			89	
31	6	7	PU		
31	7	24			
31	8	7			
31	9	24			
31	10	7			
31	11	24			
31	12	4			
31	13	24			
31	14	88			
31	15	4			
31	16	24			
31	17	14			
31	18	88			
31	19	2			
31	20	88			
31	21	14			
31	22	4			
31	23	2			
31	24	7			
31	25	24			
31	26	4			
31	27	24			
31	28	17			
31	29	14			
31	30	7			
31	31	24			
31	32	88			
31	33	24			
31	34	7	G		
32	1	6	P		
32	2			91	PU
32	3			5	
32	4			91	
