point	event	oTeam	dTeam	oNum	oCode	dNum	dCode	scTeam
49	3	seaRM	vanNH	00				seaRM
49	4	seaRM	vanNH	20				seaRM
49	5	seaRM	vanNH	48				seaRM
49	6	seaRM	vanNH	20	A			seaRM
49	7	seaRM	vanNH	6	G			seaRM
50	1	vanNH	seaRM			29	P	vanNH
50	2	vanNH	seaRM	19				vanNH
50	3	vanNH	seaRM	89				vanNH
50	4	vanNH	seaRM	22				vanNH
50	5	vanNH	seaRM	98				vanNH
50	6	vanNH	seaRM	89				vanNH
50	7	vanNH	seaRM	19				vanNH
50	8	vanNH	seaRM	10				vanNH
50	9	vanNH	seaRM	89				vanNH
50	10	vanNH	seaRM			21	D	vanNH
50	11	vanNH	seaRM			29	PU	vanNH
50	12	vanNH	seaRM			12		vanNH
50	13	vanNH	seaRM			29		vanNH
50	14	vanNH	seaRM	89	D			vanNH
50	15	vanNH	seaRM	91	PU			vanNH
50	16	vanNH	seaRM	98				vanNH
50	17	vanNH	seaRM	91				vanNH
50	18	vanNH	seaRM	89				vanNH
50	19	vanNH	seaRM	91				vanNH
50	20	vanNH	seaRM	21				vanNH
50	21	vanNH	seaRM	91				vanNH
50	22	vanNH	seaRM	10				vanNH
50	23	vanNH	seaRM	91				vanNH
50	24	vanNH	seaRM	19	A			vanNH
50	25	vanNH	seaRM	98	G			vanNH
51	1	seaRM	vanNH			8	P	seaRM
51	2	seaRM	vanNH	20				seaRM
51	3	seaRM	vanNH	1				seaRM
51	4	seaRM	vanNH	17				seaRM
51	5	seaRM	vanNH	8				seaRM
51	6	seaRM	vanNH	9	A			seaRM
51	7	seaRM	vanNH	17	G			seaRM
52	1	vanNH	seaRM			29	P	vanNH
52	2	vanNH	seaRM	89				vanNH
52	3	vanNH	seaRM	19				vanNH
52	4	vanNH	seaRM	89				vanNH
52	5	vanNH	seaRM	19				vanNH
52	6	vanNH	seaRM	89				vanNH
52	7	vanNH	seaRM	22				vanNH
52	8	vanNH	seaRM	19				vanNH
52	9	vanNH	seaRM	91				vanNH
52	10	vanNH	seaRM	21				vanNH
52	11	vanNH	seaRM	19				vanNH
52	12	vanNH	seaRM	91				vanNH
52	13	vanNH	seaRM	21				vanNH
52	14	vanNH	seaRM	89				vanNH
52	15	vanNH	seaRM	10	TD			vanNH
52	16	vanNH	seaRM			29	PU	vanNH
52	17	vanNH	seaRM			21		vanNH
52	18	vanNH	seaRM			29		vanNH
52	19	vanNH	seaRM			21		vanNH
52	20	vanNH	seaRM			29		vanNH
52	21	vanNH	seaRM				TO	vanNH
52	22	vanNH	seaRM			20	PU	vanNH
52	23	vanNH	seaRM			9		vanNH
52	24	vanNH	seaRM			17		vanNH
52	25	vanNH	seaRM			1		vanNH
52	26	vanNH	seaRM		TO			vanNH
52	27	vanNH	seaRM	91	PU			vanNH
52	28	vanNH	seaRM	10				vanNH
52	29	vanNH	seaRM	98				vanNH
52	30	vanNH	seaRM	91				vanNH
52	31	vanNH	seaRM	19				vanNH
52	32	vanNH	seaRM	22				vanNH
52	33	vanNH	seaRM	10				vanNH
52	34	vanNH	seaRM	98				vanNH
52	35	vanNH	seaRM	91				vanNH
52	36	vanNH	seaRM	89				vanNH
52	37	vanNH	seaRM	91				vanNH
52	38	vanNH	seaRM	98				vanNH
52	39	vanNH	seaRM	91				vanNH
52	40	vanNH	seaRM	19	A			vanNH
52	41	vanNH	seaRM	10	G			vanNH
53	1	seaRM	vanNH			8	P	NA
53	2	seaRM	vanNH	20				NA
53	3	seaRM	vanNH	1				NA
53	4	seaRM	vanNH	20				NA
54	1	vanNH	seaRM			29	P	vanNH
54	2	vanNH	seaRM	19				vanNH
54	3	vanNH	seaRM	89				vanNH
54	4	vanNH	seaRM	10				vanNH
54	5	vanNH	seaRM	98				vanNH
54	6	vanNH	seaRM	21				vanNH
54	7	vanNH	seaRM	91				vanNH
54	8	vanNH	seaRM	98				vanNH
54	9	vanNH	seaRM	19				vanNH
54	10	vanNH	seaRM	89				vanNH
54	11	vanNH	seaRM	19				vanNH
54	12	vanNH	seaRM	91				vanNH
54	13	vanNH	seaRM	98	A			vanNH
54	14	vanNH	seaRM	91	G			vanNH
55	1	seaRM	vanNH			8	P	vanNH
55	2	seaRM	vanNH	1				vanNH
55	3	seaRM	vanNH	20				vanNH
55	4	seaRM	vanNH	17				vanNH
55	5	seaRM	vanNH	20				vanNH
55	6	seaRM	vanNH	00				vanNH
55	7	seaRM	vanNH	20				vanNH
55	8	seaRM	vanNH			24	D	vanNH
55	9	seaRM	vanNH				TO	vanNH
55	10	seaRM	vanNH			19	PU	vanNH
55	11	seaRM	vanNH			21		vanNH
55	12	seaRM	vanNH			89		vanNH
55	13	seaRM	vanNH			91	A	vanNH
55	14	seaRM	vanNH			10	G	vanNH
56	1	seaRM	vanNH			8	P	vanNH
56	2	seaRM	vanNH	00				vanNH
56	3	seaRM	vanNH	20				vanNH
56	4	seaRM	vanNH	17				vanNH
56	5	seaRM	vanNH	8				vanNH
56	6	seaRM	vanNH			11	F	vanNH
56	7	seaRM	vanNH	00	TD			vanNH
56	8	seaRM	vanNH			24	PU	vanNH
56	9	seaRM	vanNH	48	D			vanNH
56	10	seaRM	vanNH	48	PU			vanNH
56	11	seaRM	vanNH	6				vanNH
56	12	seaRM	vanNH	00				vanNH
56	13	seaRM	vanNH	6				vanNH
56	14	seaRM	vanNH			4	D	vanNH
56	15	seaRM	vanNH			7	PU	vanNH
56	16	seaRM	vanNH			45		vanNH
56	17	seaRM	vanNH			8		vanNH
56	18	seaRM	vanNH			11		vanNH
56	19	seaRM	vanNH	20	D			vanNH
56	20	seaRM	vanNH	00	PU			vanNH
56	21	seaRM	vanNH			7	D	vanNH
56	22	seaRM	vanNH			24	PU	vanNH
56	23	seaRM	vanNH			11	A	vanNH
56	24	seaRM	vanNH			8	G	vanNH
57	1	seaRM	vanNH	29				vanNH
57	2	seaRM	vanNH	21				vanNH
57	3	seaRM	vanNH	29				vanNH
57	4	seaRM	vanNH	2				vanNH
57	5	seaRM	vanNH	24				vanNH
57	6	seaRM	vanNH	29				vanNH
57	7	seaRM	vanNH	12				vanNH
57	8	seaRM	vanNH	29				vanNH
57	9	seaRM	vanNH			45	PU	vanNH
57	10	seaRM	vanNH			37		vanNH
57	11	seaRM	vanNH			8		vanNH
57	12	seaRM	vanNH	29	PU			vanNH
57	13	seaRM	vanNH			89	PU	vanNH
57	14	seaRM	vanNH			11		vanNH
57	15	seaRM	vanNH			8		vanNH
57	16	seaRM	vanNH			11		vanNH
57	17	seaRM	vanNH			4	A	vanNH
57	18	seaRM	vanNH			45	G	vanNH
58	1	seaRM	vanNH			8	P	vanNH
58	2	seaRM	vanNH	20				vanNH
58	3	seaRM	vanNH	1				vanNH
58	4	seaRM	vanNH			89	PU	vanNH
58	5	seaRM	vanNH			37	A	vanNH
58	6	seaRM	vanNH			49	G	vanNH
