game	player	last	points	comp_pct	goals	assists	throws	completions	catches	def	drop	team	number
2014-04-26_nykRM-at-phlSP	nykRM-22	marsh	4	0.71	1	3	17	12	17	0	0	nykRM	22
2014-04-26_nykRM-at-phlSP	nykRM-3	cox	2	0.33	2	0	6	2	8	1	0	nykRM	3
2014-04-26_nykRM-at-phlSP	nykRM-2	heljmen	2	0.78	2	0	9	7	11	0	0	nykRM	2
2014-04-26_nykRM-at-phlSP	nykRM-10	hennessy	2	0.96	1	1	24	23	24	2	0	nykRM	10
2014-04-26_nykRM-at-phlSP	nykRM-14	vuckovich	2	0.79	1	1	19	15	19	1	0	nykRM	14
2014-04-26_nykRM-at-phlSP	nykRM-6	mazur	2	0.92	1	1	39	36	28	1	0	nykRM	6
2014-04-26_nykRM-at-phlSP	nykRM-1	kuzmowycz	1	0.83	1	0	6	5	6	0	0	nykRM	1
2014-04-26_nykRM-at-phlSP	nykRM-33	herman	1	1	1	0	3	3	4	0	0	nykRM	33
2014-04-26_nykRM-at-phlSP	nykRM-41	faust	1	0.86	1	0	14	12	15	0	0	nykRM	41
2014-04-26_nykRM-at-phlSP	nykRM-44	gillies	1	1	1	0	3	3	4	0	0	nykRM	44
2014-04-26_nykRM-at-phlSP	nykRM-4	hennessy	1	0.92	0	1	40	37	28	2	2	nykRM	4
2014-04-26_nykRM-at-phlSP	nykRM-15	baum	1	1	0	1	2	2	1	0	0	nykRM	15
2014-04-26_nykRM-at-phlSP	nykRM-21	anderson	1	0.6	0	1	5	3	6	0	0	nykRM	21
2014-04-26_nykRM-at-phlSP	nykRM-26	bosco	1	1	0	1	5	5	3	0	0	nykRM	26
2014-04-26_nykRM-at-phlSP	nykRM-38	banerji	1	0.93	0	1	14	13	12	0	1	nykRM	38
2014-04-26_nykRM-at-phlSP	nykRM-47	murphy	1	1	0	1	13	13	9	0	0	nykRM	47
2014-04-26_nykRM-at-phlSP	nykRM-13	hunziker	0	0.83	0	0	6	5	6	2	0	nykRM	13
2014-04-26_nykRM-at-phlSP	nykRM-19	saul	0	0.93	0	0	14	13	6	1	0	nykRM	19
2014-04-26_nykRM-at-phlSP	nykRM-27	wilson	0	0.83	0	0	6	5	6	1	0	nykRM	27
2014-04-26_nykRM-at-phlSP	nykRM-45	hard	0	NA	0	0	0	0	0	1	0	nykRM	45
2014-04-26_nykRM-at-phlSP	nykRM-18	yz	0	1	0	0	2	2	2	0	0	nykRM	18
2014-04-26_nykRM-at-phlSP	nykRM-5	sender	0	0.94	0	0	16	15	15	0	1	nykRM	5
2014-04-26_nykRM-at-phlSP	nykRM-50	snyder	0	NA	0	0	0	0	1	0	0	nykRM	50
2014-04-26_nykRM-at-phlSP	phlSP-27	rainwater	4	1	2	2	16	16	17	0	0	phlSP	27
2014-04-26_nykRM-at-phlSP	phlSP-64	brasz	3	0.88	2	1	16	14	17	0	0	phlSP	64
2014-04-26_nykRM-at-phlSP	phlSP-1	peters	3	0.82	1	2	11	9	8	0	2	phlSP	1
2014-04-26_nykRM-at-phlSP	phlSP-6	chou	2	0.78	1	1	9	7	10	1	0	phlSP	6
2014-04-26_nykRM-at-phlSP	phlSP-2	colton	2	0.88	0	2	17	15	12	0	1	phlSP	2
2014-04-26_nykRM-at-phlSP	phlSP-25	katzenbach	2	0.95	0	2	21	20	18	0	0	phlSP	25
2014-04-26_nykRM-at-phlSP	phlSP-21	panna	1	0.71	1	0	24	17	15	2	2	phlSP	21
2014-04-26_nykRM-at-phlSP	phlSP-10	casey	1	NA	1	0	0	0	1	1	0	phlSP	10
2014-04-26_nykRM-at-phlSP	phlSP-7	hirannet	1	0.83	1	0	24	20	21	1	2	phlSP	7
2014-04-26_nykRM-at-phlSP	phlSP-9	diviney	1	0.75	1	0	8	6	8	1	0	phlSP	9
2014-04-26_nykRM-at-phlSP	phlSP-20	baer	1	0.83	1	0	30	25	22	0	0	phlSP	20
2014-04-26_nykRM-at-phlSP	phlSP-31	lindsey	1	1	1	0	7	7	7	0	0	phlSP	31
2014-04-26_nykRM-at-phlSP	phlSP-32	scharadin	1	0.82	1	0	11	9	10	0	1	phlSP	32
2014-04-26_nykRM-at-phlSP	phlSP-11	esser	1	0.91	0	1	11	10	10	2	1	phlSP	11
2014-04-26_nykRM-at-phlSP	phlSP-28	baer	1	0.86	0	1	7	6	6	1	0	phlSP	28
2014-04-26_nykRM-at-phlSP	phlSP-71	mcclellan	1	0.73	0	1	11	8	8	0	0	phlSP	71
2014-04-26_nykRM-at-phlSP	phlSP-12	zumbrum	0	1	0	0	6	6	6	1	0	phlSP	12
2014-04-26_nykRM-at-phlSP	phlSP-16	shull	0	1	0	0	6	6	7	1	0	phlSP	16
2014-04-26_nykRM-at-phlSP	phlSP-22	paparone	0	1	0	0	5	5	5	1	0	phlSP	22
2014-04-26_nykRM-at-phlSP	phlSP-33	ward	0	1	0	0	6	6	4	0	0	phlSP	33
2014-04-26_nykRM-at-phlSP	phlSP-4	damiano	0	1	0	0	1	1	1	0	0	phlSP	4
