point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	8	P		
1	2			9	PU
1	3			11	
1	4			6	
1	5			11	
1	6			1	
1	7	?	F		
1	8			11	
1	9			6	
1	10	41	PU		
1	11	8			
1	12	88			
1	13	1			
1	14	8			
1	15	11			
1	16	?			
1	17	41			
1	18	8			
1	19	19			
1	20	8			
1	21	11			
1	22	19	G		
2	1	8	P		
2	2			16	PU
2	3			11	
2	4			1	
2	5			11	
2	6			16	
2	7			11	
2	8			16	
2	9			12	
2	10			6	TD
2	11	41	PU		
2	12	46			
2	13	90			
2	14	41			
2	15	11			
2	16	40			
2	17	11			
2	18	8			
2	19			1	D
2	20			1	PU
2	21			6	
2	22			11	
2	23			12	
2	24			16	
2	25			91	
2	26	41	PU		
2	27		TO		
2	28	91	PU		
2	29	12			
2	30	21			
2	31	14			
2	32			12	D
2	33			22	PU
2	34			?	
2	35			5	L
2	36			77	
2	37			22	
2	38			77	
2	39			88	
2	40			67	
2	41			88	
2	42			8	
2	43			67	G
3	1	8	P		
3	2			12	PU
3	3			91	
3	4			13	
3	5	?	D		
3	6	?			
3	7	67			
3	8	22			
3	9	24			
3	10	77			
3	11	8			
3	12	77			
3	13	26	G		
4	1	18	P		
4	2			45	PU
4	3			91	
4	4	36	PU		
4	5	18			
4	6	0			
4	7	36			
4	8	0			
4	9	10	G		
5	1	10	P		
5	2			91	
5	3			12	
5	4			91	
5	5			12	
5	6			91	
5	7			98	
5	8			14	
5	9	5	D		
5	10			98	
5	11	36	PU		
5	12	0			
5	13	31			
5	14	77	L		
5	15	36			
5	16	10	G		
6	1	?	P		
6	2			11	
6	3			90	
6	4			41	
6	5			8	
6	6	?	F		
6	7			1	
6	8			90	
6	9			1	
6	10			11	
6	11			8	
6	12			1	
6	13			8	
6	14			19	
6	15			1	
6	16			11	G
7	1	8	P		
7	2			?	PU
7	3			9	
7	4			16	
7	5			?	
7	6	41	D		
7	7			8	
7	8	41	PU		
7	9	?			
7	10	?			
7	11	66			
7	12	40			
7	13	41			
7	14	11			
7	15	66	G		
8	1	8	P		
8	2			?	PU
8	3			11	
8	4			?	
8	5			6	
8	6			?	
8	7			11	
8	8			13	
8	9			14	G
8	10	8	F		
9	1	67	P		
9	2			91	PU
9	3			45	
9	4	?	D		
9	5			91	
10	1	88	P		
10	2			12	PU
10	3			91	
10	4			21	
10	5			91	
10	6			12	
10	7			91	
10	8			13	
10	9			21	
10	10			91	G
11	1	8	P		
