point	Pulling.team	Period	Clock.before.point	Clock.after.point
1	Portland Stags	1	10:00:00	9:52:00
2	Seattle Rainmakers	1	9:52:00	9:11:00
3	Portland Stags	1	9:11:00	8:27:00
4	Seattle Rainmakers	1	8:27:00	6:57:00
5	Portland Stags	1	6:57:00	6:21:00
6	Seattle Rainmakers	1	6:21:00	5:41:00
7	Seattle Rainmakers	1	5:41:00	4:57:00
8	Seattle Rainmakers	1	4:57:00	4:25:00
9	Seattle Rainmakers	1	4:25:00	3:54:00
10	Portland Stags	1	3:54:00	2:15:00
11	Seattle Rainmakers	1	2:15:00	1:05:00
12	Seattle Rainmakers	1	1:05:00	0:00:00
13	Seattle Rainmakers	2	10:00:00	8:40:00
14	Portland Stags	2	8:40:00	6:32:00
15	Seattle Rainmakers	2	6:32:00	5:57:00
16	Portland Stags	2	5:57:00	5:33:00
17	Seattle Rainmakers	2	5:33:00	5:00:00
18	Portland Stags	2	5:00:00	4:46:00
19	Seattle Rainmakers	2	4:46:00	3:25:00
20	Portland Stags	2	3:25:00	2:01:00
21	Seattle Rainmakers	2	2:01:00	1:37:00
22	Portland Stags	2	1:37:00	0:45:00
23	Seattle Rainmakers	2	0:45:00	0:00:00
24	Portland Stags	3	10:00:00	9:20:00
25	Seattle Rainmakers	3	9:20:00	8:27:00
26	Portland Stags	3	8:27:00	8:08:00
27	Portland Stags	3	8:08:00	7:34:00
28	Seattle Rainmakers	3	7:34:00	5:05:00
29	Portland Stags	3	5:05:00	4:52:00
30	Seattle Rainmakers	3	4:52:00	4:38:00
31	Portland Stags	3	4:38:00	3:19:00
32	Portland Stags	3	3:19:00	2:49:00
33	Seattle Rainmakers	3	2:49:00	2:30:00
34	Seattle Rainmakers	3	2:30:00	1:53:00
35	Seattle Rainmakers	3	1:53:00	1:39:00
36	Portland Stags	3	1:39:00	1:23:00
37	Seattle Rainmakers	3	1:23:00	0:45:00
38	Portland Stags	3	0:45:00	0:00:00
39	Seattle Rainmakers	4	10:00:00	9:11:00
40	Portland Stags	4	9:11:00	8:14:00
41	Portland Stags	4	8:14:00	8:27:00
42	Seattle Rainmakers	4	8:27:00	6:24:00
43	Portland Stags	4	6:24:00	6:21:00
44	Seattle Rainmakers	4	6:21:00	5:32:00
45	Portland Stags	4	5:32:00	4:56:00
46	Portland Stags	4	4:56:00	2:11:00
47	Seattle Rainmakers	4	2:11:00	1:44:00
48	Portland Stags	4	1:44:00	1:07:00
49	Seattle Rainmakers	4	1:07:00	0:30:00
50	Seattle Rainmakers	4	0:30:00	0:18:00
51	Portland Stags	4	0:18:00	0:00:00
