point	Offense	Defense
1		6OBP
1	20PU	
1	8	
1	48LG	
2		25P
2	11PU	
2	24	
2	7	
2	25	
2	7	
2	24	
2	11	
2	24	
2	11	
2	2	
2	25	
2	16	
2	7LG	
3		88p
3	1PU	
3	7	
3	17	
3	20	
3	25	
3	17	
3	6	
3	25LG	
4		35P
4	73PU	
4	11	
4	24	
4	25	
4	7	
4	11	
4	16	
4	11	
4	24	
4		29PU
4		28
4		23
4		29
4		18
4	24PU	
4	16L	
4	7G	
5		88P
5	1PU	
5	20	
5	99	
5	6	
5	20	
5	1	
5	20	
5	1	
5	99	
5	5	
5	48	
5	17G	
6		35P
6	10PU	
6	11	
6	24	
6	7	
6		21PU
6		29
6		35
6		13
6		21
6		23G
7		25P
7	11PU	
7	24	
7	10	
7	24	
7	11	
7	25	
7		35PU
7		29
7		35
7		18
7		15
7		29
7		18G
8		28P
8	11PU	
8	24	
8	6	
8	24	
8		28D
8		29PU
8		9
8		29
8		12G
9		35P
9	11PU	
9	10	
9	7	
9	2	
9	11	
9	7	
9	8	
9	7	
9	6	
9	2G	
10		88P
10	1PU	
10	20	
10	48	
10		3D
10		21PU
10		3
10		16
10		17L
10		22
10		21
10		88
10	99D	
10	20PU	
10	'00	
10	99	
10	6	
10	48L	
10	20G	
11		35P
11	11PU	
11	24	
11	7	
11	10	
11	6L	
11		29PU
11		23
11		29
11		9
11		3
11		9
11		13
11		21
11		29
11		23
11		35
11		23G
12		35P
12	9PU	
12	88	
12	25	
12	8	
12		15D
12		29PU
12		15
12		29
12		18
12		29
12		35
12		?VP
12	25F	35PU
12		4
12		35
12	8PU	
12	2	
12	25	
13		21P
13	11PU	
13	24	
13	73	15F
13	24	
13	25	
13	6	
13	24	
13	11	
13	2	
13	24	
13	7	
13	6	
13	11	
13	6G	
14		88P
14	1PU	
14	20	
14	1	
14	25	
14		21PU
14		22
14		88
14		8
14		22
14		17
14		88
14		8
14		21
14		22
14		8
14		21
14	20PU	
14	6	
14	99	
14	48	
14	20	
14	6LG	
15		35P
15	24PU	
15	10	
15	25	
15	11	
15	2	
15	25	
15	7L	
15	10G	
16		88P
16	1PU	
16	20	
16	48	
16	51	
16	20	
16	17	
16	99	
16	8LG	
17		35P
17	24PU	
17	10	77F
17	24	
17	6	
17	16	
17	6	
17	7LG	
18		8P
18	17PU	
18	1	
18	6	
18	48LG	
19		35P
19	24PU	
19	10	
19	11	
19	7	
19	6	
19	7	
19	6	
19	7	
19	11	
19	24	
19	2	
19	10	
19	24	
19	7	
19	10	
19	11	
19	6	23F
19	16PU	
19	6G	
20		88P
20	17PU	
20	1	
20	20	
20	17	
20	1	
20	17	
20	1	
20	20	
20	1	
20	20	
20	17	
20	48	
20	99	
20	17	9F
20	25	
20	TO	
20	1PU	
20	17	
20	25G	
21		35P
21	24PU	
21	10	
21	11	
21	8L	
21	24	
21	11	
21	24	
21	6G	
22		21P
22	17PU	
22	20	
22	17	
22	6	
22	99	
22	20	
22	5	
22	20	
22	48	
22	20	
22	51	
22	20	
22	17	
22	5	
22	48G	
23		35P
23	11PU	
23	10	
23	24	
23	2	
23	8	
23	6	
23	10	
23	11	
23	2	
23	7	
23	10	
23		28D
23		35PU
23	10D	?F
23	24PU	
23	TO	
23	24PU	
23	10	
23	11	
23	10	
23	8L	
24		88P
24	17PU	
24	1	
24	99	
24	6	
24	1	
24	99	
24	6	
24	1	
24	6	
24	17	
24	99	
24	1LG	
25		35P
25	24PU	
25	10	
25	11	
25	7	
25	11	
25	10	
25	24	
25	7	
25	24	
25	6	
25	25	
25	10	
25	7	
25	2LG	
26		88P
26	1PU	
26	20	
26	51	
26		88PU
26		5LG
27		7P
27	17PU	
27	20	
27	17	
27	20	
27	99	
27	5	
27	25	
27	17	
27	5LG	
28		35OBP
28	24PU	
28	10	
28	24	
28	10	
28		29PU
28	2F	15
28		TO
28		20PU
28		99
28		5
28		51
28	4HB	
28	21PU	
28	88	
28	22	
28	88	20F
28	6	
28	88	
28	4	
28	88	
28	22	
28	21	
28	8	
28	21	
28	6	
28	8G	
29		88P
29	1PU	
29	20	
29	48LG	
30		29P
30	73PU	
30	24	
30	73	
30	6	
30	2LG	
31		88P
31	1PU	
31	20	
31	6	
31	99	
31	20	
31	8	
31	20	
31	48	
31	20	
31		7D
31		88PU
31	6F	8L
31		88
31		7
31		17
31		8
31		9G
32		21P
32	21PU	
32	29	
32	9	
32	29	
32	23	
32	18	
32	9	
32	18	
32	21	
32	35	
32	18G	
33		29P
33	73PU	
33	24	
33	11	
33	24	
33	73	
33	24	
33	7	
33	24	
33		21PU
33		35
33		21
33		24
33		29
33		2
33		29
33		35
33		12G
34		29P
34	88PU	
34	10	
34	11	
34	6	
34	11	
34	8	
34	11	
34	8	
34		23HB
34		29PU
34		21
34		18G
35		29OBP
35	10PU	
35	21	
35	10	
35	17LG	
36		88P
36	'00PU	
36	20	
36	6	
36	5	
36	6	
36	20LG	
37		29P
37	24PU	
37	10	
37	73	
37	10	
37	73	
37	24	
37	25	
37	24	
37	6	
37	7L	
37	24	
37	7G	
38		88P
38	1PU	
38	20	
38	6	
38		5D
38		88PU
38		21
38		22
38		6
38	48D	
38	20PU	
38	99	
38		8D
39		29P
39	24PU	
39	10	
39	11	
39	8	
39	10	
39	7	
39	10	
39	24	
39		29PU
39		9
39		29
39		23
39		29
39		23
39		29
39	6D	
39	8PU	
39	10	
39	6	
39	2G	
40		88P
40	1PU	
40	20	
40	6	
40	99	
40		88D
40		88PU
40		17LG
41		88P
41	1PU	
41	20	25F
41	48PU	
41	6	
41	8G	
42		35P
42	11PU	
42	10	
42	24	
42	7	
42	10	
42	8	
42	11	
42	6	
42	2	
42	7	28F
42	11	
42	6	
42	10	
42	2	
42	10	77F
42	24	
42	10	
42	7	
42	11	
42	24	
42	11	
42	24	
42	10G	
43		88OBP
43	20PU	
43	6	
43	99LG	
44		35P
44	9PU	
44	10	
44	11	
44		35pu
44		29VST
44	11PU	
44	6G	
45		88P
45	1PU	
45	6	
45	20	
45	6VST	
45		88PU
45		16LG
46		8P
46	17PU	
46	20	
46	6	
46	99	
46	48	
46	20	
46	'00	
46	6	
46	5	
46	99	
46	20	
46	'00	17F
46	20	
46	5	
46	20	
46	'00	
46	6	
46		25pu
46		21
46		TO
46		10PU
46		73
46		10
46		73
46		10
46		2
46		10
46		7
46		10
46		2
46		24
46		6
46	35PU	
46	21	
46	28	
46	29	
46	9	
46	21L	
46	18G	
47		35P
47	88PU	35F
47	17	
47	21G	
48		88P
48	17PU	
48	20	
48	48	
48	20	
48	17	
48	1	
48	6	
48	1	
48	5	
48	1	
48	99	5F
48	TO	
48	20PU	
48	9G	
49		35P
49	7PU	
49	24	
49	6	
49	2	
49	14	
49		9pu
49		TO
49		1PU
49		99
49		6
49		1
49		99
49		1
49		48LG
50		4P
50	24PU	
50	8	
50	2	
50	24	
50	73G	
51		88P
51	20PU	
51	6	
51		8PU
51		88
51		16G
