point	Offense	Defense
1		18p
1	88pu	
1	99	
1	8	
1	99	
1	8	
1	88	
1	9	
1	45	
1	8	
1	88td	
1		18pu
1		12
1		5
1		18
1	8d	
1	99pu	
1	90	
1	99	
1	88	
1	2	
1	45	
1	99	
1		25d
1		12pu
1	99d	
1	99	
1	90	
1	2	
1	45	
1	2	5f
1		12d
1		12pu
1		12vst
1	99pu	
1	90g	
2		22p
2	7pu	
2	21	
2	77	
2	1	
2	17	
2	7td	
2		12pu
2		32
2		22
2		19g
3		21p
3	13pu	
3	7	
3	21	
3	7	
3	64lg	
4		18p
4	14pu	
4	2	
4	45	
4	2	
4	14	
4	9	
4	2	
4	14	
4	8	
4	45l	
4	2g	
5		22p
5	5pu	
5	1	
5	13	
5	77	
5	1	
5	7	
5	1	
5	7	
5	13g	
6		18p
6	2pu	
6	99	
6	14	
6		12pu
6		88
6		29
6		6
6	2d	
6	2	
6	14	
6	99	
6	88	
6	45	
6	99	
6	14g	
7		4p
7	'00pu	
7	13	
7	64	
7		1hb
7		27pu
7	64d	
7	64	
7	1	
7	'00	
7	1	
7	13	
7	'00	
7	64	
7	13	
7	77lg	
8		18p
8	2pu	
8	99	
8	8	
8	99	
8	8	
8	88	
8	8	
8		11d
8		12pu
8		8
8		25
8		11
8		8
8		11
8		TO
8		13pu
8		7
8		21
8		13
8		7
8		13
8		35
8		21
8		7
8		35
8		9
8		1
8		13g
9		43p
9	2pu	
9	90	
10		21p
10	7pu	
10	21	
10	13	
10	21	
10	77	
10	21	
10	77	
10	7	
10	13	
10	21	
10	1	
10	77	
10	7	
10	9g	
11		43p
11	88pu	
11	99	
11	2	
11	99	
11		5d
11		5
11		8
11		27
11		43g
12		18p
12	90pu	
12	99	
12	9	
12	90	
12	99	
12	14	
12	45	
12	90	
12	5	
12	90	
12	14	
12	9	
12	99	
12	80g	
13		61p
13	'00pu	
13	13	
13	77	
13	1	
13	21	
13	3	
13	21	
13	35	
13	21	
13	13	
13	21	
13	35	
13	1	
13	'00	
13	35	
13		32pu
13		12
13		7
13		19
13		42
13		7
13		32
13		12
13		32
13		7
13		32g
14		21p
14	8pu	
14	21	
14	7	
14	8	
14	1	
14	7	
14		1d
14		1
14		4
14		17
14		1
14		6
14		4
14		17
14		6
14		27
14		1
14		4
14	17d	
14	17	
14	8	
14	1	
14	21	
14	8	
14	1	
14	8	
14	1	
14	21	
14	1	
14	64	
14	1	
14	21	
14	1	
14	21	
14	9g	
15		18p
15	14pu	
15	2	
15	90	
15	2	
15	99	
15	8	
15	99	
15	2	
15	90	
15	14	
15		27d
15		18pu
15		27
15		11
15		25g
16		43p
