game	player	points	goals	assists	Ds
2014-06-28_bosWC-at-wdcCT	bosWC-13-malacek	6	3	3	0
2014-06-28_bosWC-at-wdcCT	bosWC-77-clark	4	3	1	0
2014-06-28_bosWC-at-wdcCT	bosWC-1-markette	4	0	4	0
2014-06-28_bosWC-at-wdcCT	bosWC-7-brecher	4	0	4	0
2014-06-28_bosWC-at-wdcCT	bosWC-9-nixon	3	3	0	0
2014-06-28_bosWC-at-wdcCT	bosWC-64-farnsworth	2	2	0	3
2014-06-28_bosWC-at-wdcCT	bosWC-12-simmons	2	1	1	2
2014-06-28_bosWC-at-wdcCT	bosWC-21-graham	2	1	1	0
2014-06-28_bosWC-at-wdcCT	bosWC-27-hatchett	2	0	2	1
2014-06-28_bosWC-at-wdcCT	bosWC-17-foster	1	1	0	2
2014-06-28_bosWC-at-wdcCT	bosWC-25-mcdonnell	1	1	0	1
2014-06-28_bosWC-at-wdcCT	bosWC-43-hirschberger	1	1	0	1
2014-06-28_bosWC-at-wdcCT	bosWC-35-macnaughton	1	1	0	0
2014-06-28_bosWC-at-wdcCT	bosWC-11-foster	1	0	1	1
2014-06-28_bosWC-at-wdcCT	bosWC-5-doherty	0	0	0	1
2014-06-28_bosWC-at-wdcCT	bosWC-6-roth	0	0	0	1
2014-06-28_bosWC-at-wdcCT	wdcCT-99-kolick	7	1	6	2
2014-06-28_bosWC-at-wdcCT	wdcCT-90-shofner	6	3	3	0
2014-06-28_bosWC-at-wdcCT	wdcCT-32-peters	3	2	1	1
2014-06-28_bosWC-at-wdcCT	wdcCT-8-prial	3	2	1	1
2014-06-28_bosWC-at-wdcCT	wdcCT-45-wodatch	3	2	1	0
2014-06-28_bosWC-at-wdcCT	wdcCT-2-keegan	2	2	0	2
2014-06-28_bosWC-at-wdcCT	wdcCT-42-gibson	1	1	0	1
2014-06-28_bosWC-at-wdcCT	wdcCT-14-blake	1	1	0	0
2014-06-28_bosWC-at-wdcCT	wdcCT-19-maloney	1	1	0	0
2014-06-28_bosWC-at-wdcCT	wdcCT-25-gordon	1	1	0	0
2014-06-28_bosWC-at-wdcCT	wdcCT-31-cobb	1	1	0	0
2014-06-28_bosWC-at-wdcCT	wdcCT-80-grabowski	1	1	0	0
2014-06-28_bosWC-at-wdcCT	wdcCT-4-johnson	1	0	1	2
2014-06-28_bosWC-at-wdcCT	wdcCT-22-marshall	1	0	1	1
2014-06-28_bosWC-at-wdcCT	wdcCT-12-bellinger	1	0	1	0
2014-06-28_bosWC-at-wdcCT	wdcCT-17-miner	1	0	1	0
2014-06-28_bosWC-at-wdcCT	wdcCT-7-boylan-kolchin	1	0	1	0
2014-06-28_bosWC-at-wdcCT	wdcCT-9-doi	1	0	1	0
2014-06-28_bosWC-at-wdcCT	wdcCT-1-kantor	0	0	0	2
2014-06-28_bosWC-at-wdcCT	wdcCT-6-gordon	0	0	0	1
