game	player	last	points	comp_pct	goals	assists	throws	completions	catches	def	drop	team	number
2014-04-19_phlSP-at-nykRM	nykRM-19	saul	7	0.95	2	5	42	40	36	1	0	nykRM	19
2014-04-19_phlSP-at-nykRM	nykRM-44	gillies	5	1	5	0	4	4	9	0	0	nykRM	44
2014-04-19_phlSP-at-nykRM	nykRM-41	faust	5	1	1	4	15	15	15	2	0	nykRM	41
2014-04-19_phlSP-at-nykRM	nykRM-14	vuckovich	4	0.95	3	1	20	19	24	0	0	nykRM	14
2014-04-19_phlSP-at-nykRM	nykRM-22	marsh	4	0.9	2	2	30	27	32	1	0	nykRM	22
2014-04-19_phlSP-at-nykRM	nykRM-4	hennessy	4	0.96	2	2	26	25	20	0	0	nykRM	4
2014-04-19_phlSP-at-nykRM	nykRM-38	banerji	4	0.91	1	3	22	20	20	1	0	nykRM	38
2014-04-19_phlSP-at-nykRM	nykRM-6	mazur	3	0.9	2	1	40	36	32	0	0	nykRM	6
2014-04-19_phlSP-at-nykRM	nykRM-3	cox	2	1	2	0	4	4	6	1	0	nykRM	3
2014-04-19_phlSP-at-nykRM	nykRM-13	hunziker	2	0.67	1	1	6	4	5	2	1	nykRM	13
2014-04-19_phlSP-at-nykRM	nykRM-81	murray	2	0.8	1	1	5	4	5	1	1	nykRM	81
2014-04-19_phlSP-at-nykRM	nykRM-18	yz	2	0.86	1	1	7	6	8	0	0	nykRM	18
2014-04-19_phlSP-at-nykRM	nykRM-21	anderson	1	0.8	1	0	5	4	6	3	0	nykRM	21
2014-04-19_phlSP-at-nykRM	nykRM-5	sender	1	0.86	0	1	7	6	7	1	0	nykRM	5
2014-04-19_phlSP-at-nykRM	nykRM-27	wilson	1	0.83	0	1	6	5	6	0	1	nykRM	27
2014-04-19_phlSP-at-nykRM	nykRM-7	riley	1	0.79	0	1	14	11	11	0	1	nykRM	7
2014-04-19_phlSP-at-nykRM	nykRM-82	brownlee	0	0.5	0	0	2	1	0	2	1	nykRM	82
2014-04-19_phlSP-at-nykRM	nykRM-8	raymond	0	1	0	0	1	1	1	1	0	nykRM	8
2014-04-19_phlSP-at-nykRM	nykRM-1	kuzmowycz	0	1	0	0	4	4	4	0	0	nykRM	1
2014-04-19_phlSP-at-nykRM	nykRM-10	hennessy	0	1	0	0	7	7	6	0	0	nykRM	10
2014-04-19_phlSP-at-nykRM	nykRM-15	baum	0	1	0	0	3	3	0	0	0	nykRM	15
2014-04-19_phlSP-at-nykRM	nykRM-26	bosco	0	0.85	0	0	13	11	9	0	0	nykRM	26
2014-04-19_phlSP-at-nykRM	nykRM-47	murphy	0	1	0	0	8	8	3	0	0	nykRM	47
2014-04-19_phlSP-at-nykRM	phlSP-11	esser	6	1	4	2	16	16	20	2	0	phlSP	11
2014-04-19_phlSP-at-nykRM	phlSP-32	scharadin	5	0.85	3	2	13	11	16	1	0	phlSP	32
2014-04-19_phlSP-at-nykRM	phlSP-1	peters	5	0.82	0	5	17	14	16	1	0	phlSP	1
2014-04-19_phlSP-at-nykRM	phlSP-20	baer	4	0.94	3	1	48	45	34	0	0	phlSP	20
2014-04-19_phlSP-at-nykRM	phlSP-9	diviney	4	0.86	2	2	7	6	9	0	0	phlSP	9
2014-04-19_phlSP-at-nykRM	phlSP-13	brandolph	3	0.67	2	1	12	8	10	2	0	phlSP	13
2014-04-19_phlSP-at-nykRM	phlSP-71	mcclellan	3	0.69	2	1	13	9	12	0	1	phlSP	71
2014-04-19_phlSP-at-nykRM	phlSP-7	hirannet	3	0.98	1	2	48	47	37	0	0	phlSP	7
2014-04-19_phlSP-at-nykRM	phlSP-16	shull	2	0.92	2	0	13	12	15	0	0	phlSP	16
2014-04-19_phlSP-at-nykRM	phlSP-27	rainwater	2	0.86	1	1	28	24	28	1	2	phlSP	27
2014-04-19_phlSP-at-nykRM	phlSP-21	panna	2	0.93	0	2	27	25	18	1	0	phlSP	21
2014-04-19_phlSP-at-nykRM	phlSP-6	chou	2	1	0	2	7	7	7	1	0	phlSP	6
2014-04-19_phlSP-at-nykRM	phlSP-64	brasz	2	0.85	0	2	20	17	17	0	0	phlSP	64
2014-04-19_phlSP-at-nykRM	phlSP-31	lindsey	1	NA	1	0	0	0	1	2	0	phlSP	31
2014-04-19_phlSP-at-nykRM	phlSP-12	zumbrum	1	1	1	0	5	5	5	0	0	phlSP	12
2014-04-19_phlSP-at-nykRM	phlSP-28	baer	1	0.5	1	0	2	1	2	0	0	phlSP	28
2014-04-19_phlSP-at-nykRM	phlSP-22	paparone	0	1	0	0	2	2	2	1	0	phlSP	22
2014-04-19_phlSP-at-nykRM	phlSP-8	furfari	0	NA	0	0	0	0	1	1	0	phlSP	8
2014-04-19_phlSP-at-nykRM	phlSP-14	glazer	0	1	0	0	3	3	3	0	0	phlSP	14
2014-04-19_phlSP-at-nykRM	phlSP-33	ward	0	1	0	0	2	2	1	0	0	phlSP	33
2014-04-19_phlSP-at-nykRM	phlSP-41	mathison	0	1	0	0	2	2	2	0	0	phlSP	41
2014-04-19_phlSP-at-nykRM	phlSP-88	carter	0	1	0	0	1	1	1	0	0	phlSP	88
