game	player	points	goals	assists	Ds
2014-04-26_wdcCT-at-bosWC	bosWC-17-foster	4	3	1	0
2014-04-26_wdcCT-at-bosWC	bosWC-13-malacek	4	2	2	0
2014-04-26_wdcCT-at-bosWC	bosWC-77-clark	4	2	2	0
2014-04-26_wdcCT-at-bosWC	bosWC-4-rebholz	4	0	4	0
2014-04-26_wdcCT-at-bosWC	bosWC-27-hatchett	3	3	0	2
2014-04-26_wdcCT-at-bosWC	bosWC-1-markette	3	3	0	1
2014-04-26_wdcCT-at-bosWC	bosWC-9-nixon	3	2	1	0
2014-04-26_wdcCT-at-bosWC	bosWC-12-simmons	2	0	2	0
2014-04-26_wdcCT-at-bosWC	bosWC-29-stevens	2	0	2	0
2014-04-26_wdcCT-at-bosWC	bosWC-43-hirschberger	1	1	0	2
2014-04-26_wdcCT-at-bosWC	bosWC-5-doherty	1	1	0	0
2014-04-26_wdcCT-at-bosWC	bosWC-11-foster	1	0	1	2
2014-04-26_wdcCT-at-bosWC	bosWC-14-montgomery-butler	1	0	1	1
2014-04-26_wdcCT-at-bosWC	bosWC-3-zid	1	0	1	0
2014-04-26_wdcCT-at-bosWC	bosWC-00-taylor	0	0	0	1
2014-04-26_wdcCT-at-bosWC	wdcCT-45-wodatch	6	4	2	0
2014-04-26_wdcCT-at-bosWC	wdcCT-80-grabowski	3	3	0	0
2014-04-26_wdcCT-at-bosWC	wdcCT-99-kolick	2	1	1	1
2014-04-26_wdcCT-at-bosWC	wdcCT-15-castine	2	0	2	2
2014-04-26_wdcCT-at-bosWC	wdcCT-88-oung	2	0	2	0
2014-04-26_wdcCT-at-bosWC	wdcCT-90-shofner	2	0	2	0
2014-04-26_wdcCT-at-bosWC	wdcCT-5-cranston	1	1	0	2
2014-04-26_wdcCT-at-bosWC	wdcCT-1-kantor	1	1	0	0
2014-04-26_wdcCT-at-bosWC	wdcCT-27-johnston	1	1	0	0
2014-04-26_wdcCT-at-bosWC	wdcCT-32-peters	1	1	0	0
2014-04-26_wdcCT-at-bosWC	wdcCT-14-blake	1	0	1	1
2014-04-26_wdcCT-at-bosWC	wdcCT-9-doi	1	0	1	1
2014-04-26_wdcCT-at-bosWC	wdcCT-23-tsai	1	0	1	0
