poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	phlSP-25		O-CTH	phlSP-14	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	phlSP-14		O-CTH	phlSP-25	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	phlSP-25		O-CTH	phlSP-13	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-27	TRUE	compl
1	1	1	6	7	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-7	TRUE	compl
1	1	1	7	8	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-42	TRUE	compl
1	1	1	8	12	ao	3	O-CTH	phlSP-42	D-F,O-SO,O-SI	O-CTH	phlSP-7	TRUE	compl
1	1	1	12	13	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-27	TRUE	compl
1	1	1	13	14	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-13	TRUE	compl
1	1	1	14	15	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-42	TRUE	compl
1	1	1	15	16	ao	0	O-CTH	phlSP-42		O-CTH	phlSP-25	TRUE	compl
1	1	1	16	17	ao	0	O-CTH	phlSP-25		O-CTH	phlSP-7	TRUE	compl
1	1	1	17	18	ao	0	O-CTH	phlSP-7		O-G	phlSP-27	TRUE	compl
2	1	2	2	3	ao	0	O-PU	nykRM-4		O-CTH	nykRM-6	TRUE	compl
2	1	2	3	4	ao	0	O-CTH	nykRM-6		O-CTH	nykRM-44	TRUE	compl
2	1	2	4	5	ao	0	O-CTH	nykRM-44		O-CTH	nykRM-4	TRUE	compl
2	1	2	5	6	ao	0	O-CTH	nykRM-4		O-G	nykRM-41	TRUE	compl
3	1	3	2	3	ao	0	O-PU	phlSP-7		O-CTH	phlSP-13	TRUE	compl
3	1	3	3	4	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-7	TRUE	compl
3	1	3	4	5	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-13	TRUE	compl
3	1	3	5	6	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-25	TRUE	compl
3	1	3	6	7	ao	0	O-CTH	phlSP-25		O-CTH	phlSP-42	TRUE	compl
3	1	3	7	8	ao	0	O-CTH	phlSP-42		O-CTH	phlSP-27	TRUE	compl
3	1	3	8	9	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-9	TRUE	compl
3	1	3	9	12	aa	2	O-CTH	phlSP-9	O-SO,O-SI	O-PU	phlSP-23	TRUE	nopass
3	1	3	12	13	ao	0	O-PU	phlSP-23		O-CTH	phlSP-7	TRUE	compl
3	1	3	13	14	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-14	TRUE	compl
3	1	3	14	15	ao	0	O-CTH	phlSP-14		O-CTH	phlSP-7	TRUE	compl
3	1	3	15	16	ao	0	O-CTH	phlSP-7		O-CTH	phlSP-23	TRUE	compl
3	1	3	16	17	ao	0	O-CTH	phlSP-23		O-CTH	phlSP-42	TRUE	compl
3	1	3	17	18	ao	0	O-CTH	phlSP-42		O-CTH	phlSP-27	TRUE	compl
3	1	3	18	19	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-13	TRUE	compl
3	1	3	19	20	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-7	TRUE	compl
3	1	3	20	20	an	-1	O-CTH	phlSP-7		NA	phlSP-7	TRUE	taway
4	2	3	21	22	ao	0	O-PU	nykRM-24		O-CTH	nykRM-21	TRUE	compl
4	2	3	22	23	ao	0	O-CTH	nykRM-21		O-CTH	nykRM-27	TRUE	compl
4	2	3	23	24	ao	0	O-CTH	nykRM-27		O-CTH	nykRM-82	TRUE	compl
4	2	3	24	24	an	-1	O-CTH	nykRM-82		NA	nykRM-82	TRUE	taway
5	3	3	25	26	ao	0	O-PU	phlSP-7		O-CTH	phlSP-14	TRUE	compl
5	3	3	26	27	ao	0	O-CTH	phlSP-14		O-CTH	phlSP-27	TRUE	compl
5	3	3	27	28	ao	0	O-CTH	phlSP-27		O-CTH	phlSP-23	TRUE	compl
5	3	3	28	28	an	-1	O-CTH	phlSP-23		NA	phlSP-23	TRUE	taway
6	4	3	29	30	ao	0	O-PU	nykRM-24		O-CTH	nykRM-47	TRUE	compl
6	4	3	30	31	ao	0	O-CTH	nykRM-47		O-CTH	nykRM-27	TRUE	compl
6	4	3	31	32	ao	0	O-CTH	nykRM-27		O-CTH	nykRM-82	TRUE	compl
6	4	3	32	33	ao	0	O-CTH	nykRM-82		O-CTH	nykRM-81	TRUE	compl
6	4	3	33	34	ao	0	O-CTH	nykRM-81		O-CTH	nykRM-9	TRUE	compl
6	4	3	34	35	ao	0	O-CTH	nykRM-9		O-G	nykRM-21	TRUE	compl
7	1	4	2	4	ao	1	O-PU	phlSP-20	D-F	O-CTH	phlSP-11	TRUE	compl
7	1	4	4	5	ao	0	O-CTH	phlSP-11		O-G	phlSP-4	TRUE	compl
