point	Offense	Defense
1		11P
1	19PU	
1	6	
1	19	
1	22	
1	19	
1	44	
1	6	
1	22LG	
2		81P
2	'00PU	
2	13	
2	77	
2	21	
2	'00	
2	7	
2	77	
2		21D
2		21pu
2		5
2		81
2		21
2		5
2		13
2	13PU	
2	3	
2	21	
2	'00	
2	13	
2	77	
2	21	
2	'00	
2	3	
2	21G	
3		43P
3	19PU	
3	6	
3	2	
3	41	
3	14	10F
3	6PU	
3	19	
3	47G	
4		81OBP
4	13PU	
4	18	
4	7	
4	21	
4	7	
4	77	
4		3D
4		21pu
4		38
4		10
4		21
4		81
4		10
4		38VST
4	7PU	
4	18	
4	21	
4	13	
4		13D
4		10PU
4		15
4		38
4		3
4		15
4		10
4		15
4		81
4		3
4		38VTT
4	13PU	
4	77	
4	3	
4	13	
4	7G	
5		11P
5	6PU	
5	19	
5	22	
5	19	
5	14	
5	22	
5	44TD	
5		14PU
5	14F	11
5		64G
6		43P
6	47PU	
6	19	
6	6	
6	19	
6	47	
6	14	
6	47	
6	19	
6	47	
6	6	
6	41	
6	19	
6		10PU
6		28
6		10
6		12
6		10
6		5
6		10
6	14D	
6	6PU	
6	41	
6	2	
6	14	
6	41	
6	6	
6	19G	
7		27P
7	'00PU	
7	7	
7	'00	
7	7	
7	21	
7	'00	
7	13LG	
8		43P
8	47PU	
8	19	
8	6	
8	19	
8	2	
8	44G	
9		13P
9	13PU	
9	43L	
10		81P
10	7PU	
10	'00	
10	3	
10	'00	
10	21	
10	7	
10	21	
10	13	
10	17	
10	3	
10	'00	
10	21	
10	77	
10	'00	
10	7G	
11		11P
11	47PU	
11	19	
11	14	11F
11	22	
11	41	
11		29D
11		14PU
11		27
11		14
11		93
11		7PU
11		8
11		21
11		13VST
11	6PU	
11		13PU
11		21
11		18
11		8
11	6F	21VTT
11	14PU	
11	6	
11	22	
11	14	
11	38	
11	21	
11		13PU
11		21
11		13
11		21
11		3
11		7
11		21
11		13
11		18
11		8
11	6D	
11	14PU	
11	22	
11		8D
11		7PU
11		8
11		7
11	21D	
11	21PU	
11	19	
11	22	
11	38	
11	14	
11	6	
11	21G	
12		81P
12	77PU	
12	14	
12	11	
12	13	
12		27D
12		5PU
12		81
12		13L
12		to
12		19PU
12		41G
13		81P
13	'00PU	
13	13	
13	21	
13	7	
13	21	
13	18	
13	27TD	
13		15pu
13		15VST
13	7PU	
13	21G	
14		11P
14	19PU	
14	6	
14	22	
14	6	
14	19	
14	44	
14	6	
14	47	
14	19	
14	47	
14	19	
14	44	
14	19	
14	47	
14	6G	
15		81P
15	'00PU	
15	13	
15		82D
16		11P
16	47PU	
16	19	
16	22	
16	19	
16	22	
16	19	
16	22	
16	6	
16	41	
16	14	
16	41	
16	22	
16	6TD	
16		14PU
16		27VST
16	19PU	
16	41G	
17		81P
17	'00PU	
17	13	
17	21VST	5F
17		10PU
17		38
17		5
17		10
17	5F	21
17		10PU
17		5
17		38
17		3
17		10
17		38
17		5G
18		81P
18	12PU	
18	13	
18	12	
18	21	
18	12	
18	7	
18	13	
18	18LG	
19		43P
19	6PU	
19	19	
19	6	
19	44LG	
20		13P
20	'00PU	
20	13	
20	21	
20	77	
20	7	
20	18LG	
21		11P
21	47PU	
21	6	
21	19	
21	6	
21	18	
21	41	
21	22LG	
22		81P
22	7PU	
22	13	
22		15PU
22		38
22		27
22		81
22		38
22		3
22		41G
23		82P
23	12PU	
23	'00	
23	12	
23	21	13F
23	11	
23	21	
23	3	
23	11	
23	8	
23	3G	
24		43P
24	6PU	
24	19	
24	6	
24	19	
24		12PU
24		10
24		28
24		12
24		10
24		43TD
24	19PU	
24	6	
24	2	
24	47	
24	14	
24	44	
24	19	
24	6G	
25		13P
25	'00PU	
25	13	
25	3	
25	7	
25	77	
25	7	
25	21	
25	7	
25	21	
25	3	
25	7	
25	77	
25	21	
25	3	
25	18	
25	77	
25	21	
25	18G	
26		43P
26	15PU	
26	19	
26	6	
26		27D
27		13P
27	'00PU	
27	13	
27	17	
27	77LG	
28		11P
28	6PU	
28	19	
28	2	
28	41	
28	22	
28	19	
28	6	
28	14	
28	6	
28	41	
28	6	
28	47	
28	2G	
29		81P
29	'00PU	
29	13	
29	7	
29	21	
29	77L	
29	17G	
30		43P
30	19PU	
30	6	
30	14	
30	44LG	
31		81P
31	'00PU	
31	13	
31		13D
31		13SO
31		6SI
31		10PU
31		38
31		81
31	13F	38
31	13PU	
31	'00	
31	3	
31	13	
31	00TD	
31		6PU
31		38VTT
31	00so	
31	8si	
31	7PU	
31	8	
31		10D
31		6PU
31		3Gl
32		82P
32	7PU	
32	13	
32	17	
32	11LG	
33		43P
33	6PU	
33	19	
33	47	
33	41	
33	6	
33	19	
33	22	
33	14	
33	6	
33		10PU
33		27
33		14
33		27
33		25
33		43
33		25
33		14
33		5
33		10
33		14
33	14D	
33	19PU	
33	6	
33	41	
33	19	
33	41	
33	1	
33	22	
33		27D
33		10TO
33		13PU
33		18
33		77
33		21
33		7
33		77
33		13
33		21G
34		43P
34	6PU	
34	18	
34	2	
34	22	
34	2	
34		12D
34		10pu
34		1
34		5
34		11
34	6D	
34	19PU	
34	6	
34	47	
34	2	
34	6	
34	2	
34	6	
34	22G	
35		81P
35	8PU	
35	13	
35	21	
35	77LG	
36		43P
36	2PU	
36	6	
36	19	
36	41	
36	1	
36	14	
36		12TO
36		13PU
36	38PU	
36	81	
36		7HB
36		7PU
36		17G
37		43P
37	19PU	
37	6	
37	22	
37	2L	
37	41	
37	2	
37	22G	
38		82OBP
38	7PU	
38	5L	
38	77G	
39		43P
39	6TO	
39	6PU	
39	44	
39	14TO	
39	14PU	
